subscription_id,customer_id,start_date,end_date,status,monthly_recurring_revenue
SUB-002214,CUST-02343,2025-05-08,,active,314.93
SUB-002215,CUST-03513,2025-01-19,2025-07-06,churned,271.2
SUB-002216,CUST-00382,2025-02-09,,active,291.68
SUB-002217,CUST-04780,2024-10-08,,active,257.59
SUB-002218,CUST-01054,2024-11-07,,active,396.9
SUB-002219,CUST-01154,2024-03-03,,active,256.76
SUB-002220,CUST-00117,2025-02-16,,active,47.41
SUB-002221,CUST-02484,2024-06-21,,active,49.45
SUB-002222,CUST-00044,2024-06-19,,active,368.43
SUB-002223,CUST-04027,2025-09-02,,active,138.67
SUB-002224,CUST-00818,2024-07-14,,active,124.06
SUB-002225,CUST-03770,2025-01-27,,active,247.32
SUB-002226,CUST-04929,2024-11-27,2025-04-16,churned,126.01
SUB-002227,CUST-03827,2024-10-06,,active,446.36
SUB-002228,CUST-03743,2024-01-12,,active,239.36
SUB-002229,CUST-03495,2024-04-28,,active,62.68
SUB-002230,CUST-01777,2025-07-24,,active,276.32
SUB-002231,CUST-03723,2024-03-26,,active,146.16
SUB-002232,CUST-03933,2024-09-20,,active,111.77
SUB-002233,CUST-02307,2024-09-01,2025-08-26,churned,270.7
SUB-002234,CUST-01040,2024-07-13,,active,25.02
SUB-002235,CUST-02903,2025-07-24,,active,94.56
SUB-002236,CUST-04079,2024-02-24,,active,137.14
SUB-002237,CUST-01858,2024-01-30,,active,45.05
SUB-002238,CUST-02218,2025-04-05,,active,372.74
SUB-002239,CUST-04831,2024-04-05,,active,674.5
SUB-002240,CUST-00290,2025-09-27,2025-12-02,churned,374.91
SUB-002241,CUST-01786,2024-11-10,,active,188.16
SUB-002242,CUST-00503,2024-11-20,,paused,103.12
SUB-002243,CUST-01024,2024-10-03,,active,25.84
SUB-002244,CUST-02423,2024-03-07,,active,27.81
SUB-002245,CUST-00317,2025-08-24,,active,182.91
SUB-002246,CUST-00677,2024-02-07,,active,369.13
SUB-002247,CUST-00982,2024-04-25,,active,156.65
SUB-002248,CUST-03176,2024-06-16,,active,192.59
SUB-002249,CUST-02041,2024-06-27,,active,129.3
SUB-002250,CUST-00964,2024-06-28,,active,258.4
SUB-002251,CUST-00195,2025-05-30,,active,9.8
SUB-002252,CUST-00678,2024-12-16,,active,128.68
SUB-002253,CUST-00938,2024-05-09,2025-12-15,churned,106.95
SUB-002254,CUST-00489,2025-07-02,2025-03-14,churned,358.02
SUB-002255,CUST-00269,2024-02-27,2025-07-10,churned,140.16
SUB-002256,CUST-03680,2025-03-22,,active,189.72
SUB-002257,CUST-02466,2024-08-11,,active,105.15
SUB-002258,CUST-02409,2025-01-15,,active,14.63
SUB-002259,CUST-02211,2024-11-21,,active,288.65
SUB-002260,CUST-00541,2025-03-28,,active,201.07
SUB-002261,CUST-02943,2024-08-02,,active,388.45
SUB-002262,CUST-02893,2025-03-14,,active,34.1
SUB-002263,CUST-00361,2024-01-10,,active,114.16
SUB-002264,CUST-01223,2025-05-16,,active,317.66
SUB-002265,CUST-01041,2025-01-17,2025-05-16,churned,120.5
SUB-002266,CUST-02999,2024-02-23,,active,209.66
SUB-002267,CUST-01053,2025-01-08,,active,67.02
SUB-002268,CUST-00235,2025-09-30,,active,172.13
SUB-002269,CUST-04953,2025-05-12,,active,175.58
SUB-002270,CUST-01893,2024-07-18,,active,439.1
SUB-002271,CUST-02504,2025-02-14,,active,100.82
SUB-002272,CUST-01300,2025-04-26,2025-12-10,churned,300.65
SUB-002273,CUST-00333,2024-10-16,2025-05-13,churned,550.64
SUB-002274,CUST-03379,2024-07-27,,paused,175.35
SUB-002275,CUST-00510,2024-11-27,,active,288.13
SUB-002276,CUST-00667,2025-08-06,,paused,27.26
SUB-002277,CUST-03909,2024-12-09,,active,46.29
SUB-002278,CUST-03165,2024-09-17,,active,22.11
SUB-002279,CUST-03671,2024-03-17,,active,154.63
SUB-002280,CUST-03213,2024-12-19,,active,93.93
SUB-002281,CUST-03371,2025-02-17,,active,81.19
SUB-002282,CUST-02893,2024-09-06,,active,197.4
SUB-002283,CUST-03041,2024-08-24,,active,264.86
SUB-002284,CUST-01773,2025-03-10,,active,210.54
SUB-002285,CUST-03131,2024-12-15,,active,116.98
SUB-002286,CUST-03928,2025-09-22,,active,263.72
SUB-002287,CUST-04205,2025-08-20,,active,173.04
SUB-002288,CUST-00357,2024-05-08,,paused,136.82
SUB-002289,CUST-01874,2025-07-10,2025-03-26,churned,56.18
SUB-002290,CUST-00442,2025-06-17,,active,194.03
SUB-002291,CUST-01226,2025-10-09,,active,107.04
SUB-002292,CUST-02822,2024-11-16,,active,140.75
SUB-002293,CUST-04194,2025-04-29,,active,50.91
SUB-002294,CUST-00191,2025-08-03,,active,123.25
SUB-002295,CUST-02853,2024-02-03,,active,156.81
SUB-002296,CUST-02365,2024-12-19,,active,95.6
SUB-002297,CUST-03013,2024-05-28,,active,31.07
SUB-002298,CUST-02251,2024-05-09,,active,418.66
SUB-002299,CUST-01512,2025-02-13,,active,150.14
SUB-002300,CUST-03699,2024-09-30,,active,105.35
SUB-002301,CUST-03920,2024-07-07,,active,114.7
SUB-002302,CUST-00226,2024-07-13,2025-08-08,churned,130.4
SUB-002303,CUST-01947,2024-01-08,,paused,101.15
SUB-002304,CUST-01543,2024-02-08,2025-09-13,churned,329.97
SUB-002305,CUST-04602,2024-11-09,,active,113.1
SUB-002306,CUST-04835,2024-11-25,,active,178.81
SUB-002307,CUST-03734,2025-05-30,,active,364.6
SUB-002308,CUST-03292,2024-10-06,2025-12-15,churned,407.46
SUB-002309,CUST-04863,2025-01-22,,active,49.6
SUB-002310,CUST-00390,2025-01-01,,active,103.76
SUB-002311,CUST-04173,2024-01-27,,active,160.5
SUB-002312,CUST-03023,2025-05-17,2025-07-12,churned,172.01
SUB-002313,CUST-03608,2024-05-28,,active,316.42
SUB-002314,CUST-01721,2024-11-07,,active,596.16
SUB-002315,CUST-04464,2025-01-17,,active,49.52
SUB-002316,CUST-00892,2025-01-07,2025-08-18,churned,103.35
SUB-002317,CUST-00919,2024-04-17,,active,118.58
SUB-002318,CUST-04717,2025-04-02,,active,125.51
SUB-002319,CUST-02409,2024-09-06,,active,307.93
SUB-002320,CUST-00200,2024-04-17,,active,311.88
SUB-002321,CUST-00573,2024-12-08,,active,14.56
SUB-002322,CUST-00069,2025-04-09,,active,211.91
SUB-002323,CUST-01976,2025-04-02,2025-07-20,churned,97.71
SUB-002324,CUST-02903,2025-06-27,,active,79.67
SUB-002325,CUST-04051,2024-12-12,,active,175.43
SUB-002326,CUST-03269,2024-06-17,,active,185.81
SUB-002327,CUST-03623,2024-08-30,,active,365.31
SUB-002328,CUST-03910,2025-07-24,,active,236.24
SUB-002329,CUST-04983,2024-03-18,,active,32.87
SUB-002330,CUST-00110,2024-09-13,,active,61.13
SUB-002331,CUST-04652,2025-08-23,2025-08-06,churned,122.39
SUB-002332,CUST-01686,2025-02-16,,paused,104.53
SUB-002333,CUST-03263,2025-03-13,2025-08-26,churned,122.21
SUB-002334,CUST-01099,2024-08-28,,active,86.86
SUB-002335,CUST-02722,2024-05-28,2025-06-22,churned,401.87
SUB-002336,CUST-02014,2024-11-16,,paused,625.94
SUB-002337,CUST-02977,2025-10-08,2025-05-16,churned,210.76
SUB-002338,CUST-01325,2024-07-01,2025-01-16,churned,306.97
SUB-002339,CUST-01768,2025-08-01,,active,419.68
SUB-002340,CUST-00362,2024-01-27,2025-12-28,churned,105.23
SUB-002341,CUST-02856,2025-05-24,,active,270.18
SUB-002342,CUST-02235,2025-07-18,,active,48.66
SUB-002343,CUST-01495,2025-03-26,,paused,127.86
SUB-002344,CUST-03182,2024-07-16,,active,218.68
SUB-002345,CUST-01691,2024-03-24,,active,119.64
SUB-002346,CUST-01007,2024-03-17,,active,148.06
SUB-002347,CUST-00750,2024-11-22,,active,260.01
SUB-002348,CUST-04673,2024-01-07,,active,88.0
SUB-002349,CUST-04431,2024-01-09,2025-06-10,churned,156.9
SUB-002350,CUST-02315,2024-12-09,,active,418.57
SUB-002351,CUST-02903,2024-10-01,2025-05-29,churned,176.26
SUB-002352,CUST-02133,2024-05-28,2025-11-20,churned,345.56
SUB-002353,CUST-00789,2025-03-18,,active,298.04
SUB-002354,CUST-00916,2024-08-06,,active,236.94
SUB-002355,CUST-00065,2025-10-01,,paused,169.48
SUB-002356,CUST-01247,2024-09-09,2025-07-06,churned,212.81
SUB-002357,CUST-02271,2024-12-17,,active,18.69
SUB-002358,CUST-02875,2024-07-11,,paused,303.12
SUB-002359,CUST-01190,2025-01-12,,active,231.06
SUB-002360,CUST-02739,2024-02-27,2025-08-02,churned,106.71
SUB-002361,CUST-04187,2025-02-14,2025-08-27,churned,188.52
SUB-002362,CUST-02953,2025-01-30,,paused,125.93
SUB-002363,CUST-00567,2024-04-14,,paused,18.98
SUB-002364,CUST-03227,2025-08-30,,active,51.72
SUB-002365,CUST-03689,2024-05-21,2025-05-08,churned,254.86
SUB-002366,CUST-00902,2025-09-09,,active,54.51
SUB-002367,CUST-02195,2025-06-26,,active,64.18
SUB-002368,CUST-03023,2025-09-17,2025-08-10,churned,107.72
SUB-002369,CUST-03625,2024-04-03,,active,198.74
SUB-002370,CUST-03629,2024-07-01,,active,247.24
SUB-002371,CUST-02357,2025-08-29,,active,108.76
SUB-002372,CUST-03674,2025-07-01,,active,148.92
SUB-002373,CUST-03924,2025-09-15,,active,282.8
SUB-002374,CUST-00945,2025-01-02,,active,22.26
SUB-002375,CUST-01496,2024-09-02,,active,151.36
SUB-002376,CUST-00086,2025-03-21,,active,183.49
SUB-002377,CUST-02060,2024-04-18,,active,92.45
SUB-002378,CUST-01282,2025-03-28,,active,270.57
SUB-002379,CUST-04966,2025-06-12,,active,188.85
SUB-002380,CUST-02752,2024-01-07,2025-05-11,churned,126.27
SUB-002381,CUST-04574,2024-12-01,,active,124.54
SUB-002382,CUST-02609,2024-06-19,,paused,50.57
SUB-002383,CUST-02045,2025-04-10,,active,194.37
SUB-002384,CUST-03286,2024-08-14,,paused,211.74
SUB-002385,CUST-01655,2024-05-25,,active,140.06
SUB-002386,CUST-01238,2024-09-05,,paused,146.21
SUB-002387,CUST-02419,2024-01-28,,active,184.05
SUB-002388,CUST-00551,2025-02-09,,active,143.9
SUB-002389,CUST-00197,2024-09-27,,active,421.57
SUB-002390,CUST-02426,2024-04-16,,active,172.62
SUB-002391,CUST-01150,2024-10-14,,active,178.49
SUB-002392,CUST-01410,2025-04-26,,paused,571.48
SUB-002393,CUST-01152,2024-01-12,,active,76.06
SUB-002394,CUST-04171,2025-05-24,,active,164.41
SUB-002395,CUST-03725,2024-07-04,2025-05-01,churned,234.56
SUB-002396,CUST-04649,2024-10-26,2025-09-28,churned,119.26
SUB-002397,CUST-00721,2024-04-24,,active,181.32
SUB-002398,CUST-04896,2024-08-05,2025-07-07,churned,277.42
SUB-002399,CUST-03310,2025-07-28,,active,361.2
SUB-002400,CUST-01061,2024-10-11,,active,185.8
SUB-002401,CUST-01467,2025-01-06,,active,90.65
SUB-002402,CUST-00029,2024-10-04,,active,152.25
SUB-002403,CUST-04254,2024-05-30,,active,189.5
SUB-002404,CUST-03228,2025-08-13,,active,229.98
SUB-002405,CUST-03737,2024-01-15,,active,81.38
SUB-002406,CUST-00313,2024-07-28,,active,127.63
SUB-002407,CUST-03110,2024-06-10,,paused,73.16
SUB-002408,CUST-02220,2024-07-22,,active,153.57
SUB-002409,CUST-04982,2024-05-30,2025-05-05,churned,31.92
SUB-002410,CUST-03863,2025-01-13,,active,98.97
SUB-002411,CUST-02076,2025-01-16,,active,193.48
SUB-002412,CUST-02762,2025-05-16,2025-09-22,churned,223.59
SUB-002413,CUST-01312,2024-09-24,2025-05-05,churned,202.19
SUB-002414,CUST-04276,2024-11-02,,active,275.72
SUB-002415,CUST-03160,2024-11-13,,active,344.4
SUB-002416,CUST-02226,2025-01-13,,active,222.53
SUB-002417,CUST-02324,2024-07-02,,active,114.91
SUB-002418,CUST-00559,2025-07-24,,active,122.18
SUB-002419,CUST-03825,2025-06-22,,active,253.64
SUB-002420,CUST-01993,2025-03-20,,active,102.1
SUB-002421,CUST-04057,2024-08-07,,active,110.59
SUB-002422,CUST-02487,2024-04-02,,active,103.31
SUB-002423,CUST-00522,2025-06-28,2025-07-03,churned,110.58
SUB-002424,CUST-03121,2024-09-21,2025-08-07,churned,45.33
SUB-002425,CUST-00364,2024-05-29,,active,140.29
SUB-002426,CUST-01941,2024-01-24,,active,202.58
SUB-002427,CUST-04026,2025-08-04,2025-10-15,churned,307.92
SUB-002428,CUST-03247,2024-08-28,,active,90.57
SUB-002429,CUST-01117,2024-12-05,2025-04-21,churned,99.26
SUB-002430,CUST-01190,2024-07-02,,active,72.42
SUB-002431,CUST-01592,2024-04-23,,active,187.61
SUB-002432,CUST-00048,2024-12-07,,paused,166.79
SUB-002433,CUST-04403,2024-02-06,2025-06-06,churned,45.08
SUB-002434,CUST-01826,2025-05-24,,active,157.26
SUB-002435,CUST-00772,2024-03-19,,paused,73.32
SUB-002436,CUST-00136,2024-01-13,2025-12-01,churned,60.34
SUB-002437,CUST-02769,2024-04-25,,active,104.77
SUB-002438,CUST-03184,2024-04-26,,active,42.45
SUB-002439,CUST-01621,2024-09-16,,active,64.99
SUB-002440,CUST-01875,2024-07-30,,active,197.87
SUB-002441,CUST-02181,2025-05-14,,active,389.68
SUB-002442,CUST-01853,2024-12-31,,active,20.24
SUB-002443,CUST-04791,2024-05-24,,active,151.46
SUB-002444,CUST-00565,2025-03-03,2025-01-04,churned,196.36
SUB-002445,CUST-01662,2024-05-25,,active,580.95
SUB-002446,CUST-00266,2025-04-13,2025-05-06,churned,26.94
SUB-002447,CUST-01945,2025-09-14,,active,236.69
SUB-002448,CUST-01055,2025-05-12,,active,98.82
SUB-002449,CUST-04781,2024-07-03,,active,48.72
SUB-002450,CUST-01550,2024-08-28,2025-05-21,churned,96.28
SUB-002451,CUST-01062,2025-08-21,,active,26.68
SUB-002452,CUST-04076,2024-12-07,2025-09-19,churned,229.25
SUB-002453,CUST-00073,2025-03-19,,active,235.09
SUB-002454,CUST-04334,2024-04-11,2025-11-03,churned,112.01
SUB-002455,CUST-01939,2024-08-07,,active,249.81
SUB-002456,CUST-00622,2024-06-09,,active,124.02
SUB-002457,CUST-00444,2024-06-29,,active,196.6
SUB-002458,CUST-01476,2024-08-29,2025-06-29,churned,178.92
SUB-002459,CUST-04131,2025-04-01,,active,348.41
SUB-002460,CUST-03026,2025-06-25,2025-08-25,churned,94.0
SUB-002461,CUST-04092,2025-06-18,,active,248.17
SUB-002462,CUST-01595,2025-04-16,,active,118.69
SUB-002463,CUST-03070,2025-06-09,2025-03-13,churned,346.28
SUB-002464,CUST-00868,2024-11-21,2025-07-13,churned,44.03
SUB-002465,CUST-03246,2025-03-02,,active,162.77
SUB-002466,CUST-01360,2024-05-09,,active,109.15
SUB-002467,CUST-02801,2025-05-07,2025-01-26,churned,161.27
SUB-002468,CUST-01379,2025-10-03,,active,188.34
SUB-002469,CUST-04848,2025-04-12,,active,32.24
SUB-002470,CUST-00679,2025-09-28,2025-06-09,churned,82.85
SUB-002471,CUST-03550,2025-06-16,,active,97.69
SUB-002472,CUST-00072,2024-06-16,,active,625.26
SUB-002473,CUST-01466,2025-07-26,,paused,76.29
SUB-002474,CUST-01118,2025-06-23,,active,92.35
SUB-002475,CUST-00529,2024-01-01,,active,201.24
SUB-002476,CUST-02985,2025-02-28,,active,221.13
SUB-002477,CUST-03099,2024-07-05,,active,302.42
SUB-002478,CUST-00610,2024-05-17,2025-03-30,churned,156.81
SUB-002479,CUST-02937,2024-05-03,,active,227.71
SUB-002480,CUST-02646,2024-05-06,2025-04-27,churned,177.02
SUB-002481,CUST-00931,2024-12-06,,active,222.42
SUB-002482,CUST-03443,2024-03-21,2025-10-18,churned,33.62
SUB-002483,CUST-04293,2024-06-28,,active,323.86
SUB-002484,CUST-04121,2024-02-23,,active,176.58
SUB-002485,CUST-01431,2025-02-09,,active,160.16
SUB-002486,CUST-03657,2025-08-27,,active,105.8
SUB-002487,CUST-02080,2024-06-26,,active,146.63
SUB-002488,CUST-01682,2025-05-27,2025-11-27,churned,358.21
SUB-002489,CUST-04787,2024-01-24,,active,52.86
SUB-002490,CUST-01813,2025-02-17,,active,173.47
SUB-002491,CUST-02753,2024-02-13,,active,39.35
SUB-002492,CUST-03297,2024-03-06,,active,58.61
SUB-002493,CUST-03172,2025-01-13,2025-02-04,churned,432.01
SUB-002494,CUST-01730,2025-06-21,,active,142.51
SUB-002495,CUST-02631,2024-02-25,,active,97.41
SUB-002496,CUST-03256,2025-05-10,2025-09-12,churned,51.27
SUB-002497,CUST-04292,2025-04-17,,active,118.94
SUB-002498,CUST-02305,2024-02-18,,active,632.39
SUB-002499,CUST-02686,2025-01-03,,paused,75.99
SUB-002500,CUST-00424,2025-02-14,2025-04-17,churned,197.12
SUB-002501,CUST-02970,2024-06-01,2025-01-25,churned,210.99
SUB-002502,CUST-00638,2025-02-17,,active,203.79
SUB-002503,CUST-04365,2024-01-14,2025-08-10,churned,214.43
SUB-002504,CUST-02179,2025-02-03,,active,38.06
SUB-002505,CUST-00192,2024-01-16,,paused,101.8
SUB-002506,CUST-02194,2025-07-28,2025-12-31,churned,129.69
SUB-002507,CUST-04922,2025-08-20,,active,166.5
SUB-002508,CUST-03787,2025-04-13,2025-09-07,churned,142.61
SUB-002509,CUST-04956,2024-10-14,2025-09-18,churned,292.85
SUB-002510,CUST-00770,2024-11-05,,active,157.35
SUB-002511,CUST-01247,2025-07-09,,active,95.84
SUB-002512,CUST-02190,2025-06-05,,active,33.81
SUB-002513,CUST-02643,2024-08-10,2025-09-05,churned,140.44
SUB-002514,CUST-02819,2024-03-11,,active,106.99
SUB-002515,CUST-00772,2024-08-24,,active,50.25
SUB-002516,CUST-00272,2025-06-01,,active,148.54
SUB-002517,CUST-04988,2024-02-09,,active,172.23
SUB-002518,CUST-04743,2025-02-12,,active,92.86
SUB-002519,CUST-03807,2024-02-01,,paused,274.39
SUB-002520,CUST-03563,2024-01-15,,active,304.28
SUB-002521,CUST-02711,2024-03-14,,active,17.1
SUB-002522,CUST-00970,2024-07-18,,paused,41.05
SUB-002523,CUST-00092,2024-11-20,2025-03-04,churned,420.92
SUB-002524,CUST-03143,2024-11-19,,active,266.66
SUB-002525,CUST-03980,2024-06-24,2025-11-15,churned,393.89
SUB-002526,CUST-02314,2025-02-17,,active,209.29
SUB-002527,CUST-01103,2024-02-15,,active,82.04
SUB-002528,CUST-00984,2025-06-30,,active,21.14
SUB-002529,CUST-04372,2024-06-02,,active,63.41
SUB-002530,CUST-02396,2024-01-27,,active,228.17
SUB-002531,CUST-02963,2024-07-27,2025-05-12,churned,418.17
SUB-002532,CUST-01886,2024-06-20,,active,83.82
SUB-002533,CUST-04924,2024-05-12,2025-08-08,churned,103.19
SUB-002534,CUST-01514,2024-06-27,,active,116.8
SUB-002535,CUST-03644,2025-09-11,2025-04-08,churned,467.66
SUB-002536,CUST-00151,2024-01-08,,paused,293.95
SUB-002537,CUST-03544,2025-08-01,,active,46.97
SUB-002538,CUST-04351,2024-05-23,,active,169.9
SUB-002539,CUST-03012,2025-08-31,,paused,45.26
SUB-002540,CUST-03468,2025-02-22,,active,161.61
SUB-002541,CUST-00502,2024-09-21,,active,353.82
SUB-002542,CUST-02267,2025-01-28,2025-05-03,churned,31.37
SUB-002543,CUST-00026,2025-09-27,,active,133.75
SUB-002544,CUST-03303,2025-05-31,,active,73.62
SUB-002545,CUST-01994,2024-01-29,,active,99.56
SUB-002546,CUST-03708,2025-03-20,,active,102.56
SUB-002547,CUST-02084,2025-10-10,,active,236.55
SUB-002548,CUST-02512,2024-03-24,,active,41.93
SUB-002549,CUST-00282,2024-12-30,,active,38.6
SUB-002550,CUST-02308,2024-04-18,,active,368.71
SUB-002551,CUST-00697,2025-09-22,,active,139.31
SUB-002552,CUST-02316,2024-04-25,,active,303.79
SUB-002553,CUST-02880,2025-01-15,2025-04-26,churned,569.44
SUB-002554,CUST-04071,2024-12-09,,active,155.31
SUB-002555,CUST-01915,2024-05-11,,active,180.57
SUB-002556,CUST-04956,2025-10-02,,active,40.05
SUB-002557,CUST-02601,2024-05-02,,active,100.16
SUB-002558,CUST-04220,2024-11-17,,active,312.17
SUB-002559,CUST-02225,2024-09-08,2025-05-24,churned,160.49
SUB-002560,CUST-04573,2025-02-07,,active,101.2
SUB-002561,CUST-04068,2024-07-22,,active,105.75
SUB-002562,CUST-02260,2025-05-20,2025-10-25,churned,73.48
SUB-002563,CUST-01458,2025-09-29,,active,134.82
SUB-002564,CUST-02819,2024-01-28,,active,142.33
SUB-002565,CUST-01973,2024-11-22,,active,191.64
SUB-002566,CUST-00321,2025-05-07,,paused,40.94
SUB-002567,CUST-01061,2025-06-06,2025-12-05,churned,51.38
SUB-002568,CUST-02760,2024-09-19,,active,155.05
SUB-002569,CUST-03936,2024-02-12,,active,163.64
SUB-002570,CUST-00660,2024-07-30,2025-04-20,churned,124.97
SUB-002571,CUST-00878,2024-11-21,,active,71.18
SUB-002572,CUST-01277,2025-07-21,,paused,248.91
SUB-002573,CUST-00452,2024-01-20,,active,172.53
SUB-002574,CUST-00253,2025-08-12,,active,283.13
SUB-002575,CUST-00076,2025-01-04,,active,38.72
SUB-002576,CUST-00324,2024-11-23,2025-07-30,churned,62.25
SUB-002577,CUST-00185,2024-08-08,,active,13.96
SUB-002578,CUST-03294,2025-09-08,,active,29.52
SUB-002579,CUST-01660,2024-05-17,,active,205.96
SUB-002580,CUST-02833,2025-09-10,,active,503.41
SUB-002581,CUST-02039,2025-03-04,,active,389.82
SUB-002582,CUST-04279,2025-03-29,,active,28.59
SUB-002583,CUST-00317,2024-10-09,2025-10-10,churned,4.85
SUB-002584,CUST-00811,2024-10-20,,paused,107.36
SUB-002585,CUST-01337,2025-01-04,,active,28.89
SUB-002586,CUST-03693,2025-09-16,,active,106.51
SUB-002587,CUST-04786,2024-01-15,2025-09-04,churned,236.42
SUB-002588,CUST-03141,2024-07-18,2025-08-10,churned,83.73
SUB-002589,CUST-02374,2024-03-14,,active,56.82
SUB-002590,CUST-01626,2024-02-03,,active,102.62
SUB-002591,CUST-02743,2024-04-28,2025-10-02,churned,194.69
SUB-002592,CUST-03486,2024-07-07,2025-04-29,churned,187.47
SUB-002593,CUST-00913,2024-05-19,,active,23.14
SUB-002594,CUST-04277,2024-06-26,,active,276.93
SUB-002595,CUST-00254,2024-04-14,,active,150.11
SUB-002596,CUST-00902,2024-08-03,,active,65.31
SUB-002597,CUST-04904,2025-03-07,,active,651.03
SUB-002598,CUST-01995,2024-09-15,,active,80.55
SUB-002599,CUST-03369,2024-04-18,,active,40.78
SUB-002600,CUST-03893,2024-03-21,2025-08-18,churned,152.8
SUB-002601,CUST-04909,2024-08-12,,active,206.57
SUB-002602,CUST-01548,2024-10-27,,active,556.36
SUB-002603,CUST-02219,2024-03-10,2025-05-31,churned,348.92
SUB-002604,CUST-00305,2025-10-09,,active,93.3
SUB-002605,CUST-02926,2024-02-08,,active,83.96
SUB-002606,CUST-04350,2024-03-21,,active,396.52
SUB-002607,CUST-04413,2025-04-04,,active,626.28
SUB-002608,CUST-04920,2024-12-02,2025-03-17,churned,163.71
SUB-002609,CUST-02701,2024-04-04,2025-02-08,churned,48.36
SUB-002610,CUST-03882,2024-06-24,,active,199.5
SUB-002611,CUST-03140,2024-02-05,,active,463.67
SUB-002612,CUST-02171,2025-04-09,2025-10-05,churned,220.71
SUB-002613,CUST-02158,2024-12-24,,active,68.47
SUB-002614,CUST-00943,2024-04-28,2025-06-07,churned,277.01
SUB-002615,CUST-03477,2024-04-06,,active,255.35
SUB-002616,CUST-01871,2024-04-10,2025-01-08,churned,160.51
SUB-002617,CUST-01334,2024-03-22,,active,272.32
SUB-002618,CUST-03883,2024-08-12,,active,161.2
SUB-002619,CUST-00023,2025-08-29,,active,322.08
SUB-002620,CUST-02583,2025-04-01,2025-08-29,churned,36.39
SUB-002621,CUST-03715,2024-12-02,,active,386.77
SUB-002622,CUST-01118,2025-09-13,,active,153.82
SUB-002623,CUST-01429,2024-05-14,,active,11.02
SUB-002624,CUST-01860,2024-11-15,,active,124.22
SUB-002625,CUST-01152,2024-03-04,2025-02-11,churned,130.41
SUB-002626,CUST-02512,2024-11-20,,paused,125.15
SUB-002627,CUST-00905,2024-04-26,2025-12-12,churned,62.58
SUB-002628,CUST-01064,2024-01-15,,active,34.9
SUB-002629,CUST-03325,2024-09-30,,active,120.1
SUB-002630,CUST-04119,2024-08-04,,active,138.61
SUB-002631,CUST-02091,2025-03-27,,paused,398.24
SUB-002632,CUST-01431,2024-11-14,,active,232.25
SUB-002633,CUST-00185,2024-03-11,,active,127.98
SUB-002634,CUST-00010,2024-03-21,,active,63.1
SUB-002635,CUST-04199,2024-01-31,,active,6.28
SUB-002636,CUST-00233,2024-11-29,,active,102.05
SUB-002637,CUST-04173,2024-08-09,,active,130.7
SUB-002638,CUST-03899,2024-01-14,,active,538.0
SUB-002639,CUST-03102,2025-03-30,,paused,192.17
SUB-002640,CUST-02015,2025-02-22,,active,150.55
SUB-002641,CUST-00339,2024-11-11,2025-03-18,churned,303.48
SUB-002642,CUST-00465,2024-05-14,,paused,419.73
SUB-002643,CUST-02552,2025-09-19,,paused,542.08
SUB-002644,CUST-04186,2024-02-20,,paused,50.26
SUB-002645,CUST-04765,2024-04-28,,active,140.7
SUB-002646,CUST-04921,2024-05-16,,active,301.18
SUB-002647,CUST-04652,2025-04-02,,active,192.45
SUB-002648,CUST-03965,2025-07-10,,active,150.47
SUB-002649,CUST-04150,2025-06-13,2025-12-22,churned,200.41
SUB-002650,CUST-04765,2024-04-15,,active,100.3
SUB-002651,CUST-03597,2024-07-03,,active,44.43
SUB-002652,CUST-03454,2025-09-18,,active,593.09
SUB-002653,CUST-01427,2025-06-11,,active,41.28
SUB-002654,CUST-02385,2024-06-02,2025-02-08,churned,30.18
SUB-002655,CUST-01868,2024-04-01,,active,328.83
SUB-002656,CUST-04351,2024-02-05,,active,285.53
SUB-002657,CUST-00853,2025-03-30,,active,465.26
SUB-002658,CUST-03259,2024-10-04,,active,164.38
SUB-002659,CUST-03507,2024-05-15,,active,207.72
SUB-002660,CUST-03324,2024-05-10,2025-07-04,churned,291.24
SUB-002661,CUST-04516,2025-04-08,,active,69.53
SUB-002662,CUST-04027,2025-07-09,,active,83.38
SUB-002663,CUST-02690,2024-09-21,,paused,17.38
SUB-002664,CUST-04557,2024-04-27,,active,6.09
SUB-002665,CUST-04839,2024-06-14,2025-02-07,churned,39.9
SUB-002666,CUST-02729,2024-09-14,2025-03-30,churned,9.56
SUB-002667,CUST-02816,2025-08-31,,active,338.99
SUB-002668,CUST-03140,2024-09-26,2025-11-09,churned,139.05
SUB-002669,CUST-00823,2024-06-29,,active,77.87
SUB-002670,CUST-02590,2024-07-03,2025-10-16,churned,93.26
SUB-002671,CUST-02964,2024-05-06,,active,30.37
SUB-002672,CUST-04946,2024-04-18,,active,231.49
SUB-002673,CUST-02193,2024-01-09,,active,433.74
SUB-002674,CUST-04084,2025-05-26,,active,488.57
SUB-002675,CUST-04741,2025-05-05,,active,243.43
SUB-002676,CUST-03700,2025-01-11,,active,35.75
SUB-002677,CUST-02261,2025-03-29,,active,148.47
SUB-002678,CUST-01594,2024-06-20,,active,253.39
SUB-002679,CUST-01721,2024-11-27,,active,278.89
SUB-002680,CUST-01018,2024-03-19,,active,33.16
SUB-002681,CUST-00310,2024-09-05,2025-09-15,churned,277.18
SUB-002682,CUST-01094,2024-07-03,,active,374.3
SUB-002683,CUST-03980,2025-08-20,,active,102.99
SUB-002684,CUST-04165,2025-08-17,,active,110.81
