account_id,account_name,region,industry,segment,created_at,updated_at
ACCT-00917,Synthetic Account 00917,APAC,software,smb,2023-12-29,2025-12-02
ACCT-00918,Synthetic Account 00918,Latin America,retail,mid_market,2022-01-27,2025-12-07
ACCT-00919,Synthetic Account 00919,Europe,finance,smb,2023-01-24,2025-12-09
ACCT-00920,Synthetic Account 00920,APAC,manufacturing,smb,2024-12-14,2025-11-02
ACCT-00921,Synthetic Account 00921,North America,retail,smb,2023-08-15,2025-11-22
ACCT-00922,Synthetic Account 00922,APAC,finance,smb,2022-11-04,2025-12-22
ACCT-00923,Synthetic Account 00923,Europe,software,mid_market,2022-10-03,2025-11-10
ACCT-00924,Synthetic Account 00924,Latin America,retail,smb,2022-08-18,2025-12-25
ACCT-00925,Synthetic Account 00925,Europe,retail,mid_market,2024-10-30,2025-11-09
ACCT-00926,Synthetic Account 00926,Europe,finance,smb,2023-01-08,2025-12-07
ACCT-00927,Synthetic Account 00927,Europe,healthcare,mid_market,2022-12-24,2025-11-21
ACCT-00928,Synthetic Account 00928,Latin America,software,mid_market,2022-03-18,2025-11-10
ACCT-00929,Synthetic Account 00929,Latin America,software,smb,2024-12-03,2025-11-09
ACCT-00930,Synthetic Account 00930,Europe,healthcare,smb,2023-04-13,2025-12-22
ACCT-00931,Synthetic Account 00931,Latin America,retail,mid_market,2024-04-25,2025-12-07
ACCT-00932,Synthetic Account 00932,Latin America,healthcare,enterprise,2024-05-07,2025-12-27
ACCT-00933,Synthetic Account 00933,Latin America,software,mid_market,2023-02-25,2025-11-23
ACCT-00934,Synthetic Account 00934,Latin America,healthcare,enterprise,2023-08-21,2025-12-06
ACCT-00935,Synthetic Account 00935,Europe,manufacturing,enterprise,2022-05-02,2025-11-02
ACCT-00936,Synthetic Account 00936,APAC,finance,smb,2024-03-12,2025-11-24
ACCT-00937,Synthetic Account 00937,Europe,finance,mid_market,2024-03-19,2025-12-05
ACCT-00938,Synthetic Account 00938,Europe,retail,enterprise,2022-09-14,2025-12-22
ACCT-00939,Synthetic Account 00939,Europe,retail,smb,2022-08-23,2025-12-14
ACCT-00940,Synthetic Account 00940,North America,software,enterprise,2023-04-23,2025-11-13
ACCT-00941,Synthetic Account 00941,North America,finance,mid_market,2024-04-10,2025-12-23
ACCT-00942,Synthetic Account 00942,Latin America,manufacturing,mid_market,2023-09-16,2025-11-11
ACCT-00943,Synthetic Account 00943,North America,software,enterprise,2022-03-16,2025-11-25
ACCT-00944,Synthetic Account 00944,APAC,finance,smb,2023-11-19,2025-11-30
ACCT-00945,Synthetic Account 00945,Latin America,manufacturing,smb,2024-04-28,2025-12-03
ACCT-00946,Synthetic Account 00946,Europe,finance,mid_market,2022-08-12,2025-12-30
ACCT-00947,Synthetic Account 00947,Europe,healthcare,smb,2023-06-18,2025-12-18
ACCT-00948,Synthetic Account 00948,Latin America,retail,smb,2024-08-27,2025-12-01
ACCT-00949,Synthetic Account 00949,Latin America,healthcare,smb,2023-01-25,2025-12-02
ACCT-00950,Synthetic Account 00950,Latin America,manufacturing,smb,2022-04-19,2025-12-19
ACCT-00951,Synthetic Account 00951,APAC,finance,smb,2025-01-15,2025-11-13
ACCT-00952,Synthetic Account 00952,Latin America,healthcare,smb,2022-04-28,2025-12-05
ACCT-00953,Synthetic Account 00953,Europe,healthcare,mid_market,2022-03-15,2025-12-08
ACCT-00954,Synthetic Account 00954,APAC,software,enterprise,2022-10-27,2025-11-16
ACCT-00955,Synthetic Account 00955,APAC,software,smb,2024-06-20,2025-12-23
ACCT-00956,Synthetic Account 00956,Latin America,healthcare,smb,2024-02-25,2025-12-28
ACCT-00957,Synthetic Account 00957,Europe,retail,smb,2022-10-10,2025-12-12
ACCT-00958,Synthetic Account 00958,Latin America,finance,smb,2022-04-03,2025-12-31
ACCT-00959,Synthetic Account 00959,APAC,finance,smb,2025-02-19,2025-12-09
ACCT-00960,Synthetic Account 00960,North America,healthcare,smb,2022-01-10,2025-12-23
ACCT-00961,Synthetic Account 00961,APAC,manufacturing,smb,2025-01-14,2025-11-22
ACCT-00962,Synthetic Account 00962,Latin America,manufacturing,enterprise,2023-07-21,2025-12-29
ACCT-00963,Synthetic Account 00963,Europe,software,mid_market,2022-08-22,2025-12-19
ACCT-00964,Synthetic Account 00964,APAC,healthcare,enterprise,2023-02-20,2025-12-16
ACCT-00965,Synthetic Account 00965,Latin America,healthcare,enterprise,2023-01-08,2025-11-26
ACCT-00966,Synthetic Account 00966,Latin America,manufacturing,smb,2022-07-08,2025-12-07
ACCT-00967,Synthetic Account 00967,Europe,finance,enterprise,2023-06-03,2025-11-15
ACCT-00968,Synthetic Account 00968,Latin America,finance,smb,2024-02-27,2025-11-15
ACCT-00969,Synthetic Account 00969,APAC,finance,mid_market,2023-07-22,2025-12-08
ACCT-00970,Synthetic Account 00970,APAC,retail,smb,2024-02-09,2025-12-30
ACCT-00971,Synthetic Account 00971,APAC,retail,enterprise,2025-03-10,2025-11-04
ACCT-00972,Synthetic Account 00972,Europe,healthcare,smb,2022-05-27,2025-12-10
ACCT-00973,Synthetic Account 00973,Europe,software,mid_market,2024-06-05,2025-11-29
ACCT-00974,Synthetic Account 00974,North America,healthcare,smb,2022-10-03,2025-11-06
ACCT-00975,Synthetic Account 00975,Latin America,manufacturing,smb,2022-01-23,2025-11-22
ACCT-00976,Synthetic Account 00976,Europe,retail,smb,2023-03-14,2025-11-27
ACCT-00977,Synthetic Account 00977,APAC,retail,smb,2023-04-18,2025-12-11
ACCT-00978,Synthetic Account 00978,APAC,finance,smb,2025-04-03,2025-11-12
ACCT-00979,Synthetic Account 00979,APAC,manufacturing,smb,2023-02-18,2025-12-20
ACCT-00980,Synthetic Account 00980,Latin America,software,mid_market,2024-07-11,2025-12-02
ACCT-00981,Synthetic Account 00981,Latin America,finance,smb,2025-01-27,2025-12-11
ACCT-00982,Synthetic Account 00982,North America,retail,mid_market,2023-02-09,2025-12-26
ACCT-00983,Synthetic Account 00983,Latin America,manufacturing,mid_market,2022-08-03,2025-12-15
ACCT-00984,Synthetic Account 00984,North America,manufacturing,mid_market,2025-03-04,2025-12-20
ACCT-00985,Synthetic Account 00985,APAC,software,mid_market,2023-07-04,2025-12-26
ACCT-00986,Synthetic Account 00986,APAC,software,mid_market,2023-06-30,2025-11-16
ACCT-00987,Synthetic Account 00987,North America,software,smb,2024-05-24,2025-11-19
ACCT-00988,Synthetic Account 00988,Europe,manufacturing,smb,2023-04-02,2025-11-10
ACCT-00989,Synthetic Account 00989,Latin America,manufacturing,smb,2023-10-12,2025-12-30
ACCT-00990,Synthetic Account 00990,North America,retail,enterprise,2025-02-07,2025-12-03
ACCT-00991,Synthetic Account 00991,North America,software,smb,2022-02-28,2025-11-22
ACCT-00992,Synthetic Account 00992,North America,healthcare,enterprise,2024-06-02,2025-12-02
ACCT-00993,Synthetic Account 00993,North America,manufacturing,mid_market,2023-04-22,2025-12-30
ACCT-00994,Synthetic Account 00994,APAC,manufacturing,mid_market,2023-10-20,2025-12-04
ACCT-00995,Synthetic Account 00995,Latin America,finance,smb,2024-12-28,2025-12-24
ACCT-00996,Synthetic Account 00996,APAC,healthcare,smb,2023-12-22,2025-12-30
ACCT-00997,Synthetic Account 00997,Europe,manufacturing,mid_market,2023-05-18,2025-11-18
ACCT-00998,Synthetic Account 00998,Latin America,manufacturing,mid_market,2025-03-13,2025-12-26
ACCT-00999,Synthetic Account 00999,Europe,finance,mid_market,2023-12-28,2025-12-14
ACCT-01000,Synthetic Account 01000,Europe,retail,mid_market,2022-07-03,2025-11-02
ACCT-01001,Synthetic Account 01001,APAC,retail,smb,2022-04-17,2025-11-05
ACCT-01002,Synthetic Account 01002,North America,retail,mid_market,2023-02-21,2025-12-29
ACCT-01003,Synthetic Account 01003,Europe,manufacturing,smb,2024-05-11,2025-12-07
ACCT-01004,Synthetic Account 01004,Latin America,healthcare,smb,2023-05-21,2025-12-11
ACCT-01005,Synthetic Account 01005,APAC,manufacturing,mid_market,2022-07-22,2025-11-24
ACCT-01006,Synthetic Account 01006,Latin America,healthcare,smb,2025-03-27,2025-11-20
ACCT-01007,Synthetic Account 01007,Latin America,finance,smb,2022-08-26,2025-12-27
ACCT-01008,Synthetic Account 01008,Europe,healthcare,enterprise,2022-04-12,2025-12-06
ACCT-01009,Synthetic Account 01009,Latin America,healthcare,smb,2023-04-03,2025-12-15
ACCT-01010,Synthetic Account 01010,Latin America,healthcare,mid_market,2022-05-14,2025-11-03
ACCT-01011,Synthetic Account 01011,APAC,retail,smb,2023-12-12,2025-12-14
ACCT-01012,Synthetic Account 01012,Latin America,retail,smb,2023-06-07,2025-12-30
ACCT-01013,Synthetic Account 01013,APAC,software,smb,2025-01-16,2025-11-24
ACCT-01014,Synthetic Account 01014,Latin America,retail,smb,2022-07-23,2025-11-09
ACCT-01015,Synthetic Account 01015,North America,manufacturing,smb,2022-11-19,2025-11-12
ACCT-01016,Synthetic Account 01016,Europe,manufacturing,mid_market,2024-04-01,2025-12-23
ACCT-01017,Synthetic Account 01017,Europe,software,smb,2024-04-17,2025-11-17
ACCT-01018,Synthetic Account 01018,North America,finance,smb,2023-03-09,2025-12-19
ACCT-01019,Synthetic Account 01019,APAC,manufacturing,smb,2025-01-11,2025-12-23
ACCT-01020,Synthetic Account 01020,North America,healthcare,smb,2024-10-12,2025-11-30
ACCT-01021,Synthetic Account 01021,North America,healthcare,enterprise,2024-01-05,2025-11-13
ACCT-01022,Synthetic Account 01022,Latin America,finance,mid_market,2024-06-17,2025-11-09
ACCT-01023,Synthetic Account 01023,North America,retail,smb,2023-10-05,2025-11-24
ACCT-01024,Synthetic Account 01024,Latin America,manufacturing,smb,2023-07-19,2025-12-07
ACCT-01025,Synthetic Account 01025,North America,software,smb,2023-10-17,2025-11-26
ACCT-01026,Synthetic Account 01026,Europe,manufacturing,mid_market,2024-10-10,2025-12-14
ACCT-01027,Synthetic Account 01027,North America,manufacturing,mid_market,2022-01-20,2025-12-23
ACCT-01028,Synthetic Account 01028,North America,retail,smb,2022-05-01,2025-12-07
ACCT-01029,Synthetic Account 01029,Latin America,finance,mid_market,2023-07-24,2025-12-21
ACCT-01030,Synthetic Account 01030,North America,manufacturing,smb,2023-11-29,2025-12-26
ACCT-01031,Synthetic Account 01031,Latin America,finance,smb,2022-08-04,2025-11-17
ACCT-01032,Synthetic Account 01032,APAC,retail,mid_market,2023-12-28,2025-11-11
ACCT-01033,Synthetic Account 01033,Europe,software,mid_market,2022-01-30,2025-11-17
ACCT-01034,Synthetic Account 01034,Latin America,finance,smb,2022-10-23,2025-11-07
ACCT-01035,Synthetic Account 01035,Europe,retail,smb,2023-07-06,2025-12-02
ACCT-01036,Synthetic Account 01036,Europe,manufacturing,mid_market,2022-03-01,2025-11-21
ACCT-01037,Synthetic Account 01037,Europe,manufacturing,mid_market,2024-01-31,2025-12-19
ACCT-01038,Synthetic Account 01038,APAC,retail,mid_market,2023-10-05,2025-12-05
ACCT-01039,Synthetic Account 01039,Latin America,retail,mid_market,2023-11-10,2025-12-25
ACCT-01040,Synthetic Account 01040,APAC,retail,smb,2023-09-09,2025-11-25
ACCT-01041,Synthetic Account 01041,Europe,finance,mid_market,2024-04-09,2025-12-05
ACCT-01042,Synthetic Account 01042,Latin America,healthcare,mid_market,2024-02-24,2025-11-28
ACCT-01043,Synthetic Account 01043,APAC,software,mid_market,2024-03-03,2025-11-10
ACCT-01044,Synthetic Account 01044,Latin America,manufacturing,mid_market,2022-09-13,2025-12-28
ACCT-01045,Synthetic Account 01045,Europe,healthcare,smb,2024-04-04,2025-12-05
ACCT-01046,Synthetic Account 01046,North America,software,smb,2022-08-04,2025-12-08
ACCT-01047,Synthetic Account 01047,Latin America,retail,enterprise,2022-01-26,2025-11-17
ACCT-01048,Synthetic Account 01048,APAC,healthcare,mid_market,2025-03-19,2025-11-22
ACCT-01049,Synthetic Account 01049,Europe,finance,smb,2022-08-03,2025-11-18
ACCT-01050,Synthetic Account 01050,Latin America,finance,smb,2022-05-17,2025-11-11
ACCT-01051,Synthetic Account 01051,North America,software,enterprise,2022-12-30,2025-12-14
ACCT-01052,Synthetic Account 01052,Latin America,finance,enterprise,2025-04-14,2025-12-10
ACCT-01053,Synthetic Account 01053,APAC,healthcare,smb,2024-11-03,2025-12-11
ACCT-01054,Synthetic Account 01054,APAC,healthcare,enterprise,2024-05-13,2025-11-12
ACCT-01055,Synthetic Account 01055,North America,finance,smb,2022-08-14,2025-12-04
ACCT-01056,Synthetic Account 01056,North America,finance,smb,2024-01-26,2025-11-16
ACCT-01057,Synthetic Account 01057,APAC,retail,enterprise,2024-09-26,2025-12-17
ACCT-01058,Synthetic Account 01058,APAC,healthcare,enterprise,2023-02-12,2025-11-06
ACCT-01059,Synthetic Account 01059,North America,healthcare,smb,2022-11-08,2025-12-02
ACCT-01060,Synthetic Account 01060,APAC,healthcare,mid_market,2024-11-07,2025-11-02
ACCT-01061,Synthetic Account 01061,APAC,healthcare,smb,2022-06-07,2025-12-05
ACCT-01062,Synthetic Account 01062,Europe,manufacturing,mid_market,2024-12-28,2025-12-29
ACCT-01063,Synthetic Account 01063,APAC,manufacturing,smb,2023-07-29,2025-12-16
ACCT-01064,Synthetic Account 01064,Latin America,manufacturing,smb,2024-05-16,2025-12-05
ACCT-01065,Synthetic Account 01065,Europe,retail,smb,2023-03-23,2025-12-24
ACCT-01066,Synthetic Account 01066,North America,software,enterprise,2024-05-01,2025-11-15
ACCT-01067,Synthetic Account 01067,Latin America,software,smb,2025-01-14,2025-12-11
ACCT-01068,Synthetic Account 01068,Latin America,healthcare,smb,2023-08-15,2025-11-12
ACCT-01069,Synthetic Account 01069,Europe,manufacturing,mid_market,2022-09-12,2025-11-04
ACCT-01070,Synthetic Account 01070,Europe,healthcare,smb,2022-04-04,2025-12-27
ACCT-01071,Synthetic Account 01071,Latin America,healthcare,smb,2025-01-15,2025-12-15
ACCT-01072,Synthetic Account 01072,North America,software,enterprise,2025-04-13,2025-11-25
ACCT-01073,Synthetic Account 01073,Europe,finance,smb,2024-02-21,2025-11-10
ACCT-01074,Synthetic Account 01074,APAC,healthcare,mid_market,2022-01-19,2025-11-08
ACCT-01075,Synthetic Account 01075,APAC,software,mid_market,2024-11-27,2025-12-20
ACCT-01076,Synthetic Account 01076,APAC,healthcare,enterprise,2023-08-18,2025-12-18
ACCT-01077,Synthetic Account 01077,Europe,retail,mid_market,2022-10-08,2025-12-20
ACCT-01078,Synthetic Account 01078,Latin America,software,mid_market,2023-03-17,2025-12-11
ACCT-01079,Synthetic Account 01079,APAC,healthcare,mid_market,2025-02-04,2025-11-25
ACCT-01080,Synthetic Account 01080,APAC,finance,smb,2024-07-20,2025-12-08
ACCT-01081,Synthetic Account 01081,Latin America,finance,smb,2023-12-18,2025-11-18
ACCT-01082,Synthetic Account 01082,North America,finance,enterprise,2024-06-01,2025-12-08
ACCT-01083,Synthetic Account 01083,APAC,healthcare,smb,2024-10-14,2025-11-26
ACCT-01084,Synthetic Account 01084,Latin America,finance,smb,2024-01-24,2025-11-28
ACCT-01085,Synthetic Account 01085,APAC,manufacturing,mid_market,2023-01-12,2025-12-16
ACCT-01086,Synthetic Account 01086,APAC,manufacturing,smb,2022-03-31,2025-12-28
ACCT-01087,Synthetic Account 01087,Europe,finance,mid_market,2022-05-28,2025-12-18
ACCT-01088,Synthetic Account 01088,Europe,software,enterprise,2022-10-12,2025-11-15
ACCT-01089,Synthetic Account 01089,APAC,retail,enterprise,2024-07-11,2025-11-17
ACCT-01090,Synthetic Account 01090,Latin America,healthcare,mid_market,2022-04-23,2025-12-24
ACCT-01091,Synthetic Account 01091,Europe,retail,mid_market,2022-06-02,2025-12-08
ACCT-01092,Synthetic Account 01092,North America,healthcare,enterprise,2025-03-20,2025-11-13
ACCT-01093,Synthetic Account 01093,Europe,healthcare,smb,2023-04-26,2025-11-13
ACCT-01094,Synthetic Account 01094,North America,finance,smb,2022-06-03,2025-12-30
ACCT-01095,Synthetic Account 01095,Latin America,software,smb,2024-11-12,2025-11-14
ACCT-01096,Synthetic Account 01096,APAC,finance,smb,2025-03-06,2025-11-14
ACCT-01097,Synthetic Account 01097,North America,healthcare,smb,2023-08-28,2025-12-25
ACCT-01098,Synthetic Account 01098,APAC,software,smb,2022-05-16,2025-12-10
ACCT-01099,Synthetic Account 01099,APAC,manufacturing,mid_market,2024-01-24,2025-12-28
ACCT-01100,Synthetic Account 01100,APAC,software,mid_market,2024-10-31,2025-11-22
ACCT-01101,Synthetic Account 01101,APAC,finance,mid_market,2025-03-04,2025-11-10
ACCT-01102,Synthetic Account 01102,Latin America,finance,enterprise,2023-11-21,2025-12-21
ACCT-01103,Synthetic Account 01103,Latin America,healthcare,smb,2025-02-07,2025-12-10
ACCT-01104,Synthetic Account 01104,Europe,retail,mid_market,2024-09-25,2025-11-29
ACCT-01105,Synthetic Account 01105,North America,retail,enterprise,2022-07-13,2025-12-27
ACCT-01106,Synthetic Account 01106,Latin America,manufacturing,mid_market,2024-01-31,2025-12-14
ACCT-01107,Synthetic Account 01107,APAC,retail,smb,2024-03-09,2025-12-18
ACCT-01108,Synthetic Account 01108,North America,healthcare,mid_market,2024-07-11,2025-12-31
ACCT-01109,Synthetic Account 01109,APAC,retail,mid_market,2023-09-30,2025-11-21
ACCT-01110,Synthetic Account 01110,North America,software,enterprise,2024-05-26,2025-11-18
ACCT-01111,Synthetic Account 01111,North America,finance,enterprise,2023-12-03,2025-12-27
ACCT-01112,Synthetic Account 01112,North America,retail,smb,2022-11-09,2025-12-24
ACCT-01113,Synthetic Account 01113,Europe,retail,enterprise,2023-08-04,2025-12-27
ACCT-01114,Synthetic Account 01114,North America,manufacturing,mid_market,2025-01-27,2025-11-05
ACCT-01115,Synthetic Account 01115,Latin America,healthcare,smb,2024-10-08,2025-11-27
ACCT-01116,Synthetic Account 01116,Europe,retail,mid_market,2024-02-12,2025-11-29
ACCT-01117,Synthetic Account 01117,APAC,finance,smb,2023-01-22,2025-12-26
ACCT-01118,Synthetic Account 01118,Latin America,healthcare,smb,2022-08-31,2025-12-31
ACCT-01119,Synthetic Account 01119,Latin America,software,mid_market,2022-12-09,2025-11-06
ACCT-01120,Synthetic Account 01120,Latin America,software,mid_market,2023-01-03,2025-11-05
ACCT-01121,Synthetic Account 01121,North America,finance,mid_market,2025-02-27,2025-11-29
ACCT-01122,Synthetic Account 01122,APAC,manufacturing,mid_market,2023-10-02,2025-12-24
ACCT-01123,Synthetic Account 01123,Latin America,manufacturing,mid_market,2023-04-15,2025-12-30
ACCT-01124,Synthetic Account 01124,North America,finance,smb,2024-11-24,2025-11-11
ACCT-01125,Synthetic Account 01125,Latin America,healthcare,enterprise,2023-03-19,2025-11-30
ACCT-01126,Synthetic Account 01126,Latin America,finance,enterprise,2024-08-14,2025-12-12
ACCT-01127,Synthetic Account 01127,Latin America,manufacturing,smb,2024-02-09,2025-12-31
ACCT-01128,Synthetic Account 01128,Europe,finance,mid_market,2022-12-29,2025-11-27
ACCT-01129,Synthetic Account 01129,North America,manufacturing,smb,2025-02-26,2025-11-09
ACCT-01130,Synthetic Account 01130,APAC,retail,enterprise,2024-04-06,2025-11-11
ACCT-01131,Synthetic Account 01131,APAC,manufacturing,smb,2025-04-02,2025-11-18
ACCT-01132,Synthetic Account 01132,APAC,healthcare,smb,2022-01-02,2025-12-28
ACCT-01133,Synthetic Account 01133,Europe,healthcare,smb,2022-12-03,2025-11-16
ACCT-01134,Synthetic Account 01134,North America,software,smb,2023-02-04,2025-11-21
ACCT-01135,Synthetic Account 01135,Latin America,manufacturing,mid_market,2024-03-20,2025-11-11
ACCT-01136,Synthetic Account 01136,APAC,software,enterprise,2024-10-04,2025-12-23
ACCT-01137,Synthetic Account 01137,Latin America,manufacturing,mid_market,2022-05-26,2025-11-10
ACCT-01138,Synthetic Account 01138,Latin America,software,mid_market,2022-07-01,2025-11-19
ACCT-01139,Synthetic Account 01139,Europe,manufacturing,smb,2024-03-20,2025-11-16
ACCT-01140,Synthetic Account 01140,Europe,healthcare,mid_market,2023-03-01,2025-12-22
ACCT-01141,Synthetic Account 01141,Latin America,retail,mid_market,2024-04-18,2025-11-10
ACCT-01142,Synthetic Account 01142,APAC,manufacturing,smb,2022-01-02,2025-12-30
ACCT-01143,Synthetic Account 01143,APAC,retail,mid_market,2023-09-21,2025-12-18
ACCT-01144,Synthetic Account 01144,Latin America,software,smb,2022-01-28,2025-12-22
ACCT-01145,Synthetic Account 01145,North America,software,mid_market,2025-02-15,2025-12-18
ACCT-01146,Synthetic Account 01146,Europe,manufacturing,smb,2022-06-25,2025-11-24
ACCT-01147,Synthetic Account 01147,North America,retail,mid_market,2022-08-02,2025-11-06
ACCT-01148,Synthetic Account 01148,Europe,manufacturing,smb,2022-05-03,2025-11-02
ACCT-01149,Synthetic Account 01149,Europe,software,smb,2022-09-22,2025-12-25
ACCT-01150,Synthetic Account 01150,Europe,software,smb,2023-08-11,2025-11-03
ACCT-01151,Synthetic Account 01151,North America,manufacturing,smb,2024-01-12,2025-12-25
ACCT-01152,Synthetic Account 01152,Latin America,software,smb,2024-12-16,2025-11-17
ACCT-01153,Synthetic Account 01153,Europe,healthcare,enterprise,2024-11-19,2025-12-20
ACCT-01154,Synthetic Account 01154,Europe,retail,mid_market,2022-04-12,2025-11-12
ACCT-01155,Synthetic Account 01155,Latin America,finance,smb,2023-05-29,2025-12-11
ACCT-01156,Synthetic Account 01156,Europe,software,smb,2024-11-09,2025-11-09
ACCT-01157,Synthetic Account 01157,Latin America,retail,smb,2022-07-18,2025-11-29
ACCT-01158,Synthetic Account 01158,North America,healthcare,smb,2024-03-12,2025-11-30
ACCT-01159,Synthetic Account 01159,Latin America,finance,mid_market,2023-05-28,2025-12-05
ACCT-01160,Synthetic Account 01160,Latin America,finance,mid_market,2022-07-22,2025-12-18
ACCT-01161,Synthetic Account 01161,Latin America,manufacturing,mid_market,2022-03-16,2025-12-01
ACCT-01162,Synthetic Account 01162,Latin America,finance,smb,2022-12-14,2025-11-22
ACCT-01163,Synthetic Account 01163,APAC,manufacturing,mid_market,2022-01-02,2025-12-23
ACCT-01164,Synthetic Account 01164,APAC,healthcare,enterprise,2022-08-22,2025-12-23
ACCT-01165,Synthetic Account 01165,Latin America,finance,smb,2023-10-21,2025-12-06
ACCT-01166,Synthetic Account 01166,Latin America,retail,enterprise,2024-08-05,2025-11-12
ACCT-01167,Synthetic Account 01167,APAC,retail,mid_market,2023-08-30,2025-12-10
ACCT-01168,Synthetic Account 01168,APAC,manufacturing,mid_market,2024-05-20,2025-12-07
ACCT-01169,Synthetic Account 01169,North America,retail,mid_market,2022-03-30,2025-11-04
ACCT-01170,Synthetic Account 01170,Latin America,healthcare,enterprise,2023-01-01,2025-12-16
ACCT-01171,Synthetic Account 01171,Latin America,software,smb,2024-03-01,2025-12-10
ACCT-01172,Synthetic Account 01172,North America,retail,smb,2022-03-07,2025-11-11
ACCT-01173,Synthetic Account 01173,Europe,manufacturing,smb,2023-12-02,2025-11-30
ACCT-01174,Synthetic Account 01174,North America,finance,smb,2022-07-22,2025-12-25
ACCT-01175,Synthetic Account 01175,Europe,manufacturing,mid_market,2023-05-19,2025-12-19
ACCT-01176,Synthetic Account 01176,Latin America,retail,enterprise,2024-01-26,2025-11-03
ACCT-01177,Synthetic Account 01177,Europe,healthcare,enterprise,2025-03-29,2025-11-13
ACCT-01178,Synthetic Account 01178,Europe,manufacturing,smb,2022-04-19,2025-11-04
ACCT-01179,Synthetic Account 01179,Latin America,manufacturing,enterprise,2023-10-23,2025-12-03
ACCT-01180,Synthetic Account 01180,Europe,finance,smb,2023-10-06,2025-11-25
ACCT-01181,Synthetic Account 01181,Latin America,healthcare,smb,2022-03-18,2025-12-23
ACCT-01182,Synthetic Account 01182,Latin America,manufacturing,smb,2024-01-06,2025-11-19
ACCT-01183,Synthetic Account 01183,Europe,manufacturing,mid_market,2022-04-01,2025-11-27
ACCT-01184,Synthetic Account 01184,APAC,manufacturing,smb,2024-04-05,2025-12-29
ACCT-01185,Synthetic Account 01185,Europe,software,mid_market,2022-09-07,2025-11-11
ACCT-01186,Synthetic Account 01186,Europe,finance,smb,2022-05-31,2025-12-05
ACCT-01187,Synthetic Account 01187,Latin America,healthcare,smb,2022-03-27,2025-11-02
ACCT-01188,Synthetic Account 01188,Europe,healthcare,mid_market,2023-07-06,2025-11-08
ACCT-01189,Synthetic Account 01189,North America,software,smb,2022-10-11,2025-12-06
ACCT-01190,Synthetic Account 01190,Europe,finance,smb,2023-07-11,2025-12-31
ACCT-01191,Synthetic Account 01191,APAC,software,smb,2024-12-10,2025-12-23
ACCT-01192,Synthetic Account 01192,North America,software,mid_market,2024-09-29,2025-12-14
ACCT-01193,Synthetic Account 01193,APAC,software,enterprise,2024-06-19,2025-12-14
ACCT-01194,Synthetic Account 01194,North America,manufacturing,enterprise,2023-07-17,2025-12-10
ACCT-01195,Synthetic Account 01195,North America,retail,smb,2022-05-15,2025-11-04
ACCT-01196,Synthetic Account 01196,APAC,finance,enterprise,2023-05-04,2025-11-21
ACCT-01197,Synthetic Account 01197,North America,retail,smb,2022-01-27,2025-12-20
ACCT-01198,Synthetic Account 01198,Latin America,manufacturing,smb,2022-05-29,2025-11-19
ACCT-01199,Synthetic Account 01199,North America,manufacturing,enterprise,2022-12-29,2025-12-28
ACCT-01200,Synthetic Account 01200,Europe,healthcare,smb,2024-04-13,2025-12-28
ACCT-01201,Synthetic Account 01201,North America,manufacturing,mid_market,2024-08-04,2025-11-23
ACCT-01202,Synthetic Account 01202,Europe,software,mid_market,2024-01-14,2025-12-18
ACCT-01203,Synthetic Account 01203,Latin America,manufacturing,mid_market,2022-11-06,2025-12-05
ACCT-01204,Synthetic Account 01204,APAC,finance,smb,2024-05-10,2025-11-12
ACCT-01205,Synthetic Account 01205,APAC,finance,smb,2025-04-10,2025-12-08
ACCT-01206,Synthetic Account 01206,North America,software,enterprise,2024-02-27,2025-12-20
ACCT-01207,Synthetic Account 01207,Europe,manufacturing,mid_market,2024-07-02,2025-11-02
ACCT-01208,Synthetic Account 01208,Europe,software,mid_market,2024-11-16,2025-12-14
ACCT-01209,Synthetic Account 01209,APAC,manufacturing,smb,2024-05-08,2025-11-22
ACCT-01210,Synthetic Account 01210,North America,healthcare,enterprise,2024-11-18,2025-12-22
ACCT-01211,Synthetic Account 01211,Latin America,healthcare,smb,2022-12-22,2025-12-22
ACCT-01212,Synthetic Account 01212,APAC,software,smb,2023-01-05,2025-11-16
ACCT-01213,Synthetic Account 01213,Europe,healthcare,mid_market,2022-07-29,2025-11-08
ACCT-01214,Synthetic Account 01214,North America,manufacturing,smb,2022-08-07,2025-12-30
ACCT-01215,Synthetic Account 01215,APAC,retail,smb,2023-10-26,2025-11-03
ACCT-01216,Synthetic Account 01216,Europe,finance,smb,2025-01-16,2025-12-13
ACCT-01217,Synthetic Account 01217,APAC,software,smb,2022-09-23,2025-11-02
ACCT-01218,Synthetic Account 01218,APAC,finance,mid_market,2024-05-05,2025-11-30
ACCT-01219,Synthetic Account 01219,APAC,healthcare,smb,2022-04-04,2025-11-16
ACCT-01220,Synthetic Account 01220,Latin America,retail,mid_market,2025-03-11,2025-12-31
ACCT-01221,Synthetic Account 01221,APAC,healthcare,smb,2023-09-24,2025-12-22
ACCT-01222,Synthetic Account 01222,APAC,software,enterprise,2023-08-20,2025-11-04
ACCT-01223,Synthetic Account 01223,Europe,healthcare,mid_market,2023-03-08,2025-12-22
ACCT-01224,Synthetic Account 01224,Latin America,finance,mid_market,2025-02-28,2025-11-09
ACCT-01225,Synthetic Account 01225,Europe,retail,mid_market,2023-05-19,2025-12-24
ACCT-01226,Synthetic Account 01226,APAC,retail,mid_market,2022-05-28,2025-11-23
