refund_id,payment_id,customer_id,refund_date,refund_amount,reason
REF-000813,PAY-0028350,CUST-04228,2025-05-28,42.82,customer_request
REF-000814,PAY-0026356,CUST-04651,2025-09-24,64.35,service_credit
REF-000815,PAY-0042373,CUST-00489,2025-01-27,52.87,customer_request
REF-000816,PAY-0015201,CUST-00593,2025-04-15,115.29,customer_request
REF-000817,PAY-0021929,CUST-00238,2025-08-23,197.63,customer_request
REF-000818,PAY-0042098,CUST-04580,2025-03-23,42.77,fraud_adjustment
REF-000819,PAY-0019858,CUST-01849,2025-01-23,183.19,fraud_adjustment
REF-000820,PAY-0007710,CUST-04989,2025-05-08,16.67,customer_request
REF-000821,PAY-0029741,CUST-04273,2025-06-06,70.55,customer_request
REF-000822,PAY-0042904,CUST-02289,2025-12-26,16.85,customer_request
REF-000823,PAY-0036807,CUST-04860,2025-09-26,125.97,customer_request
REF-000824,PAY-0021197,CUST-02004,2025-12-18,142.37,customer_request
REF-000825,PAY-0019761,CUST-02688,2025-08-25,14.69,customer_request
REF-000826,PAY-0004894,CUST-02881,2025-04-05,229.79,customer_request
REF-000827,PAY-0001250,CUST-04987,2025-04-25,133.81,customer_request
REF-000828,PAY-0007720,CUST-01503,2025-11-29,25.49,customer_request
REF-000829,PAY-0014348,CUST-04720,2025-04-05,30.6,customer_request
REF-000830,PAY-0030096,CUST-02747,2025-11-30,232.69,customer_request
REF-000831,PAY-0040803,CUST-03291,2025-01-09,46.91,customer_request
REF-000832,PAY-0044858,CUST-03999,2025-05-19,153.24,customer_request
REF-000833,PAY-0014091,CUST-03284,2025-07-17,123.87,fraud_adjustment
REF-000834,PAY-0008981,CUST-02537,2025-06-01,15.18,customer_request
REF-000835,PAY-0029997,CUST-02078,2025-08-27,170.52,customer_request
REF-000836,PAY-0006755,CUST-02289,2025-06-23,170.21,service_credit
REF-000837,PAY-0046655,CUST-01609,2025-04-04,74.12,customer_request
REF-000838,PAY-0040263,CUST-01802,2025-03-04,12.34,customer_request
REF-000839,PAY-0005914,CUST-03095,2025-04-20,211.2,fraud_adjustment
REF-000840,PAY-0011233,CUST-03400,2025-05-30,21.83,fraud_adjustment
REF-000841,PAY-0012383,CUST-00086,2025-02-24,12.27,customer_request
REF-000842,PAY-0030677,CUST-00641,2025-05-15,39.71,customer_request
REF-000843,PAY-0007402,CUST-00534,2025-03-25,121.93,customer_request
REF-000844,PAY-0024104,CUST-01152,2025-06-01,46.92,customer_request
REF-000845,PAY-0010782,CUST-01903,2025-12-23,52.77,service_credit
REF-000846,PAY-0009717,CUST-01837,2025-12-22,120.48,customer_request
REF-000847,PAY-0029409,CUST-03087,2025-10-16,36.85,customer_request
REF-000848,PAY-0042144,CUST-04110,2025-01-14,6.25,service_credit
REF-000849,PAY-0019961,CUST-03372,2025-12-28,14.67,customer_request
REF-000850,PAY-0006938,CUST-03051,2025-06-14,38.19,customer_request
REF-000851,PAY-0014185,CUST-01189,2025-12-05,43.6,customer_request
REF-000852,PAY-0039854,CUST-03401,2025-03-07,78.73,customer_request
REF-000853,PAY-0000646,CUST-03181,2025-07-18,25.09,customer_request
REF-000854,PAY-0027231,CUST-00621,2025-08-18,61.8,customer_request
REF-000855,PAY-0009866,CUST-00425,2025-09-11,92.04,customer_request
REF-000856,PAY-0015515,CUST-01141,2025-08-06,30.05,customer_request
REF-000857,PAY-0001557,CUST-03013,2025-01-31,88.07,customer_request
REF-000858,PAY-0011361,CUST-02735,2025-04-03,43.79,service_credit
REF-000859,PAY-0003824,CUST-00671,2025-06-22,186.69,customer_request
REF-000860,PAY-0031128,CUST-01039,2025-05-03,37.73,customer_request
REF-000861,PAY-0033487,CUST-01133,2025-12-21,84.34,customer_request
REF-000862,PAY-0009847,CUST-01527,2025-11-07,33.34,customer_request
REF-000863,PAY-0033518,CUST-02751,2025-09-09,24.89,customer_request
REF-000864,PAY-0000152,CUST-03365,2025-05-18,224.54,customer_request
REF-000865,PAY-0046861,CUST-00208,2025-09-30,96.24,fraud_adjustment
REF-000866,PAY-0003296,CUST-01987,2025-11-01,272.92,customer_request
REF-000867,PAY-0013278,CUST-03099,2025-01-04,155.04,customer_request
REF-000868,PAY-0011551,CUST-01369,2025-05-05,106.66,customer_request
REF-000869,PAY-0025700,CUST-01397,2025-09-25,31.25,fraud_adjustment
REF-000870,PAY-0025858,CUST-02809,2025-04-21,32.85,fraud_adjustment
REF-000871,PAY-0038160,CUST-03062,2025-11-16,26.51,customer_request
REF-000872,PAY-0009609,CUST-04525,2025-07-13,97.17,customer_request
REF-000873,PAY-0034674,CUST-00160,2025-07-03,101.9,customer_request
REF-000874,PAY-0026092,CUST-04638,2025-01-02,81.82,customer_request
REF-000875,PAY-0006168,CUST-03687,2025-06-18,35.95,customer_request
REF-000876,PAY-0038358,CUST-01926,2025-05-03,94.95,customer_request
REF-000877,PAY-0014117,CUST-02687,2025-08-06,305.34,customer_request
REF-000878,PAY-0047981,CUST-02471,2025-10-07,224.82,customer_request
REF-000879,PAY-0027068,CUST-00867,2025-08-05,7.47,service_credit
REF-000880,PAY-0047531,CUST-00807,2025-01-05,99.05,service_credit
REF-000881,PAY-0006258,CUST-01783,2025-08-02,163.05,customer_request
REF-000882,PAY-0041863,CUST-01248,2025-06-05,71.65,customer_request
REF-000883,PAY-0026443,CUST-03574,2025-12-05,15.61,fraud_adjustment
REF-000884,PAY-0016389,CUST-04857,2025-06-23,138.84,customer_request
REF-000885,PAY-0028125,CUST-02341,2025-09-26,95.38,service_credit
REF-000886,PAY-0012094,CUST-00136,2025-12-20,51.04,customer_request
REF-000887,PAY-0038589,CUST-00933,2025-01-25,322.39,service_credit
REF-000888,PAY-0004006,CUST-02598,2025-09-17,131.77,fraud_adjustment
REF-000889,PAY-0040812,CUST-03719,2025-05-20,68.21,customer_request
REF-000890,PAY-0032071,CUST-03828,2025-07-06,260.54,service_credit
REF-000891,PAY-0041158,CUST-01984,2025-01-10,300.2,service_credit
REF-000892,PAY-0012304,CUST-01767,2025-12-16,28.61,customer_request
REF-000893,PAY-0005501,CUST-00744,2025-08-25,91.34,customer_request
REF-000894,PAY-0022378,CUST-03026,2025-10-20,109.18,customer_request
REF-000895,PAY-0040694,CUST-02540,2025-04-02,12.62,customer_request
REF-000896,PAY-0039415,CUST-02797,2025-04-10,83.53,service_credit
REF-000897,PAY-0027661,CUST-02063,2025-02-24,28.7,customer_request
REF-000898,PAY-0032843,CUST-00811,2025-03-21,87.42,fraud_adjustment
REF-000899,PAY-0006035,CUST-00008,2025-11-23,147.47,customer_request
REF-000900,PAY-0015459,CUST-03383,2025-04-20,15.23,customer_request
REF-000901,PAY-0019910,CUST-04998,2025-01-24,63.58,customer_request
REF-000902,PAY-0021573,CUST-02663,2025-03-20,89.92,service_credit
REF-000903,PAY-0020925,CUST-04081,2025-03-13,16.08,customer_request
REF-000904,PAY-0021135,CUST-01254,2025-12-13,228.84,service_credit
REF-000905,PAY-0029047,CUST-03311,2025-12-02,16.39,service_credit
REF-000906,PAY-0020003,CUST-02126,2025-11-03,28.02,customer_request
REF-000907,PAY-0016738,CUST-01057,2025-01-25,29.47,customer_request
REF-000908,PAY-0006229,CUST-00678,2025-07-25,40.51,customer_request
REF-000909,PAY-0001967,CUST-01892,2025-12-17,159.16,customer_request
REF-000910,PAY-0007524,CUST-02752,2025-01-22,108.45,customer_request
REF-000911,PAY-0037034,CUST-04538,2025-12-08,269.56,customer_request
REF-000912,PAY-0019848,CUST-04832,2025-11-24,30.93,customer_request
REF-000913,PAY-0013197,CUST-00156,2025-09-16,39.83,customer_request
REF-000914,PAY-0034188,CUST-03613,2025-06-11,309.1,customer_request
REF-000915,PAY-0027154,CUST-04678,2025-04-27,206.62,customer_request
REF-000916,PAY-0020162,CUST-00832,2025-08-03,193.23,customer_request
REF-000917,PAY-0034942,CUST-03951,2025-03-30,86.65,service_credit
REF-000918,PAY-0007552,CUST-04849,2025-01-15,143.37,fraud_adjustment
REF-000919,PAY-0021093,CUST-03196,2025-04-01,122.09,customer_request
REF-000920,PAY-0017936,CUST-00666,2025-10-12,110.56,customer_request
REF-000921,PAY-0023873,CUST-02724,2025-02-04,176.2,customer_request
REF-000922,PAY-0002557,CUST-01377,2025-06-30,297.87,customer_request
REF-000923,PAY-0029969,CUST-01627,2025-04-19,125.98,customer_request
REF-000924,PAY-0029333,CUST-03281,2025-10-16,19.26,customer_request
REF-000925,PAY-0029104,CUST-01434,2025-01-05,61.54,customer_request
REF-000926,PAY-0043253,CUST-02611,2025-02-23,244.99,customer_request
REF-000927,PAY-0042569,CUST-02829,2025-08-07,50.82,customer_request
REF-000928,PAY-0014345,CUST-04778,2025-09-19,28.78,customer_request
REF-000929,PAY-0011947,CUST-04918,2025-04-06,36.53,customer_request
REF-000930,PAY-0018502,CUST-04602,2025-09-23,74.89,customer_request
REF-000931,PAY-0038293,CUST-02444,2025-10-04,72.34,customer_request
REF-000932,PAY-0012861,CUST-03422,2025-12-12,81.14,customer_request
REF-000933,PAY-0042299,CUST-02703,2025-11-08,147.67,service_credit
REF-000934,PAY-0029587,CUST-01458,2025-11-09,118.32,service_credit
REF-000935,PAY-0016092,CUST-00942,2025-05-14,10.7,customer_request
REF-000936,PAY-0025193,CUST-02197,2025-02-16,70.66,customer_request
REF-000937,PAY-0034937,CUST-04083,2025-02-01,192.74,customer_request
REF-000938,PAY-0019889,CUST-01579,2025-03-11,152.17,customer_request
REF-000939,PAY-0021936,CUST-04098,2025-03-26,377.62,customer_request
REF-000940,PAY-0035832,CUST-00637,2025-08-27,120.12,customer_request
REF-000941,PAY-0033071,CUST-01583,2025-05-15,66.83,customer_request
REF-000942,PAY-0012789,CUST-02111,2025-09-26,34.18,customer_request
REF-000943,PAY-0005985,CUST-03953,2025-05-26,65.81,customer_request
REF-000944,PAY-0018037,CUST-01099,2025-11-26,166.33,customer_request
REF-000945,PAY-0038330,CUST-02546,2025-07-11,167.69,customer_request
REF-000946,PAY-0045588,CUST-01870,2025-01-19,114.1,customer_request
REF-000947,PAY-0027450,CUST-00057,2025-11-13,120.5,service_credit
REF-000948,PAY-0005791,CUST-04463,2025-02-24,240.31,service_credit
REF-000949,PAY-0004340,CUST-03448,2025-05-01,69.14,customer_request
REF-000950,PAY-0038956,CUST-00385,2025-12-18,174.47,customer_request
REF-000951,PAY-0026991,CUST-03723,2025-06-01,78.76,customer_request
REF-000952,PAY-0019326,CUST-01117,2025-03-17,51.86,customer_request
REF-000953,PAY-0005769,CUST-03746,2025-01-21,192.96,fraud_adjustment
REF-000954,PAY-0035609,CUST-02169,2025-06-29,87.19,customer_request
REF-000955,PAY-0008696,CUST-04987,2025-10-28,95.79,customer_request
REF-000956,PAY-0045530,CUST-03776,2025-11-06,53.59,service_credit
REF-000957,PAY-0015073,CUST-03804,2025-08-14,26.11,customer_request
REF-000958,PAY-0040575,CUST-02686,2025-12-26,12.26,customer_request
REF-000959,PAY-0043380,CUST-03712,2025-09-23,41.33,customer_request
REF-000960,PAY-0042783,CUST-00239,2025-11-11,98.51,customer_request
REF-000961,PAY-0047961,CUST-00167,2025-09-11,93.22,service_credit
REF-000962,PAY-0014789,CUST-04162,2025-11-08,113.33,service_credit
REF-000963,PAY-0037209,CUST-02572,2025-10-20,50.52,customer_request
REF-000964,PAY-0036690,CUST-03619,2025-02-05,78.91,fraud_adjustment
REF-000965,PAY-0044599,CUST-01802,2025-08-20,100.12,customer_request
REF-000966,PAY-0039810,CUST-02121,2025-11-19,81.99,customer_request
REF-000967,PAY-0028266,CUST-01468,2025-02-14,74.58,customer_request
REF-000968,PAY-0015603,CUST-00548,2025-09-20,15.58,customer_request
REF-000969,PAY-0004596,CUST-03486,2025-08-16,151.8,customer_request
REF-000970,PAY-0044104,CUST-03814,2025-03-27,88.1,customer_request
REF-000971,PAY-0043800,CUST-01151,2025-09-18,38.95,customer_request
REF-000972,PAY-0016086,CUST-04991,2025-11-27,39.51,service_credit
REF-000973,PAY-0032895,CUST-00844,2025-12-13,204.07,customer_request
REF-000974,PAY-0003938,CUST-04241,2025-01-10,24.61,customer_request
REF-000975,PAY-0041990,CUST-01706,2025-05-16,64.72,service_credit
REF-000976,PAY-0036583,CUST-00885,2025-01-21,77.98,customer_request
REF-000977,PAY-0044052,CUST-00496,2025-09-25,173.99,customer_request
REF-000978,PAY-0029816,CUST-04787,2025-12-27,50.75,fraud_adjustment
REF-000979,PAY-0041781,CUST-03431,2025-01-25,211.33,customer_request
REF-000980,PAY-0039113,CUST-00559,2025-07-30,241.74,fraud_adjustment
REF-000981,PAY-0027761,CUST-01249,2025-11-21,97.45,customer_request
REF-000982,PAY-0041060,CUST-01785,2025-08-04,79.75,customer_request
REF-000983,PAY-0036293,CUST-01557,2025-01-13,71.01,service_credit
REF-000984,PAY-0037985,CUST-04614,2025-12-31,132.4,customer_request
REF-000985,PAY-0046232,CUST-00187,2025-06-18,106.92,customer_request
REF-000986,PAY-0002920,CUST-02449,2025-10-25,317.08,service_credit
REF-000987,PAY-0045567,CUST-00006,2025-02-22,172.63,customer_request
REF-000988,PAY-0011567,CUST-03190,2025-04-29,89.5,customer_request
REF-000989,PAY-0031775,CUST-00663,2025-10-02,92.74,customer_request
REF-000990,PAY-0000850,CUST-01390,2025-12-04,84.05,customer_request
REF-000991,PAY-0033523,CUST-01905,2025-11-17,139.46,service_credit
REF-000992,PAY-0018562,CUST-01136,2025-07-30,52.67,fraud_adjustment
REF-000993,PAY-0010798,CUST-03146,2025-07-22,64.73,customer_request
REF-000994,PAY-0034263,CUST-03725,2025-06-26,179.86,customer_request
REF-000995,PAY-0000560,CUST-01226,2025-11-06,58.65,customer_request
REF-000996,PAY-0031719,CUST-04433,2025-08-26,125.33,service_credit
REF-000997,PAY-0000527,CUST-04598,2025-07-26,26.9,service_credit
REF-000998,PAY-0021159,CUST-02474,2025-03-18,33.96,customer_request
REF-000999,PAY-0011803,CUST-00589,2025-09-17,148.08,customer_request
REF-001000,PAY-0021545,CUST-04558,2025-11-25,143.97,customer_request
REF-001001,PAY-0045758,CUST-01684,2025-07-10,64.67,customer_request
REF-001002,PAY-0012878,CUST-01171,2025-06-06,263.26,customer_request
REF-001003,PAY-0033911,CUST-04459,2025-04-27,133.93,customer_request
REF-001004,PAY-0026236,CUST-02904,2025-11-27,112.83,service_credit
REF-001005,PAY-0034980,CUST-00154,2025-04-30,148.82,customer_request
REF-001006,PAY-0015607,CUST-02976,2025-11-28,33.23,customer_request
REF-001007,PAY-0022141,CUST-03032,2025-04-26,7.61,customer_request
REF-001008,PAY-0029257,CUST-04601,2025-01-06,29.3,customer_request
REF-001009,PAY-0036392,CUST-04140,2025-11-14,185.3,service_credit
REF-001010,PAY-0035097,CUST-00116,2025-01-09,51.61,service_credit
REF-001011,PAY-0021255,CUST-02507,2025-10-13,131.77,service_credit
REF-001012,PAY-0037264,CUST-04857,2025-10-29,31.88,fraud_adjustment
REF-001013,PAY-0017584,CUST-03013,2025-02-10,26.12,service_credit
REF-001014,PAY-0040570,CUST-04809,2025-05-24,72.7,customer_request
REF-001015,PAY-0019651,CUST-01054,2025-10-19,112.69,customer_request
REF-001016,PAY-0015019,CUST-01812,2025-04-06,179.28,customer_request
REF-001017,PAY-0004505,CUST-04527,2025-10-12,82.95,service_credit
REF-001018,PAY-0023471,CUST-03296,2025-06-30,100.84,fraud_adjustment
REF-001019,PAY-0026129,CUST-03381,2025-10-31,34.09,customer_request
REF-001020,PAY-0019071,CUST-02589,2025-01-02,510.4,fraud_adjustment
REF-001021,PAY-0034876,CUST-03432,2025-03-15,55.78,customer_request
REF-001022,PAY-0018226,CUST-00793,2025-05-15,25.71,service_credit
REF-001023,PAY-0014342,CUST-02801,2025-04-26,75.76,customer_request
REF-001024,PAY-0041980,CUST-00429,2025-07-19,118.8,customer_request
REF-001025,PAY-0004606,CUST-01104,2025-04-21,44.74,service_credit
REF-001026,PAY-0005971,CUST-02747,2025-08-24,63.18,customer_request
REF-001027,PAY-0042325,CUST-01065,2025-04-18,158.25,fraud_adjustment
REF-001028,PAY-0001216,CUST-04797,2025-01-27,68.11,customer_request
REF-001029,PAY-0008948,CUST-01827,2025-10-15,217.7,service_credit
REF-001030,PAY-0047701,CUST-01923,2025-09-13,108.85,customer_request
REF-001031,PAY-0026750,CUST-01682,2025-02-18,44.63,customer_request
REF-001032,PAY-0014349,CUST-03662,2025-01-04,76.13,customer_request
REF-001033,PAY-0026827,CUST-03644,2025-06-06,62.59,fraud_adjustment
REF-001034,PAY-0012125,CUST-03085,2025-01-27,133.59,customer_request
REF-001035,PAY-0024771,CUST-02254,2025-05-08,36.62,customer_request
REF-001036,PAY-0013464,CUST-02623,2025-07-28,30.43,customer_request
REF-001037,PAY-0014272,CUST-03382,2025-06-27,66.34,service_credit
REF-001038,PAY-0031242,CUST-02747,2025-02-05,86.15,service_credit
REF-001039,PAY-0047877,CUST-02851,2025-06-28,1.64,customer_request
REF-001040,PAY-0029909,CUST-03072,2025-10-21,25.02,customer_request
REF-001041,PAY-0011257,CUST-01720,2025-02-04,23.29,fraud_adjustment
REF-001042,PAY-0023748,CUST-03636,2025-06-29,79.98,customer_request
REF-001043,PAY-0045616,CUST-02960,2025-11-02,117.19,customer_request
REF-001044,PAY-0040898,CUST-00393,2025-09-09,212.23,customer_request
REF-001045,PAY-0013953,CUST-04659,2025-12-19,163.97,customer_request
REF-001046,PAY-0043895,CUST-02689,2025-03-19,38.68,customer_request
REF-001047,PAY-0004054,CUST-01945,2025-11-07,24.24,customer_request
REF-001048,PAY-0001091,CUST-03704,2025-04-18,48.39,customer_request
REF-001049,PAY-0015970,CUST-04437,2025-04-23,147.75,customer_request
REF-001050,PAY-0034478,CUST-03021,2025-07-12,64.11,customer_request
REF-001051,PAY-0020591,CUST-01906,2025-08-11,57.04,customer_request
REF-001052,PAY-0047438,CUST-04340,2025-08-16,21.61,customer_request
REF-001053,PAY-0031313,CUST-02245,2025-11-15,96.82,customer_request
REF-001054,PAY-0009067,CUST-00515,2025-01-08,128.21,customer_request
REF-001055,PAY-0036182,CUST-02171,2025-09-30,200.67,fraud_adjustment
REF-001056,PAY-0034553,CUST-04723,2025-01-04,128.7,customer_request
REF-001057,PAY-0028144,CUST-00652,2025-06-29,117.97,customer_request
REF-001058,PAY-0026483,CUST-00681,2025-10-23,134.14,customer_request
REF-001059,PAY-0013378,CUST-01109,2025-07-26,31.82,customer_request
REF-001060,PAY-0011230,CUST-00373,2025-08-26,116.63,customer_request
REF-001061,PAY-0013337,CUST-00297,2025-12-28,16.08,customer_request
REF-001062,PAY-0006177,CUST-01289,2025-05-17,41.81,customer_request
REF-001063,PAY-0043174,CUST-01750,2025-09-17,30.29,customer_request
REF-001064,PAY-0030156,CUST-04198,2025-10-01,135.86,customer_request
REF-001065,PAY-0027924,CUST-01208,2025-09-05,214.27,service_credit
REF-001066,PAY-0015858,CUST-00922,2025-06-16,50.62,customer_request
REF-001067,PAY-0007728,CUST-04076,2025-02-12,57.39,customer_request
REF-001068,PAY-0040450,CUST-01993,2025-10-18,71.35,customer_request
REF-001069,PAY-0045848,CUST-04744,2025-06-25,61.43,customer_request
REF-001070,PAY-0002449,CUST-04298,2025-02-05,143.36,service_credit
REF-001071,PAY-0004880,CUST-03444,2025-10-23,20.55,customer_request
REF-001072,PAY-0047357,CUST-01457,2025-07-13,37.47,service_credit
REF-001073,PAY-0030650,CUST-00473,2025-01-13,17.79,customer_request
REF-001074,PAY-0003720,CUST-01443,2025-11-02,262.58,service_credit
REF-001075,PAY-0003829,CUST-04303,2025-06-02,145.87,customer_request
REF-001076,PAY-0010471,CUST-04077,2025-02-25,48.1,fraud_adjustment
REF-001077,PAY-0022397,CUST-01759,2025-02-18,50.6,customer_request
REF-001078,PAY-0046454,CUST-04200,2025-01-21,239.57,service_credit
REF-001079,PAY-0032852,CUST-02483,2025-04-04,186.15,customer_request
REF-001080,PAY-0034698,CUST-01691,2025-10-25,109.49,customer_request
REF-001081,PAY-0039640,CUST-02789,2025-06-20,229.1,customer_request
REF-001082,PAY-0019424,CUST-00793,2025-07-10,130.48,customer_request
REF-001083,PAY-0013624,CUST-01704,2025-10-03,83.07,customer_request
REF-001084,PAY-0041453,CUST-04484,2025-11-20,270.12,service_credit
REF-001085,PAY-0025953,CUST-03967,2025-06-05,91.33,service_credit
REF-001086,PAY-0043984,CUST-02598,2025-06-07,65.01,customer_request
REF-001087,PAY-0028259,CUST-03070,2025-07-04,121.82,service_credit
REF-001088,PAY-0032176,CUST-01066,2025-01-22,80.15,customer_request
REF-001089,PAY-0021805,CUST-01687,2025-07-08,48.44,customer_request
REF-001090,PAY-0007777,CUST-04475,2025-06-11,33.19,customer_request
REF-001091,PAY-0026066,CUST-03254,2025-08-30,107.36,fraud_adjustment
REF-001092,PAY-0025688,CUST-04052,2025-10-31,86.06,service_credit
REF-001093,PAY-0013482,CUST-02747,2025-08-04,31.46,customer_request
REF-001094,PAY-0034835,CUST-00284,2025-11-11,147.0,customer_request
REF-001095,PAY-0015251,CUST-03722,2025-08-13,275.55,customer_request
REF-001096,PAY-0009262,CUST-04878,2025-08-20,167.03,customer_request
REF-001097,PAY-0024969,CUST-02716,2025-06-10,89.03,customer_request
REF-001098,PAY-0043467,CUST-04406,2025-03-06,25.78,service_credit
REF-001099,PAY-0006545,CUST-02203,2025-10-05,12.18,service_credit
REF-001100,PAY-0040610,CUST-02861,2025-10-07,29.86,customer_request
REF-001101,PAY-0040168,CUST-04150,2025-12-24,29.49,service_credit
REF-001102,PAY-0029723,CUST-01552,2025-02-13,85.84,fraud_adjustment
REF-001103,PAY-0043277,CUST-02215,2025-03-02,136.77,customer_request
REF-001104,PAY-0029000,CUST-04069,2025-11-13,39.5,customer_request
REF-001105,PAY-0032786,CUST-04022,2025-10-28,206.81,customer_request
REF-001106,PAY-0009563,CUST-03974,2025-10-12,83.55,customer_request
REF-001107,PAY-0021534,CUST-01385,2025-06-06,98.26,customer_request
REF-001108,PAY-0033387,CUST-03784,2025-12-15,228.52,customer_request
REF-001109,PAY-0000818,CUST-04561,2025-07-29,66.92,customer_request
REF-001110,PAY-0029728,CUST-02734,2025-07-23,125.22,service_credit
REF-001111,PAY-0026223,CUST-00229,2025-11-22,67.51,customer_request
REF-001112,PAY-0044193,CUST-03239,2025-07-15,154.61,service_credit
REF-001113,PAY-0036250,CUST-03079,2025-02-14,53.22,customer_request
REF-001114,PAY-0005762,CUST-00571,2025-06-25,36.09,customer_request
REF-001115,PAY-0047713,CUST-02515,2025-12-20,177.64,customer_request
REF-001116,PAY-0037992,CUST-01580,2025-03-14,182.43,fraud_adjustment
REF-001117,PAY-0001328,CUST-03718,2025-01-02,139.22,fraud_adjustment
REF-001118,PAY-0011780,CUST-04620,2025-07-19,112.75,customer_request
REF-001119,PAY-0014619,CUST-04570,2025-03-26,119.88,fraud_adjustment
REF-001120,PAY-0001506,CUST-03388,2025-11-27,23.52,customer_request
REF-001121,PAY-0036017,CUST-01202,2025-11-10,216.99,customer_request
REF-001122,PAY-0040443,CUST-02031,2025-03-19,176.36,customer_request
REF-001123,PAY-0024662,CUST-03408,2025-11-15,86.24,service_credit
REF-001124,PAY-0019599,CUST-03775,2025-11-29,214.9,customer_request
REF-001125,PAY-0026859,CUST-01002,2025-04-10,97.59,customer_request
REF-001126,PAY-0012757,CUST-02014,2025-06-21,85.31,fraud_adjustment
REF-001127,PAY-0006155,CUST-02943,2025-11-12,54.62,service_credit
REF-001128,PAY-0030486,CUST-02204,2025-10-14,102.26,customer_request
REF-001129,PAY-0002379,CUST-02107,2025-08-31,106.38,customer_request
REF-001130,PAY-0011209,CUST-01720,2025-10-14,49.33,service_credit
REF-001131,PAY-0044161,CUST-04806,2025-12-25,57.1,fraud_adjustment
REF-001132,PAY-0021460,CUST-02767,2025-10-10,150.89,service_credit
REF-001133,PAY-0043257,CUST-01765,2025-08-02,72.9,customer_request
REF-001134,PAY-0006355,CUST-02334,2025-05-14,45.26,customer_request
REF-001135,PAY-0042834,CUST-03146,2025-04-27,116.25,customer_request
REF-001136,PAY-0036192,CUST-00249,2025-08-13,192.89,customer_request
REF-001137,PAY-0045709,CUST-03203,2025-03-11,102.93,customer_request
REF-001138,PAY-0046534,CUST-03777,2025-03-31,109.57,customer_request
REF-001139,PAY-0029947,CUST-02044,2025-11-22,41.82,service_credit
REF-001140,PAY-0039379,CUST-03463,2025-12-20,171.65,customer_request
REF-001141,PAY-0003613,CUST-00406,2025-03-23,205.48,customer_request
REF-001142,PAY-0037800,CUST-00462,2025-05-10,20.47,customer_request
REF-001143,PAY-0036044,CUST-04864,2025-06-27,126.43,customer_request
REF-001144,PAY-0013963,CUST-01006,2025-05-15,37.72,service_credit
REF-001145,PAY-0019958,CUST-02848,2025-11-15,80.15,customer_request
REF-001146,PAY-0005840,CUST-00341,2025-05-17,144.68,service_credit
REF-001147,PAY-0022798,CUST-01600,2025-06-18,24.94,customer_request
REF-001148,PAY-0000114,CUST-02958,2025-12-13,36.52,customer_request
REF-001149,PAY-0037791,CUST-04421,2025-12-03,33.23,customer_request
REF-001150,PAY-0027115,CUST-00607,2025-07-23,64.07,customer_request
REF-001151,PAY-0041704,CUST-00140,2025-08-29,85.08,fraud_adjustment
REF-001152,PAY-0026750,CUST-02823,2025-09-27,34.28,service_credit
REF-001153,PAY-0018649,CUST-01267,2025-10-21,150.25,customer_request
REF-001154,PAY-0029680,CUST-01044,2025-04-28,269.39,service_credit
REF-001155,PAY-0018072,CUST-02063,2025-03-13,199.64,fraud_adjustment
REF-001156,PAY-0028203,CUST-04467,2025-08-16,128.65,customer_request
REF-001157,PAY-0039775,CUST-01135,2025-12-15,35.13,customer_request
REF-001158,PAY-0027330,CUST-03059,2025-05-26,36.55,customer_request
REF-001159,PAY-0038089,CUST-03383,2025-04-23,178.43,customer_request
REF-001160,PAY-0040517,CUST-00640,2025-10-10,158.41,customer_request
REF-001161,PAY-0014373,CUST-00146,2025-11-15,110.97,customer_request
REF-001162,PAY-0045001,CUST-01331,2025-04-26,206.09,customer_request
REF-001163,PAY-0020791,CUST-04615,2025-12-10,66.49,service_credit
REF-001164,PAY-0041498,CUST-00632,2025-12-23,41.1,customer_request
REF-001165,PAY-0007468,CUST-02619,2025-11-12,63.2,customer_request
REF-001166,PAY-0005577,CUST-00497,2025-02-14,75.53,customer_request
REF-001167,PAY-0015911,CUST-04410,2025-09-02,186.97,customer_request
REF-001168,PAY-0008508,CUST-03410,2025-10-29,157.97,customer_request
REF-001169,PAY-0039630,CUST-03302,2025-04-21,62.04,customer_request
REF-001170,PAY-0012101,CUST-02401,2025-01-11,206.15,customer_request
REF-001171,PAY-0042880,CUST-02969,2025-12-18,71.22,customer_request
REF-001172,PAY-0025356,CUST-04222,2025-11-16,181.65,fraud_adjustment
REF-001173,PAY-0016029,CUST-03588,2025-07-12,53.17,customer_request
REF-001174,PAY-0038047,CUST-02906,2025-09-23,19.69,customer_request
REF-001175,PAY-0022433,CUST-01529,2025-05-07,161.82,service_credit
REF-001176,PAY-0040710,CUST-00557,2025-02-28,162.98,customer_request
REF-001177,PAY-0004683,CUST-04427,2025-02-28,147.95,customer_request
REF-001178,PAY-0004477,CUST-03539,2025-01-29,25.01,customer_request
REF-001179,PAY-0041111,CUST-01023,2025-10-11,29.78,customer_request
REF-001180,PAY-0032264,CUST-00273,2025-05-12,156.79,customer_request
REF-001181,PAY-0019724,CUST-03074,2025-01-04,4.4,customer_request
REF-001182,PAY-0033412,CUST-04519,2025-12-24,135.88,customer_request
REF-001183,PAY-0011656,CUST-01256,2025-03-02,47.16,customer_request
REF-001184,PAY-0030792,CUST-02057,2025-11-04,32.55,service_credit
REF-001185,PAY-0017855,CUST-03464,2025-01-23,204.32,customer_request
