customer_id,account_id,region,channel,status,created_at,updated_at
CUST-01266,ACCT-00222,North America,sales_led,active,2023-11-07,2025-12-27
CUST-01267,ACCT-00331,APAC,self_serve,inactive,2025-05-06,2025-12-19
CUST-01268,ACCT-02237,North America,self_serve,trial,2024-04-08,2025-12-05
CUST-01269,ACCT-05719,Europe,marketplace,active,2023-06-12,2025-12-10
CUST-01270,ACCT-00293,APAC,self_serve,active,2023-04-15,2025-12-09
CUST-01271,ACCT-02214,APAC,sales_led,active,2024-06-17,2025-12-09
CUST-01272,ACCT-00656,Latin America,partner,trial,2025-04-17,2025-12-04
CUST-01273,ACCT-05590,APAC,partner,active,2023-02-14,2025-12-25
CUST-01274,ACCT-04052,Latin America,sales_led,inactive,2023-04-09,2025-12-10
CUST-01275,ACCT-04577,APAC,self_serve,active,2023-12-04,2025-12-29
CUST-01276,ACCT-04280,North America,partner,active,2023-07-07,2025-12-24
CUST-01277,ACCT-03943,North America,sales_led,active,2023-04-19,2025-12-31
CUST-01278,ACCT-04643,Latin America,self_serve,inactive,2023-09-26,2025-12-19
CUST-01279,ACCT-00049,North America,self_serve,inactive,2024-08-01,2025-12-27
CUST-01280,ACCT-05193,Europe,partner,active,2025-01-13,2025-12-20
CUST-01281,ACCT-04440,North America,self_serve,active,2023-10-03,2025-12-27
CUST-01282,ACCT-04437,Europe,sales_led,active,2024-09-22,2025-12-30
CUST-01283,ACCT-02361,APAC,self_serve,trial,2025-01-10,2025-12-17
CUST-01284,ACCT-04806,North America,marketplace,active,2023-01-07,2025-12-19
CUST-01285,ACCT-02291,Europe,partner,active,2025-02-06,2025-12-19
CUST-01286,ACCT-00294,Latin America,marketplace,active,2023-06-15,2025-12-21
CUST-01287,ACCT-05447,North America,self_serve,active,2024-09-08,2025-12-19
CUST-01288,ACCT-01408,North America,sales_led,active,2024-11-06,2025-12-31
CUST-01289,ACCT-00612,Europe,sales_led,active,2025-01-30,2025-12-17
CUST-01290,ACCT-03732,Latin America,partner,inactive,2023-12-30,2025-12-06
CUST-01291,ACCT-01402,Europe,marketplace,inactive,2024-08-16,2025-12-27
CUST-01292,ACCT-05149,APAC,self_serve,inactive,2023-01-24,2025-12-27
CUST-01293,ACCT-02663,North America,marketplace,active,2024-02-07,2025-12-08
CUST-01294,ACCT-00028,APAC,partner,inactive,2025-05-17,2025-12-16
CUST-01295,ACCT-05711,North America,marketplace,active,2023-05-23,2025-12-24
CUST-01296,ACCT-03088,APAC,self_serve,active,2023-05-17,2025-12-08
CUST-01297,ACCT-01578,North America,marketplace,active,2024-09-22,2025-12-22
CUST-01298,ACCT-04064,Latin America,sales_led,active,2024-04-04,2025-12-13
CUST-01299,ACCT-03184,Europe,sales_led,active,2024-02-14,2025-12-15
CUST-01300,ACCT-00178,North America,self_serve,active,2023-08-12,2025-12-26
CUST-01301,ACCT-04558,Europe,marketplace,active,2023-06-04,2025-12-09
CUST-01302,ACCT-02409,North America,marketplace,active,2024-10-25,2025-12-13
CUST-01303,ACCT-04199,North America,self_serve,active,2023-11-18,2025-12-25
CUST-01304,ACCT-05374,APAC,sales_led,active,2024-11-30,2025-12-09
CUST-01305,ACCT-03664,Europe,partner,inactive,2024-02-04,2025-12-13
CUST-01306,ACCT-04030,Europe,partner,active,2023-12-24,2025-12-06
CUST-01307,ACCT-01528,Latin America,self_serve,active,2023-07-27,2025-12-07
CUST-01308,ACCT-01426,North America,sales_led,inactive,2024-08-15,2025-12-22
CUST-01309,ACCT-02491,Europe,sales_led,inactive,2023-09-14,2025-12-03
CUST-01310,ACCT-05117,North America,sales_led,inactive,2025-03-29,2025-12-30
CUST-01311,ACCT-03146,Europe,marketplace,inactive,2024-01-03,2025-12-21
CUST-01312,ACCT-02089,Europe,self_serve,trial,2025-01-03,2025-12-13
CUST-01313,ACCT-04678,North America,partner,active,2024-02-27,2025-12-15
CUST-01314,ACCT-05121,North America,marketplace,trial,2024-01-09,2025-12-25
CUST-01315,ACCT-05416,Latin America,marketplace,trial,2024-02-12,2025-12-26
CUST-01316,ACCT-01794,North America,marketplace,active,2024-02-02,2025-12-08
CUST-01317,ACCT-04258,Latin America,self_serve,inactive,2024-03-07,2025-12-05
CUST-01318,ACCT-03542,Latin America,self_serve,inactive,2025-03-09,2025-12-11
CUST-01319,ACCT-02694,Europe,marketplace,inactive,2024-09-24,2025-12-16
CUST-01320,ACCT-02382,Europe,partner,inactive,2023-01-31,2025-12-08
CUST-01321,ACCT-00688,Latin America,partner,active,2023-02-22,2025-12-24
CUST-01322,ACCT-01649,Latin America,sales_led,active,2023-01-21,2025-12-02
CUST-01323,ACCT-03298,North America,partner,active,2024-09-13,2025-12-28
CUST-01324,ACCT-05320,Latin America,self_serve,active,2023-07-05,2025-12-14
CUST-01325,ACCT-05199,Latin America,sales_led,inactive,2023-12-13,2025-12-21
CUST-01326,ACCT-01126,North America,partner,inactive,2025-01-14,2025-12-04
CUST-01327,ACCT-04076,North America,self_serve,active,2023-04-29,2025-12-24
CUST-01328,ACCT-00509,APAC,self_serve,trial,2023-05-18,2025-12-12
CUST-01329,ACCT-04051,North America,self_serve,active,2023-03-13,2025-12-27
CUST-01330,ACCT-02052,APAC,self_serve,trial,2023-09-14,2025-12-26
CUST-01331,ACCT-02700,North America,marketplace,active,2023-03-22,2025-12-19
CUST-01332,ACCT-04306,APAC,partner,active,2024-07-20,2025-12-08
CUST-01333,ACCT-02550,North America,marketplace,active,2024-10-25,2025-12-23
CUST-01334,ACCT-04845,North America,sales_led,active,2023-06-15,2025-12-11
CUST-01335,ACCT-03202,North America,partner,active,2024-04-16,2025-12-14
CUST-01336,ACCT-05993,North America,marketplace,active,2023-09-30,2025-12-02
CUST-01337,ACCT-03830,APAC,sales_led,active,2023-03-14,2025-12-22
CUST-01338,ACCT-01779,North America,partner,active,2024-02-25,2025-12-24
CUST-01339,ACCT-04652,Latin America,partner,active,2024-09-19,2025-12-04
CUST-01340,ACCT-02448,APAC,marketplace,active,2023-07-25,2025-12-22
CUST-01341,ACCT-03206,Europe,marketplace,active,2024-12-10,2025-12-25
CUST-01342,ACCT-00821,Latin America,partner,active,2025-06-12,2025-12-07
CUST-01343,ACCT-00717,APAC,partner,active,2023-02-20,2025-12-07
CUST-01344,ACCT-03450,APAC,marketplace,active,2023-05-28,2025-12-30
CUST-01345,ACCT-01121,North America,partner,inactive,2023-09-18,2025-12-06
CUST-01346,ACCT-05986,APAC,sales_led,active,2025-02-03,2025-12-13
CUST-01347,ACCT-05135,APAC,partner,inactive,2023-05-08,2025-12-23
CUST-01348,ACCT-04206,Latin America,partner,active,2024-02-28,2025-12-15
CUST-01349,ACCT-04409,Europe,self_serve,inactive,2024-04-28,2025-12-24
CUST-01350,ACCT-03572,APAC,partner,trial,2023-04-27,2025-12-26
CUST-01351,ACCT-00362,Europe,partner,active,2023-02-07,2025-12-28
CUST-01352,ACCT-02355,North America,marketplace,active,2023-04-17,2025-12-27
CUST-01353,ACCT-02975,North America,partner,active,2023-02-20,2025-12-14
CUST-01354,ACCT-05492,Latin America,self_serve,active,2024-03-26,2025-12-07
CUST-01355,ACCT-01317,APAC,marketplace,active,2025-04-22,2025-12-17
CUST-01356,ACCT-02982,Europe,partner,active,2023-11-15,2025-12-31
CUST-01357,ACCT-02065,APAC,sales_led,inactive,2023-08-20,2025-12-19
CUST-01358,ACCT-00807,North America,marketplace,trial,2023-07-31,2025-12-09
CUST-01359,ACCT-00619,North America,sales_led,active,2025-06-02,2025-12-06
CUST-01360,ACCT-02193,APAC,sales_led,active,2025-05-13,2025-12-10
CUST-01361,ACCT-00495,APAC,marketplace,active,2024-08-06,2025-12-20
CUST-01362,ACCT-00404,Latin America,marketplace,active,2024-02-22,2025-12-12
CUST-01363,ACCT-02106,Latin America,partner,inactive,2023-05-24,2025-12-29
CUST-01364,ACCT-01212,Europe,sales_led,active,2025-04-15,2025-12-19
CUST-01365,ACCT-03329,Latin America,marketplace,active,2023-01-02,2025-12-15
CUST-01366,ACCT-00107,Europe,self_serve,active,2023-05-28,2025-12-31
CUST-01367,ACCT-01811,Latin America,partner,active,2024-09-02,2025-12-31
CUST-01368,ACCT-02720,North America,partner,active,2023-06-15,2025-12-07
CUST-01369,ACCT-05779,North America,marketplace,active,2023-04-08,2025-12-25
CUST-01370,ACCT-03808,North America,sales_led,active,2024-06-20,2025-12-28
CUST-01371,ACCT-05285,Latin America,marketplace,active,2023-01-24,2025-12-14
CUST-01372,ACCT-02060,North America,self_serve,inactive,2023-08-31,2025-12-23
CUST-01373,ACCT-02699,Latin America,marketplace,active,2024-08-01,2025-12-02
CUST-01374,ACCT-02523,APAC,self_serve,inactive,2023-06-16,2025-12-03
CUST-01375,ACCT-05325,North America,partner,active,2024-11-14,2025-12-07
CUST-01376,ACCT-05756,Latin America,self_serve,active,2023-03-27,2025-12-22
CUST-01377,ACCT-05775,North America,marketplace,inactive,2024-07-05,2025-12-05
CUST-01378,ACCT-04512,North America,marketplace,active,2023-03-10,2025-12-24
CUST-01379,ACCT-03019,APAC,self_serve,active,2024-10-20,2025-12-24
CUST-01380,ACCT-03246,Europe,marketplace,active,2024-11-08,2025-12-02
CUST-01381,ACCT-05884,Europe,sales_led,active,2024-12-16,2025-12-11
CUST-01382,ACCT-01708,North America,partner,trial,2023-09-11,2025-12-29
CUST-01383,ACCT-02081,APAC,self_serve,active,2023-08-01,2025-12-05
CUST-01384,ACCT-05382,North America,self_serve,active,2025-05-30,2025-12-27
CUST-01385,ACCT-02318,North America,self_serve,active,2024-10-18,2025-12-11
CUST-01386,ACCT-01411,APAC,partner,active,2023-06-14,2025-12-18
CUST-01387,ACCT-03363,Europe,partner,active,2023-01-27,2025-12-31
CUST-01388,ACCT-01953,APAC,marketplace,active,2023-11-16,2025-12-08
CUST-01389,ACCT-05346,North America,self_serve,inactive,2024-08-21,2025-12-11
CUST-01390,ACCT-05455,APAC,partner,active,2023-12-04,2025-12-05
CUST-01391,ACCT-01837,Latin America,self_serve,inactive,2024-12-27,2025-12-13
CUST-01392,ACCT-03178,Europe,sales_led,active,2024-03-26,2025-12-09
CUST-01393,ACCT-05904,Europe,self_serve,inactive,2025-06-11,2025-12-04
CUST-01394,ACCT-04454,APAC,self_serve,active,2025-02-22,2025-12-02
CUST-01395,ACCT-01294,APAC,partner,active,2024-02-29,2025-12-15
CUST-01396,ACCT-03545,North America,marketplace,active,2025-01-21,2025-12-31
CUST-01397,ACCT-03720,APAC,partner,active,2024-02-08,2025-12-21
CUST-01398,ACCT-03921,North America,marketplace,active,2023-01-09,2025-12-13
CUST-01399,ACCT-00151,APAC,partner,active,2023-10-05,2025-12-28
CUST-01400,ACCT-01797,Latin America,self_serve,active,2024-01-04,2025-12-28
CUST-01401,ACCT-05128,APAC,sales_led,active,2025-05-28,2025-12-20
CUST-01402,ACCT-01449,Latin America,marketplace,inactive,2025-01-15,2025-12-04
CUST-01403,ACCT-01799,Europe,self_serve,inactive,2023-05-12,2025-12-22
CUST-01404,ACCT-01935,Latin America,self_serve,active,2023-01-01,2025-12-03
CUST-01405,ACCT-01065,Latin America,marketplace,trial,2024-04-20,2025-12-07
CUST-01406,ACCT-00933,Latin America,self_serve,active,2024-04-25,2025-12-22
CUST-01407,ACCT-02083,APAC,marketplace,active,2024-10-23,2025-12-25
CUST-01408,ACCT-05246,APAC,marketplace,inactive,2023-08-22,2025-12-07
CUST-01409,ACCT-00010,APAC,partner,active,2024-12-31,2025-12-09
CUST-01410,ACCT-01700,Latin America,partner,active,2024-01-07,2025-12-13
CUST-01411,ACCT-00364,Latin America,self_serve,active,2023-10-29,2025-12-02
CUST-01412,ACCT-03369,Europe,sales_led,active,2024-01-14,2025-12-28
CUST-01413,ACCT-01504,North America,marketplace,active,2025-04-30,2025-12-20
CUST-01414,ACCT-04752,North America,marketplace,active,2023-12-19,2025-12-13
CUST-01415,ACCT-03511,North America,sales_led,active,2024-05-19,2025-12-29
CUST-01416,ACCT-04703,North America,marketplace,active,2025-03-13,2025-12-02
CUST-01417,ACCT-03810,North America,marketplace,active,2023-01-17,2025-12-14
CUST-01418,ACCT-02631,North America,self_serve,active,2024-04-27,2025-12-22
CUST-01419,ACCT-05166,Latin America,partner,inactive,2024-09-29,2025-12-24
CUST-01420,ACCT-02858,North America,partner,inactive,2025-03-24,2025-12-31
CUST-01421,ACCT-05700,APAC,partner,active,2023-02-25,2025-12-14
CUST-01422,ACCT-05969,Europe,marketplace,inactive,2024-10-16,2025-12-02
CUST-01423,ACCT-03535,North America,marketplace,active,2024-12-23,2025-12-30
CUST-01424,ACCT-04048,APAC,partner,active,2023-11-13,2025-12-19
CUST-01425,ACCT-01534,Latin America,sales_led,active,2024-11-02,2025-12-12
CUST-01426,ACCT-04888,Latin America,marketplace,active,2024-03-20,2025-12-19
CUST-01427,ACCT-04030,Latin America,marketplace,inactive,2024-08-15,2025-12-12
CUST-01428,ACCT-05416,APAC,partner,trial,2023-12-17,2025-12-10
CUST-01429,ACCT-01603,APAC,partner,active,2023-06-09,2025-12-03
CUST-01430,ACCT-04726,North America,self_serve,active,2025-01-15,2025-12-13
CUST-01431,ACCT-02822,Latin America,sales_led,active,2023-07-14,2025-12-10
CUST-01432,ACCT-01112,APAC,self_serve,active,2023-06-18,2025-12-22
CUST-01433,ACCT-01028,Europe,partner,active,2025-03-08,2025-12-27
CUST-01434,ACCT-03374,Europe,marketplace,trial,2025-04-22,2025-12-29
CUST-01435,ACCT-01917,APAC,self_serve,inactive,2024-07-02,2025-12-28
CUST-01436,ACCT-00612,North America,marketplace,trial,2024-06-06,2025-12-07
CUST-01437,ACCT-02563,Latin America,self_serve,active,2023-11-21,2025-12-30
CUST-01438,ACCT-03918,Europe,self_serve,active,2024-07-04,2025-12-17
CUST-01439,ACCT-01914,North America,marketplace,active,2024-07-02,2025-12-13
CUST-01440,ACCT-05733,Europe,self_serve,trial,2024-04-10,2025-12-11
CUST-01441,ACCT-04678,Latin America,partner,active,2024-08-12,2025-12-30
CUST-01442,ACCT-03077,Europe,marketplace,active,2024-05-14,2025-12-06
CUST-01443,ACCT-05608,APAC,sales_led,active,2025-03-02,2025-12-18
CUST-01444,ACCT-02598,Latin America,self_serve,inactive,2024-08-23,2025-12-31
CUST-01445,ACCT-00839,North America,sales_led,inactive,2023-12-13,2025-12-28
CUST-01446,ACCT-00216,Latin America,self_serve,active,2024-08-12,2025-12-06
CUST-01447,ACCT-05629,Europe,partner,active,2023-07-27,2025-12-03
CUST-01448,ACCT-05759,APAC,marketplace,active,2023-07-12,2025-12-09
CUST-01449,ACCT-04436,North America,marketplace,active,2025-01-14,2025-12-21
CUST-01450,ACCT-00619,North America,marketplace,active,2024-06-08,2025-12-03
CUST-01451,ACCT-01762,Latin America,marketplace,active,2023-02-18,2025-12-23
CUST-01452,ACCT-00247,Latin America,marketplace,active,2023-11-16,2025-12-24
CUST-01453,ACCT-00308,Latin America,marketplace,active,2025-06-04,2025-12-09
CUST-01454,ACCT-01477,APAC,partner,trial,2024-07-27,2025-12-22
CUST-01455,ACCT-03433,Europe,marketplace,active,2025-02-20,2025-12-16
CUST-01456,ACCT-00394,North America,sales_led,active,2024-05-08,2025-12-12
CUST-01457,ACCT-05908,Europe,sales_led,active,2023-02-08,2025-12-27
CUST-01458,ACCT-02731,APAC,marketplace,active,2023-06-11,2025-12-04
CUST-01459,ACCT-01584,Europe,sales_led,active,2023-03-24,2025-12-27
CUST-01460,ACCT-03097,Europe,sales_led,active,2024-10-23,2025-12-02
CUST-01461,ACCT-04741,North America,self_serve,active,2024-11-11,2025-12-23
CUST-01462,ACCT-01876,Europe,sales_led,active,2024-02-16,2025-12-19
CUST-01463,ACCT-00286,North America,partner,active,2024-10-13,2025-12-24
CUST-01464,ACCT-00306,North America,marketplace,active,2024-05-11,2025-12-15
CUST-01465,ACCT-05112,North America,self_serve,active,2024-10-27,2025-12-31
CUST-01466,ACCT-00670,APAC,partner,active,2024-08-28,2025-12-26
CUST-01467,ACCT-03814,Europe,marketplace,active,2024-02-15,2025-12-16
CUST-01468,ACCT-02308,North America,marketplace,active,2024-08-10,2025-12-11
CUST-01469,ACCT-04666,APAC,marketplace,inactive,2023-10-14,2025-12-03
CUST-01470,ACCT-00364,North America,self_serve,active,2024-11-05,2025-12-06
CUST-01471,ACCT-05387,North America,sales_led,inactive,2025-04-02,2025-12-04
CUST-01472,ACCT-04190,North America,marketplace,active,2023-07-06,2025-12-08
CUST-01473,ACCT-02696,Europe,marketplace,inactive,2024-08-23,2025-12-08
CUST-01474,ACCT-01243,Latin America,partner,active,2023-04-10,2025-12-21
CUST-01475,ACCT-05863,North America,marketplace,active,2023-12-06,2025-12-04
CUST-01476,ACCT-01813,Europe,partner,active,2024-08-25,2025-12-03
CUST-01477,ACCT-02944,North America,self_serve,active,2023-09-07,2025-12-16
CUST-01478,ACCT-02365,Europe,marketplace,inactive,2023-08-01,2025-12-28
CUST-01479,ACCT-01384,APAC,self_serve,active,2023-12-12,2025-12-30
CUST-01480,ACCT-02500,Europe,sales_led,active,2023-04-14,2025-12-17
CUST-01481,ACCT-00909,APAC,self_serve,active,2024-07-16,2025-12-12
CUST-01482,ACCT-00010,Latin America,partner,active,2023-04-29,2025-12-15
CUST-01483,ACCT-01740,Latin America,self_serve,active,2023-10-27,2025-12-05
CUST-01484,ACCT-00673,APAC,partner,inactive,2023-10-09,2025-12-15
CUST-01485,ACCT-02489,APAC,marketplace,active,2025-05-21,2025-12-12
CUST-01486,ACCT-05177,Latin America,marketplace,inactive,2025-06-11,2025-12-09
CUST-01487,ACCT-00976,Latin America,sales_led,active,2023-03-13,2025-12-05
CUST-01488,ACCT-00008,Europe,marketplace,trial,2023-05-22,2025-12-13
CUST-01489,ACCT-00667,North America,sales_led,active,2024-10-20,2025-12-15
CUST-01490,ACCT-03050,North America,partner,active,2023-09-26,2025-12-29
CUST-01491,ACCT-01650,Latin America,partner,inactive,2024-08-02,2025-12-12
CUST-01492,ACCT-02938,APAC,self_serve,active,2025-04-08,2025-12-26
CUST-01493,ACCT-00176,Europe,self_serve,active,2023-05-27,2025-12-20
CUST-01494,ACCT-01999,Europe,self_serve,active,2025-05-16,2025-12-16
CUST-01495,ACCT-02461,Europe,marketplace,active,2023-02-17,2025-12-29
CUST-01496,ACCT-02588,Latin America,marketplace,trial,2023-07-25,2025-12-11
CUST-01497,ACCT-03307,APAC,sales_led,inactive,2024-04-01,2025-12-23
CUST-01498,ACCT-04684,Latin America,marketplace,active,2025-03-03,2025-12-16
CUST-01499,ACCT-02804,Europe,self_serve,trial,2024-05-13,2025-12-21
CUST-01500,ACCT-05048,Europe,marketplace,active,2023-05-06,2025-12-21
CUST-01501,ACCT-03179,North America,self_serve,inactive,2023-08-13,2025-12-20
CUST-01502,ACCT-01563,Latin America,self_serve,active,2024-11-16,2025-12-30
CUST-01503,ACCT-01375,APAC,marketplace,active,2024-05-20,2025-12-26
CUST-01504,ACCT-01935,APAC,sales_led,active,2023-01-12,2025-12-08
CUST-01505,ACCT-03585,Europe,sales_led,active,2024-03-27,2025-12-28
CUST-01506,ACCT-01455,Europe,marketplace,active,2024-01-01,2025-12-17
CUST-01507,ACCT-05486,Latin America,sales_led,active,2023-01-01,2025-12-27
CUST-01508,ACCT-02880,Europe,marketplace,active,2023-08-11,2025-12-15
CUST-01509,ACCT-05180,APAC,self_serve,active,2025-04-21,2025-12-12
CUST-01510,ACCT-04100,North America,self_serve,active,2024-09-25,2025-12-17
CUST-01511,ACCT-02001,Europe,sales_led,active,2023-03-05,2025-12-08
CUST-01512,ACCT-01370,Latin America,partner,active,2023-01-15,2025-12-24
CUST-01513,ACCT-04464,North America,self_serve,inactive,2023-11-08,2025-12-15
CUST-01514,ACCT-01985,North America,self_serve,active,2024-02-23,2025-12-23
CUST-01515,ACCT-01482,Latin America,partner,trial,2024-02-13,2025-12-16
CUST-01516,ACCT-05583,Europe,sales_led,inactive,2024-09-19,2025-12-30
CUST-01517,ACCT-02896,Europe,sales_led,active,2023-06-06,2025-12-23
CUST-01518,ACCT-00292,APAC,self_serve,active,2023-02-12,2025-12-10
CUST-01519,ACCT-02969,North America,self_serve,active,2024-08-28,2025-12-08
CUST-01520,ACCT-02765,North America,self_serve,inactive,2025-03-18,2025-12-23
CUST-01521,ACCT-05184,North America,partner,active,2023-05-31,2025-12-24
CUST-01522,ACCT-04270,North America,self_serve,trial,2023-11-22,2025-12-23
CUST-01523,ACCT-01149,North America,self_serve,inactive,2024-07-17,2025-12-23
CUST-01524,ACCT-00903,APAC,marketplace,active,2023-05-29,2025-12-02
CUST-01525,ACCT-03622,Europe,sales_led,active,2025-02-12,2025-12-12
CUST-01526,ACCT-00285,North America,partner,active,2023-07-22,2025-12-20
CUST-01527,ACCT-01915,North America,sales_led,inactive,2024-04-24,2025-12-18
CUST-01528,ACCT-00830,Europe,marketplace,inactive,2023-11-02,2025-12-16
CUST-01529,ACCT-00124,Latin America,marketplace,active,2024-08-23,2025-12-15
CUST-01530,ACCT-05513,Europe,sales_led,active,2023-06-28,2025-12-20
CUST-01531,ACCT-00539,North America,partner,active,2023-03-30,2025-12-02
CUST-01532,ACCT-00056,North America,sales_led,inactive,2024-04-04,2025-12-23
CUST-01533,ACCT-05598,Europe,marketplace,active,2025-02-17,2025-12-19
CUST-01534,ACCT-01130,North America,sales_led,inactive,2024-07-23,2025-12-31
CUST-01535,ACCT-04900,Latin America,marketplace,active,2024-11-11,2025-12-17
CUST-01536,ACCT-00188,Latin America,partner,active,2024-01-26,2025-12-06
CUST-01537,ACCT-00922,Europe,partner,inactive,2023-05-07,2025-12-02
CUST-01538,ACCT-00664,Latin America,sales_led,active,2024-01-20,2025-12-17
CUST-01539,ACCT-04238,Europe,marketplace,active,2025-06-07,2025-12-27
CUST-01540,ACCT-03721,North America,partner,active,2024-12-04,2025-12-10
CUST-01541,ACCT-02854,Latin America,marketplace,active,2024-09-25,2025-12-12
CUST-01542,ACCT-01450,Latin America,marketplace,active,2023-09-28,2025-12-03
CUST-01543,ACCT-00534,Europe,self_serve,active,2024-06-23,2025-12-16
CUST-01544,ACCT-03416,APAC,marketplace,active,2024-07-14,2025-12-31
CUST-01545,ACCT-01385,North America,marketplace,active,2024-08-11,2025-12-04
CUST-01546,ACCT-03542,APAC,self_serve,active,2025-03-14,2025-12-11
CUST-01547,ACCT-04125,APAC,marketplace,active,2024-09-05,2025-12-07
CUST-01548,ACCT-05097,APAC,partner,active,2023-07-19,2025-12-28
CUST-01549,ACCT-02964,APAC,sales_led,trial,2023-07-19,2025-12-18
CUST-01550,ACCT-00029,APAC,self_serve,active,2024-07-11,2025-12-18
CUST-01551,ACCT-01685,APAC,sales_led,active,2025-02-18,2025-12-23
CUST-01552,ACCT-05121,Latin America,self_serve,active,2025-05-03,2025-12-06
CUST-01553,ACCT-03200,North America,partner,inactive,2024-07-02,2025-12-26
CUST-01554,ACCT-03715,Europe,partner,inactive,2024-04-21,2025-12-29
CUST-01555,ACCT-02747,Europe,partner,inactive,2025-01-04,2025-12-24
CUST-01556,ACCT-00977,APAC,partner,inactive,2025-05-29,2025-12-02
CUST-01557,ACCT-05381,North America,sales_led,active,2023-01-26,2025-12-28
CUST-01558,ACCT-04638,Europe,partner,trial,2023-10-07,2025-12-14
CUST-01559,ACCT-05972,Latin America,marketplace,active,2023-10-28,2025-12-26
CUST-01560,ACCT-05133,North America,self_serve,inactive,2024-05-22,2025-12-20
CUST-01561,ACCT-01747,APAC,sales_led,inactive,2023-09-23,2025-12-15
CUST-01562,ACCT-01526,APAC,marketplace,inactive,2023-10-07,2025-12-31
CUST-01563,ACCT-01491,Europe,marketplace,active,2023-01-22,2025-12-24
CUST-01564,ACCT-05513,North America,marketplace,inactive,2023-01-04,2025-12-14
CUST-01565,ACCT-03342,North America,self_serve,active,2024-02-09,2025-12-31
CUST-01566,ACCT-02727,Europe,sales_led,active,2025-06-16,2025-12-17
CUST-01567,ACCT-05810,North America,self_serve,active,2023-09-24,2025-12-13
CUST-01568,ACCT-03621,North America,marketplace,active,2023-08-05,2025-12-25
CUST-01569,ACCT-05457,North America,partner,active,2023-08-26,2025-12-27
CUST-01570,ACCT-05908,North America,self_serve,active,2025-05-25,2025-12-17
CUST-01571,ACCT-00477,Latin America,self_serve,active,2024-08-20,2025-12-10
CUST-01572,ACCT-02170,APAC,partner,active,2024-08-10,2025-12-31
CUST-01573,ACCT-04405,North America,marketplace,active,2023-06-20,2025-12-21
CUST-01574,ACCT-04879,APAC,marketplace,active,2025-03-24,2025-12-02
CUST-01575,ACCT-00891,North America,marketplace,inactive,2023-06-27,2025-12-21
CUST-01576,ACCT-01911,Europe,marketplace,active,2025-05-20,2025-12-22
CUST-01577,ACCT-03290,North America,marketplace,inactive,2025-05-07,2025-12-09
CUST-01578,ACCT-04796,North America,marketplace,active,2024-05-26,2025-12-17
CUST-01579,ACCT-00678,North America,marketplace,active,2025-02-20,2025-12-20
CUST-01580,ACCT-03605,Europe,sales_led,active,2025-06-18,2025-12-08
CUST-01581,ACCT-01779,Europe,marketplace,active,2024-06-06,2025-12-31
CUST-01582,ACCT-01299,Europe,marketplace,active,2024-11-21,2025-12-10
CUST-01583,ACCT-03093,APAC,self_serve,active,2024-06-15,2025-12-20
CUST-01584,ACCT-02485,APAC,partner,active,2024-04-16,2025-12-05
CUST-01585,ACCT-03815,APAC,sales_led,active,2023-10-29,2025-12-10
CUST-01586,ACCT-01906,APAC,self_serve,active,2024-08-12,2025-12-03
CUST-01587,ACCT-04940,APAC,self_serve,active,2023-08-29,2025-12-28
CUST-01588,ACCT-00469,Europe,self_serve,inactive,2023-06-24,2025-12-26
CUST-01589,ACCT-05172,North America,marketplace,active,2023-09-05,2025-12-04
CUST-01590,ACCT-00180,Europe,marketplace,active,2023-01-10,2025-12-20
CUST-01591,ACCT-04416,North America,self_serve,active,2025-04-20,2025-12-07
CUST-01592,ACCT-02079,Latin America,partner,active,2023-08-20,2025-12-11
CUST-01593,ACCT-02301,Europe,partner,active,2024-12-20,2025-12-17
CUST-01594,ACCT-00115,Latin America,partner,active,2024-01-27,2025-12-30
CUST-01595,ACCT-04213,Latin America,partner,active,2023-11-02,2025-12-29
CUST-01596,ACCT-00993,Europe,marketplace,active,2023-07-25,2025-12-10
CUST-01597,ACCT-03955,Latin America,partner,active,2025-01-08,2025-12-29
CUST-01598,ACCT-04352,Europe,partner,active,2024-04-07,2025-12-31
CUST-01599,ACCT-05072,North America,partner,active,2024-02-09,2025-12-25
CUST-01600,ACCT-04249,North America,sales_led,trial,2024-08-15,2025-12-04
CUST-01601,ACCT-01810,North America,marketplace,active,2024-12-23,2025-12-13
CUST-01602,ACCT-04432,Latin America,sales_led,active,2024-08-13,2025-12-10
CUST-01603,ACCT-04956,Europe,marketplace,active,2024-02-26,2025-12-12
CUST-01604,ACCT-01903,Europe,partner,active,2025-03-15,2025-12-15
CUST-01605,ACCT-00746,Europe,partner,active,2025-03-17,2025-12-24
CUST-01606,ACCT-05341,Europe,marketplace,active,2025-05-19,2025-12-19
CUST-01607,ACCT-00888,Latin America,partner,active,2023-03-23,2025-12-15
CUST-01608,ACCT-03563,Latin America,partner,active,2025-03-12,2025-12-02
CUST-01609,ACCT-01418,North America,partner,inactive,2023-06-23,2025-12-05
CUST-01610,ACCT-00757,APAC,partner,active,2024-07-12,2025-12-09
CUST-01611,ACCT-04659,Europe,sales_led,trial,2024-08-15,2025-12-07
CUST-01612,ACCT-00863,North America,partner,active,2023-07-05,2025-12-07
CUST-01613,ACCT-04022,Latin America,marketplace,active,2023-01-08,2025-12-11
CUST-01614,ACCT-04159,North America,partner,active,2025-04-29,2025-12-07
CUST-01615,ACCT-00362,North America,marketplace,active,2025-03-13,2025-12-29
