invoice_id,account_id,customer_id,invoice_date,invoice_amount,status,currency
INV-0010783,ACCT-00051,CUST-03429,2025-02-05,605.82,paid,USD
INV-0010784,ACCT-04659,CUST-02786,2025-11-19,117.33,paid,GBP
INV-0010785,ACCT-05397,CUST-02447,2025-01-07,89.9,paid,EUR
INV-0010786,ACCT-00089,CUST-03862,2025-01-13,70.85,overdue,USD
INV-0010787,ACCT-02404,CUST-01464,2025-11-17,321.28,paid,USD
INV-0010788,ACCT-03539,CUST-01544,2025-06-16,345.1,issued,USD
INV-0010789,ACCT-02840,CUST-00478,2025-03-28,892.47,issued,USD
INV-0010790,ACCT-04236,CUST-04295,2025-05-16,51.56,paid,USD
INV-0010791,ACCT-00339,CUST-04725,2025-07-04,250.69,overdue,USD
INV-0010792,ACCT-00979,CUST-00065,2025-09-25,49.82,paid,USD
INV-0010793,ACCT-03602,CUST-04035,2025-02-26,667.88,paid,USD
INV-0010794,ACCT-05375,CUST-01439,2025-11-18,982.31,paid,USD
INV-0010795,ACCT-03107,CUST-04512,2025-09-09,375.78,paid,USD
INV-0010796,ACCT-00087,CUST-04742,2025-03-28,155.73,paid,USD
INV-0010797,ACCT-04144,CUST-00431,2025-11-23,176.15,issued,USD
INV-0010798,ACCT-00696,CUST-02697,2025-06-30,1051.09,paid,USD
INV-0010799,ACCT-04254,CUST-00450,2025-04-01,137.14,paid,EUR
INV-0010800,ACCT-03205,CUST-00354,2025-06-08,251.75,paid,USD
INV-0010801,ACCT-02540,CUST-00718,2025-07-01,667.27,paid,USD
INV-0010802,ACCT-03321,CUST-00680,2025-07-15,694.61,paid,USD
INV-0010803,ACCT-02480,CUST-03495,2025-08-25,746.69,paid,EUR
INV-0010804,ACCT-04169,CUST-04444,2025-10-05,99.44,paid,USD
INV-0010805,ACCT-02785,CUST-01167,2025-07-28,658.37,overdue,USD
INV-0010806,ACCT-05025,CUST-00935,2025-02-11,282.72,paid,USD
INV-0010807,ACCT-04020,CUST-00073,2025-11-02,668.72,overdue,USD
INV-0010808,ACCT-05471,CUST-01538,2025-05-09,107.7,overdue,USD
INV-0010809,ACCT-03916,CUST-01532,2025-07-06,762.6,overdue,USD
INV-0010810,ACCT-05967,CUST-02354,2025-01-04,717.98,void,USD
INV-0010811,ACCT-03729,CUST-03496,2025-01-21,242.02,paid,USD
INV-0010812,ACCT-01805,CUST-02816,2025-11-07,398.88,issued,USD
INV-0010813,ACCT-03189,CUST-02684,2025-05-25,515.56,paid,USD
INV-0010814,ACCT-03870,CUST-03614,2025-06-15,199.38,paid,EUR
INV-0010815,ACCT-04028,CUST-03081,2025-05-20,765.61,paid,USD
INV-0010816,ACCT-00794,CUST-02850,2025-09-01,279.78,paid,USD
INV-0010817,ACCT-02362,CUST-00322,2025-02-01,189.65,paid,USD
INV-0010818,ACCT-04286,CUST-03277,2025-08-25,790.09,paid,USD
INV-0010819,ACCT-02641,CUST-01952,2025-04-25,136.3,paid,EUR
INV-0010820,ACCT-03393,CUST-03559,2025-09-25,526.6,overdue,USD
INV-0010821,ACCT-01820,CUST-00488,2025-01-23,599.26,paid,USD
INV-0010822,ACCT-00775,CUST-04710,2025-01-25,174.64,paid,EUR
INV-0010823,ACCT-01143,CUST-00844,2025-11-06,227.02,paid,GBP
INV-0010824,ACCT-03391,CUST-04248,2025-11-04,299.44,paid,USD
INV-0010825,ACCT-02165,CUST-01404,2025-08-25,789.5,paid,USD
INV-0010826,ACCT-01620,CUST-03205,2025-02-25,507.86,paid,USD
INV-0010827,ACCT-05906,CUST-02325,2025-06-12,420.13,overdue,USD
INV-0010828,ACCT-02464,CUST-01562,2025-11-25,131.0,overdue,GBP
INV-0010829,ACCT-01163,CUST-03576,2025-08-07,296.54,overdue,EUR
INV-0010830,ACCT-01188,CUST-00582,2025-01-08,81.05,paid,USD
INV-0010831,ACCT-04829,CUST-00768,2025-08-07,524.9,void,USD
INV-0010832,ACCT-00591,CUST-00655,2025-07-09,542.55,issued,USD
INV-0010833,ACCT-05069,CUST-00641,2025-01-04,1019.14,paid,USD
INV-0010834,ACCT-02681,CUST-02376,2025-11-26,269.59,paid,EUR
INV-0010835,ACCT-05657,CUST-01957,2025-06-26,149.87,void,USD
INV-0010836,ACCT-04181,CUST-03222,2025-04-23,446.04,issued,GBP
INV-0010837,ACCT-01010,CUST-01711,2025-12-04,210.9,paid,EUR
INV-0010838,ACCT-04054,CUST-00403,2025-03-05,314.5,paid,USD
INV-0010839,ACCT-05834,CUST-03254,2025-06-07,134.06,paid,USD
INV-0010840,ACCT-02509,CUST-01470,2025-04-15,792.25,paid,USD
INV-0010841,ACCT-03987,CUST-01134,2025-01-23,453.46,issued,USD
INV-0010842,ACCT-05145,CUST-04126,2025-08-24,240.94,issued,USD
INV-0010843,ACCT-00210,CUST-03647,2025-09-12,145.91,issued,USD
INV-0010844,ACCT-03314,CUST-02865,2025-12-25,650.99,paid,USD
INV-0010845,ACCT-03885,CUST-03129,2025-10-28,569.01,paid,USD
INV-0010846,ACCT-02154,CUST-01611,2025-05-18,141.72,overdue,USD
INV-0010847,ACCT-02777,CUST-04531,2025-01-20,717.41,issued,USD
INV-0010848,ACCT-03784,CUST-00467,2025-05-19,246.61,paid,EUR
INV-0010849,ACCT-00668,CUST-04631,2025-05-13,121.81,paid,USD
INV-0010850,ACCT-02798,CUST-04102,2025-02-05,329.84,paid,GBP
INV-0010851,ACCT-00284,CUST-02240,2025-07-07,277.57,paid,USD
INV-0010852,ACCT-05801,CUST-00963,2025-01-27,641.7,paid,USD
INV-0010853,ACCT-05091,CUST-04806,2025-08-16,396.84,paid,GBP
INV-0010854,ACCT-02260,CUST-02830,2025-10-13,545.07,paid,USD
INV-0010855,ACCT-00254,CUST-01936,2025-03-15,354.16,issued,USD
INV-0010856,ACCT-01373,CUST-00603,2025-11-27,374.55,overdue,USD
INV-0010857,ACCT-04404,CUST-02260,2025-05-15,367.05,overdue,GBP
INV-0010858,ACCT-02991,CUST-01100,2025-08-08,283.87,paid,USD
INV-0010859,ACCT-00975,CUST-02447,2025-09-27,384.47,issued,USD
INV-0010860,ACCT-04870,CUST-00986,2025-07-05,93.12,paid,USD
INV-0010861,ACCT-04730,CUST-04959,2025-10-05,559.1,paid,USD
INV-0010862,ACCT-03009,CUST-02706,2025-07-06,196.05,paid,USD
INV-0010863,ACCT-02343,CUST-04095,2025-05-11,479.18,paid,USD
INV-0010864,ACCT-05318,CUST-00323,2025-06-06,45.96,paid,USD
INV-0010865,ACCT-00131,CUST-02030,2025-08-31,403.72,paid,USD
INV-0010866,ACCT-03419,CUST-01365,2025-04-15,141.32,paid,USD
INV-0010867,ACCT-01618,CUST-01872,2025-09-29,508.59,paid,USD
INV-0010868,ACCT-04450,CUST-03020,2025-10-25,71.64,paid,USD
INV-0010869,ACCT-04709,CUST-00529,2025-06-10,964.91,overdue,USD
INV-0010870,ACCT-03431,CUST-02634,2025-10-25,502.62,void,USD
INV-0010871,ACCT-00054,CUST-03913,2025-05-05,350.67,paid,USD
INV-0010872,ACCT-02911,CUST-00212,2025-01-23,796.18,paid,USD
INV-0010873,ACCT-04647,CUST-02206,2025-09-01,430.0,paid,USD
INV-0010874,ACCT-04372,CUST-03018,2025-03-19,520.37,paid,USD
INV-0010875,ACCT-02555,CUST-02376,2025-07-23,551.3,paid,USD
INV-0010876,ACCT-00473,CUST-00042,2025-11-12,70.72,paid,USD
INV-0010877,ACCT-02919,CUST-02300,2025-09-16,180.88,paid,USD
INV-0010878,ACCT-04534,CUST-00924,2025-12-12,54.47,paid,EUR
INV-0010879,ACCT-05937,CUST-01128,2025-10-30,240.69,issued,USD
INV-0010880,ACCT-05214,CUST-03731,2025-03-09,532.96,issued,USD
INV-0010881,ACCT-03935,CUST-02485,2025-07-13,239.89,paid,USD
INV-0010882,ACCT-04911,CUST-00729,2025-05-15,338.54,paid,USD
INV-0010883,ACCT-00454,CUST-00657,2025-10-11,255.28,paid,USD
INV-0010884,ACCT-04188,CUST-00812,2025-09-05,508.61,paid,USD
INV-0010885,ACCT-03817,CUST-03977,2025-03-19,553.97,paid,USD
INV-0010886,ACCT-04066,CUST-03710,2025-07-11,244.79,overdue,USD
INV-0010887,ACCT-03103,CUST-01421,2025-10-27,377.04,issued,EUR
INV-0010888,ACCT-02420,CUST-04124,2025-04-21,245.26,paid,EUR
INV-0010889,ACCT-01003,CUST-01163,2025-03-02,62.29,paid,USD
INV-0010890,ACCT-05930,CUST-00278,2025-11-02,28.77,issued,EUR
INV-0010891,ACCT-00841,CUST-02036,2025-05-24,177.41,overdue,GBP
INV-0010892,ACCT-04019,CUST-03201,2025-03-18,560.96,issued,USD
INV-0010893,ACCT-04279,CUST-04624,2025-04-24,69.3,issued,USD
INV-0010894,ACCT-04466,CUST-03213,2025-04-11,111.46,paid,USD
INV-0010895,ACCT-00516,CUST-00025,2025-06-13,759.53,paid,USD
INV-0010896,ACCT-03270,CUST-01069,2025-07-12,51.07,paid,USD
INV-0010897,ACCT-03983,CUST-01688,2025-09-04,542.39,issued,USD
INV-0010898,ACCT-02295,CUST-02512,2025-03-05,311.5,paid,USD
INV-0010899,ACCT-02308,CUST-02323,2025-09-06,456.43,paid,USD
INV-0010900,ACCT-01658,CUST-03474,2025-11-14,771.66,paid,EUR
INV-0010901,ACCT-03252,CUST-00338,2025-12-20,459.01,issued,EUR
INV-0010902,ACCT-04194,CUST-04831,2025-02-03,187.46,overdue,EUR
INV-0010903,ACCT-02666,CUST-03416,2025-02-06,701.79,paid,USD
INV-0010904,ACCT-04978,CUST-01866,2025-12-25,350.68,overdue,USD
INV-0010905,ACCT-04778,CUST-04481,2025-03-13,850.61,paid,USD
INV-0010906,ACCT-04831,CUST-00004,2025-09-05,379.52,paid,USD
INV-0010907,ACCT-00844,CUST-03970,2025-01-19,459.51,paid,USD
INV-0010908,ACCT-05256,CUST-01069,2025-07-03,550.9,paid,USD
INV-0010909,ACCT-05923,CUST-02611,2025-10-08,324.14,paid,EUR
INV-0010910,ACCT-01689,CUST-00217,2025-05-18,708.09,paid,USD
INV-0010911,ACCT-04254,CUST-00270,2025-12-15,470.93,paid,USD
INV-0010912,ACCT-04082,CUST-02480,2025-02-02,356.06,paid,USD
INV-0010913,ACCT-04026,CUST-01899,2025-06-23,536.32,paid,USD
INV-0010914,ACCT-01294,CUST-04132,2025-02-01,566.24,issued,USD
INV-0010915,ACCT-01276,CUST-01463,2025-10-03,478.99,paid,USD
INV-0010916,ACCT-02635,CUST-01446,2025-03-25,314.1,paid,USD
INV-0010917,ACCT-03351,CUST-01361,2025-06-15,197.39,paid,USD
INV-0010918,ACCT-04579,CUST-00620,2025-11-30,322.48,paid,USD
INV-0010919,ACCT-00966,CUST-00057,2025-12-05,472.73,paid,USD
INV-0010920,ACCT-01773,CUST-03299,2025-06-17,411.63,paid,USD
INV-0010921,ACCT-04910,CUST-00032,2025-06-10,642.61,paid,USD
INV-0010922,ACCT-03587,CUST-03458,2025-11-23,460.94,overdue,USD
INV-0010923,ACCT-03289,CUST-01460,2025-08-09,447.7,paid,USD
INV-0010924,ACCT-03039,CUST-00754,2025-01-24,67.58,issued,USD
INV-0010925,ACCT-01014,CUST-03079,2025-06-10,271.72,overdue,GBP
INV-0010926,ACCT-04245,CUST-03299,2025-11-24,642.82,paid,USD
INV-0010927,ACCT-03283,CUST-02678,2025-03-17,504.74,paid,EUR
INV-0010928,ACCT-03401,CUST-01527,2025-05-21,399.86,overdue,USD
INV-0010929,ACCT-02496,CUST-03419,2025-12-02,709.56,overdue,USD
INV-0010930,ACCT-02282,CUST-03758,2025-04-21,261.36,paid,USD
INV-0010931,ACCT-02865,CUST-03821,2025-07-13,269.19,overdue,USD
INV-0010932,ACCT-03990,CUST-00927,2025-05-19,250.3,paid,USD
INV-0010933,ACCT-03846,CUST-03675,2025-01-17,358.95,issued,USD
INV-0010934,ACCT-01680,CUST-02125,2025-03-19,494.04,paid,USD
INV-0010935,ACCT-00636,CUST-02297,2025-07-23,358.42,paid,USD
INV-0010936,ACCT-01977,CUST-00222,2025-10-20,701.79,paid,USD
INV-0010937,ACCT-04997,CUST-02636,2025-01-31,127.11,paid,EUR
INV-0010938,ACCT-01821,CUST-02131,2025-07-09,248.82,void,EUR
INV-0010939,ACCT-00952,CUST-03849,2025-04-15,348.54,paid,USD
INV-0010940,ACCT-03602,CUST-03377,2025-07-02,641.08,paid,USD
INV-0010941,ACCT-00710,CUST-04845,2025-07-26,200.22,overdue,USD
INV-0010942,ACCT-02282,CUST-00710,2025-07-06,178.94,paid,USD
INV-0010943,ACCT-02293,CUST-04544,2025-02-16,462.83,overdue,USD
INV-0010944,ACCT-00249,CUST-04176,2025-04-08,334.93,paid,USD
INV-0010945,ACCT-03388,CUST-02069,2025-09-22,279.84,paid,USD
INV-0010946,ACCT-00719,CUST-00774,2025-06-07,534.99,paid,USD
INV-0010947,ACCT-05643,CUST-03722,2025-07-01,228.03,overdue,USD
INV-0010948,ACCT-02690,CUST-02288,2025-03-05,389.65,paid,USD
INV-0010949,ACCT-02120,CUST-03895,2025-09-07,114.94,paid,USD
INV-0010950,ACCT-00995,CUST-04337,2025-09-30,179.19,paid,USD
INV-0010951,ACCT-02403,CUST-00065,2025-07-02,489.38,paid,EUR
INV-0010952,ACCT-04271,CUST-02662,2025-05-22,276.63,paid,USD
INV-0010953,ACCT-02128,CUST-03722,2025-04-11,254.07,paid,EUR
INV-0010954,ACCT-02683,CUST-04851,2025-07-24,260.0,issued,EUR
INV-0010955,ACCT-00777,CUST-00161,2025-06-05,280.59,paid,USD
INV-0010956,ACCT-03111,CUST-04983,2025-11-04,1440.82,paid,USD
INV-0010957,ACCT-00831,CUST-00388,2025-11-06,321.93,paid,USD
INV-0010958,ACCT-04327,CUST-04149,2025-03-20,40.05,issued,USD
INV-0010959,ACCT-02967,CUST-04769,2025-04-27,386.73,issued,USD
INV-0010960,ACCT-03799,CUST-02414,2025-12-02,975.5,paid,USD
INV-0010961,ACCT-00631,CUST-03757,2025-09-25,344.42,overdue,USD
INV-0010962,ACCT-01817,CUST-04669,2025-05-05,411.31,paid,USD
INV-0010963,ACCT-04714,CUST-01826,2025-11-10,583.16,issued,GBP
INV-0010964,ACCT-01093,CUST-01719,2025-04-28,217.83,overdue,USD
INV-0010965,ACCT-02592,CUST-01538,2025-04-05,107.34,issued,USD
INV-0010966,ACCT-04464,CUST-03815,2025-04-23,232.8,overdue,EUR
INV-0010967,ACCT-05535,CUST-02997,2025-06-17,356.98,paid,USD
INV-0010968,ACCT-04424,CUST-01895,2025-04-30,315.42,paid,USD
INV-0010969,ACCT-01912,CUST-04749,2025-04-27,338.72,paid,USD
INV-0010970,ACCT-01533,CUST-03657,2025-10-14,57.81,issued,EUR
INV-0010971,ACCT-05327,CUST-00334,2025-02-18,78.65,paid,USD
INV-0010972,ACCT-03187,CUST-02403,2025-10-22,77.57,paid,USD
INV-0010973,ACCT-02326,CUST-01026,2025-11-08,797.91,paid,USD
INV-0010974,ACCT-04855,CUST-00908,2025-08-25,382.09,issued,USD
INV-0010975,ACCT-01492,CUST-04814,2025-07-28,703.47,paid,GBP
INV-0010976,ACCT-00025,CUST-00153,2025-05-31,351.43,void,USD
INV-0010977,ACCT-05285,CUST-04094,2025-06-12,189.31,paid,EUR
INV-0010978,ACCT-00339,CUST-02238,2025-10-22,268.1,paid,USD
INV-0010979,ACCT-02274,CUST-02069,2025-09-02,163.47,paid,USD
INV-0010980,ACCT-00490,CUST-04893,2025-07-25,257.43,issued,USD
INV-0010981,ACCT-05309,CUST-04244,2025-03-11,295.42,issued,USD
INV-0010982,ACCT-03757,CUST-01479,2025-12-31,30.24,paid,USD
INV-0010983,ACCT-04377,CUST-04219,2025-06-27,193.46,paid,USD
INV-0010984,ACCT-00524,CUST-04909,2025-02-09,137.25,paid,USD
INV-0010985,ACCT-02827,CUST-02923,2025-04-06,317.91,overdue,USD
INV-0010986,ACCT-05667,CUST-01793,2025-05-09,150.01,paid,USD
INV-0010987,ACCT-00377,CUST-02817,2025-08-02,260.42,paid,USD
INV-0010988,ACCT-02642,CUST-01118,2025-11-12,84.73,paid,EUR
INV-0010989,ACCT-01043,CUST-03741,2025-06-28,1227.99,paid,EUR
INV-0010990,ACCT-02050,CUST-01305,2025-08-13,751.0,overdue,EUR
INV-0010991,ACCT-05211,CUST-04681,2025-07-04,248.68,overdue,EUR
INV-0010992,ACCT-00592,CUST-04533,2025-10-29,576.66,overdue,USD
INV-0010993,ACCT-05258,CUST-01531,2025-08-05,362.45,paid,USD
INV-0010994,ACCT-02783,CUST-01841,2025-04-08,129.58,overdue,USD
INV-0010995,ACCT-00715,CUST-04821,2025-01-01,129.27,paid,USD
INV-0010996,ACCT-04978,CUST-00602,2025-05-14,713.96,paid,USD
INV-0010997,ACCT-01999,CUST-02552,2025-02-05,391.99,paid,USD
INV-0010998,ACCT-03114,CUST-04606,2025-08-14,141.3,overdue,EUR
INV-0010999,ACCT-01654,CUST-04381,2025-10-17,459.72,paid,USD
INV-0011000,ACCT-01007,CUST-04228,2025-10-17,108.68,paid,USD
INV-0011001,ACCT-01680,CUST-03529,2025-06-04,348.33,issued,EUR
INV-0011002,ACCT-01035,CUST-02873,2025-07-05,428.36,paid,USD
INV-0011003,ACCT-02361,CUST-02358,2025-01-27,311.57,paid,USD
INV-0011004,ACCT-02306,CUST-03099,2025-06-29,507.37,paid,USD
INV-0011005,ACCT-05226,CUST-04072,2025-07-01,415.5,paid,USD
INV-0011006,ACCT-01613,CUST-00100,2025-08-28,866.91,issued,EUR
INV-0011007,ACCT-02018,CUST-04099,2025-10-03,217.32,issued,USD
INV-0011008,ACCT-05612,CUST-02681,2025-01-31,698.37,paid,USD
INV-0011009,ACCT-05172,CUST-04675,2025-01-01,173.89,issued,USD
INV-0011010,ACCT-03558,CUST-02522,2025-12-30,946.07,paid,USD
INV-0011011,ACCT-05877,CUST-00696,2025-04-05,233.95,paid,USD
INV-0011012,ACCT-04907,CUST-03641,2025-12-29,144.28,paid,EUR
INV-0011013,ACCT-00250,CUST-03307,2025-10-10,184.33,paid,USD
INV-0011014,ACCT-01565,CUST-01487,2025-02-03,287.65,paid,USD
INV-0011015,ACCT-01750,CUST-03413,2025-01-22,161.29,paid,USD
INV-0011016,ACCT-03723,CUST-02185,2025-09-17,228.55,issued,EUR
INV-0011017,ACCT-02832,CUST-00837,2025-06-21,123.26,issued,EUR
INV-0011018,ACCT-00227,CUST-01618,2025-01-09,391.33,paid,EUR
INV-0011019,ACCT-01754,CUST-03907,2025-09-07,316.12,paid,USD
INV-0011020,ACCT-05681,CUST-00046,2025-11-14,232.97,paid,USD
INV-0011021,ACCT-04458,CUST-01182,2025-09-17,370.33,issued,USD
INV-0011022,ACCT-04362,CUST-04619,2025-12-04,105.0,overdue,USD
INV-0011023,ACCT-00195,CUST-00998,2025-09-05,341.95,issued,USD
INV-0011024,ACCT-00419,CUST-01451,2025-07-04,943.22,overdue,USD
INV-0011025,ACCT-00582,CUST-03146,2025-09-16,667.79,paid,USD
INV-0011026,ACCT-02531,CUST-01577,2025-10-24,141.42,paid,USD
INV-0011027,ACCT-05518,CUST-01742,2025-07-26,118.58,paid,USD
INV-0011028,ACCT-02505,CUST-02811,2025-02-08,892.37,issued,USD
INV-0011029,ACCT-05251,CUST-04765,2025-03-20,542.88,paid,USD
INV-0011030,ACCT-03934,CUST-02448,2025-04-16,297.05,overdue,USD
INV-0011031,ACCT-02422,CUST-00866,2025-08-21,240.8,paid,EUR
INV-0011032,ACCT-01583,CUST-00130,2025-07-18,835.24,paid,USD
INV-0011033,ACCT-00916,CUST-01543,2025-07-16,929.8,overdue,USD
INV-0011034,ACCT-01277,CUST-01224,2025-04-26,449.45,paid,GBP
INV-0011035,ACCT-04164,CUST-02060,2025-08-08,216.22,void,USD
INV-0011036,ACCT-02838,CUST-03173,2025-08-31,321.72,issued,GBP
INV-0011037,ACCT-04314,CUST-00389,2025-07-02,465.16,paid,USD
INV-0011038,ACCT-01674,CUST-03758,2025-10-07,414.09,paid,GBP
INV-0011039,ACCT-00228,CUST-01251,2025-02-27,552.19,paid,USD
INV-0011040,ACCT-02268,CUST-02560,2025-03-01,185.47,void,USD
INV-0011041,ACCT-05374,CUST-03125,2025-10-06,184.78,paid,USD
INV-0011042,ACCT-01093,CUST-04820,2025-11-26,266.71,paid,USD
INV-0011043,ACCT-01167,CUST-04688,2025-04-15,155.15,paid,USD
INV-0011044,ACCT-05868,CUST-01938,2025-05-12,578.57,paid,USD
INV-0011045,ACCT-04009,CUST-00978,2025-12-15,270.94,issued,USD
INV-0011046,ACCT-04519,CUST-02296,2025-11-08,216.84,issued,USD
INV-0011047,ACCT-03692,CUST-00910,2025-01-15,848.16,paid,USD
INV-0011048,ACCT-01514,CUST-00133,2025-05-26,647.34,paid,USD
INV-0011049,ACCT-00663,CUST-01502,2025-01-29,310.17,paid,GBP
INV-0011050,ACCT-03043,CUST-00745,2025-07-08,710.65,paid,USD
INV-0011051,ACCT-02822,CUST-01065,2025-01-29,649.94,paid,USD
INV-0011052,ACCT-01442,CUST-01276,2025-08-30,526.44,paid,USD
INV-0011053,ACCT-02909,CUST-04486,2025-01-01,550.71,paid,USD
INV-0011054,ACCT-04554,CUST-01780,2025-03-03,685.0,paid,USD
INV-0011055,ACCT-01435,CUST-03371,2025-09-15,302.36,paid,USD
INV-0011056,ACCT-05378,CUST-02628,2025-03-20,691.42,overdue,USD
INV-0011057,ACCT-00255,CUST-02983,2025-07-16,223.13,paid,USD
INV-0011058,ACCT-03054,CUST-04273,2025-04-25,159.47,paid,USD
INV-0011059,ACCT-05250,CUST-04508,2025-05-16,121.31,paid,USD
INV-0011060,ACCT-04533,CUST-04544,2025-03-01,515.68,paid,USD
INV-0011061,ACCT-04742,CUST-01626,2025-01-26,177.89,issued,USD
INV-0011062,ACCT-02980,CUST-01735,2025-02-24,933.95,paid,USD
INV-0011063,ACCT-00206,CUST-02329,2025-01-19,32.78,paid,USD
INV-0011064,ACCT-02284,CUST-02601,2025-06-25,470.15,paid,USD
INV-0011065,ACCT-01999,CUST-04345,2025-02-13,1109.54,paid,USD
INV-0011066,ACCT-03487,CUST-03242,2025-07-17,411.69,issued,USD
INV-0011067,ACCT-04892,CUST-00824,2025-03-09,510.05,paid,USD
INV-0011068,ACCT-02857,CUST-04456,2025-04-25,241.44,issued,USD
INV-0011069,ACCT-03343,CUST-02458,2025-05-24,204.66,paid,USD
INV-0011070,ACCT-04262,CUST-01559,2025-01-26,495.75,overdue,USD
INV-0011071,ACCT-02540,CUST-02469,2025-05-02,187.78,paid,USD
INV-0011072,ACCT-04148,CUST-04321,2025-10-22,273.09,paid,USD
INV-0011073,ACCT-04192,CUST-03861,2025-10-19,237.29,paid,USD
INV-0011074,ACCT-05848,CUST-02254,2025-12-11,514.09,paid,USD
INV-0011075,ACCT-05349,CUST-01668,2025-08-01,689.78,overdue,USD
INV-0011076,ACCT-03657,CUST-04086,2025-08-11,80.66,paid,EUR
INV-0011077,ACCT-05332,CUST-04571,2025-06-02,151.82,overdue,USD
INV-0011078,ACCT-05436,CUST-00337,2025-09-28,685.28,paid,GBP
INV-0011079,ACCT-03069,CUST-02375,2025-02-17,330.23,paid,GBP
INV-0011080,ACCT-03710,CUST-03745,2025-01-26,421.19,paid,USD
INV-0011081,ACCT-00614,CUST-00983,2025-05-29,222.13,paid,USD
INV-0011082,ACCT-05808,CUST-01797,2025-01-11,455.69,paid,USD
INV-0011083,ACCT-01377,CUST-03432,2025-02-26,480.08,paid,USD
INV-0011084,ACCT-00007,CUST-00195,2025-04-13,730.97,issued,USD
INV-0011085,ACCT-05009,CUST-00379,2025-08-15,202.01,overdue,GBP
INV-0011086,ACCT-03713,CUST-02552,2025-07-30,147.04,paid,USD
INV-0011087,ACCT-03759,CUST-03635,2025-05-17,345.34,paid,USD
INV-0011088,ACCT-01185,CUST-03164,2025-05-16,403.84,paid,USD
INV-0011089,ACCT-04528,CUST-01179,2025-05-20,1016.08,paid,USD
INV-0011090,ACCT-02520,CUST-04167,2025-07-22,852.17,overdue,EUR
INV-0011091,ACCT-03031,CUST-01059,2025-05-04,330.5,paid,USD
INV-0011092,ACCT-04512,CUST-00792,2025-01-14,649.16,paid,EUR
INV-0011093,ACCT-00651,CUST-02385,2025-07-22,232.88,paid,USD
INV-0011094,ACCT-04144,CUST-02490,2025-10-27,165.7,issued,USD
INV-0011095,ACCT-03303,CUST-01861,2025-02-07,359.54,paid,USD
INV-0011096,ACCT-05562,CUST-04997,2025-09-19,263.08,paid,EUR
INV-0011097,ACCT-01742,CUST-00965,2025-10-07,237.3,paid,EUR
INV-0011098,ACCT-03823,CUST-03123,2025-10-15,297.1,issued,EUR
INV-0011099,ACCT-04520,CUST-03590,2025-12-09,446.59,paid,USD
INV-0011100,ACCT-05822,CUST-01131,2025-06-26,290.0,paid,USD
INV-0011101,ACCT-00989,CUST-01708,2025-06-20,425.99,paid,USD
INV-0011102,ACCT-03790,CUST-01413,2025-07-30,825.53,paid,USD
INV-0011103,ACCT-02648,CUST-00986,2025-04-09,393.65,paid,USD
INV-0011104,ACCT-00092,CUST-04760,2025-07-16,308.63,issued,USD
INV-0011105,ACCT-03786,CUST-00195,2025-08-11,294.92,paid,USD
INV-0011106,ACCT-01321,CUST-02751,2025-03-06,503.79,overdue,USD
INV-0011107,ACCT-02268,CUST-02255,2025-12-21,277.43,paid,USD
INV-0011108,ACCT-02291,CUST-02671,2025-07-08,253.58,paid,USD
INV-0011109,ACCT-02511,CUST-04849,2025-11-24,1042.51,paid,USD
INV-0011110,ACCT-00108,CUST-03953,2025-03-23,655.58,paid,EUR
INV-0011111,ACCT-02444,CUST-03862,2025-08-16,508.46,void,USD
INV-0011112,ACCT-04755,CUST-01412,2025-07-22,900.42,paid,USD
INV-0011113,ACCT-04125,CUST-03258,2025-09-10,434.33,paid,USD
INV-0011114,ACCT-01770,CUST-03565,2025-11-10,596.7,paid,USD
INV-0011115,ACCT-01447,CUST-03221,2025-07-11,52.06,issued,USD
INV-0011116,ACCT-05414,CUST-00793,2025-01-08,849.82,paid,USD
INV-0011117,ACCT-02999,CUST-00830,2025-12-12,532.5,paid,USD
INV-0011118,ACCT-03753,CUST-02833,2025-09-06,1583.56,paid,USD
INV-0011119,ACCT-04253,CUST-01343,2025-08-20,375.59,issued,USD
INV-0011120,ACCT-03883,CUST-00125,2025-11-21,305.74,issued,EUR
INV-0011121,ACCT-05245,CUST-02916,2025-11-24,26.26,paid,USD
INV-0011122,ACCT-05129,CUST-02917,2025-01-24,1308.27,overdue,USD
INV-0011123,ACCT-01854,CUST-02369,2025-09-25,427.33,paid,USD
INV-0011124,ACCT-02203,CUST-00518,2025-02-28,583.72,paid,USD
INV-0011125,ACCT-03680,CUST-01942,2025-08-03,507.05,paid,USD
INV-0011126,ACCT-02350,CUST-01672,2025-09-16,464.09,paid,USD
INV-0011127,ACCT-04594,CUST-02465,2025-03-28,588.19,paid,EUR
INV-0011128,ACCT-03029,CUST-00930,2025-02-06,104.17,paid,EUR
INV-0011129,ACCT-05800,CUST-00986,2025-04-20,49.13,void,EUR
INV-0011130,ACCT-01503,CUST-04102,2025-06-23,298.98,paid,USD
INV-0011131,ACCT-03898,CUST-04182,2025-12-15,596.2,paid,USD
INV-0011132,ACCT-02176,CUST-02544,2025-03-18,683.54,issued,USD
INV-0011133,ACCT-03042,CUST-01484,2025-04-10,523.46,void,USD
INV-0011134,ACCT-02639,CUST-04502,2025-12-26,91.4,paid,USD
INV-0011135,ACCT-03394,CUST-04717,2025-01-31,592.0,issued,USD
INV-0011136,ACCT-00348,CUST-03715,2025-08-30,639.74,paid,EUR
INV-0011137,ACCT-00727,CUST-04082,2025-05-11,228.71,issued,USD
