payment_id,invoice_id,customer_id,payment_date,payment_amount,status,currency
PAY-0009306,INV-0007056,CUST-01475,2025-01-05,624.97,succeeded,GBP
PAY-0009307,INV-0036508,CUST-03906,2025-12-31,650.01,succeeded,USD
PAY-0009308,INV-0027633,CUST-01927,2025-01-29,502.56,succeeded,EUR
PAY-0009309,INV-0038611,CUST-01858,2025-03-28,483.23,succeeded,EUR
PAY-0009310,INV-0015000,CUST-03564,2025-01-21,467.54,succeeded,USD
PAY-0009311,INV-0015227,CUST-02693,2025-01-04,773.5,succeeded,USD
PAY-0009312,INV-0033386,CUST-00576,2025-05-01,129.44,succeeded,USD
PAY-0009313,INV-0025213,CUST-04021,2025-10-11,495.75,succeeded,USD
PAY-0009314,INV-0003584,CUST-02444,2025-10-26,504.09,succeeded,USD
PAY-0009315,INV-0027987,CUST-02907,2025-03-26,405.85,succeeded,USD
PAY-0009316,INV-0044479,CUST-03664,2025-07-31,443.02,succeeded,EUR
PAY-0009317,INV-0026064,CUST-02480,2025-12-14,789.97,pending,EUR
PAY-0009318,INV-0016705,CUST-03606,2025-03-17,87.57,succeeded,GBP
PAY-0009319,INV-0043187,CUST-01764,2025-12-23,213.04,succeeded,USD
PAY-0009320,INV-0014380,CUST-04777,2025-10-01,701.28,failed,USD
PAY-0009321,INV-0026761,CUST-00878,2025-08-10,416.14,succeeded,USD
PAY-0009322,INV-0043250,CUST-00260,2025-04-29,212.18,succeeded,USD
PAY-0009323,INV-0020194,CUST-02985,2025-11-17,76.9,succeeded,USD
PAY-0009324,INV-0007087,CUST-01917,2025-11-25,269.35,succeeded,USD
PAY-0009325,INV-0027382,CUST-00575,2025-04-26,240.45,succeeded,USD
PAY-0009326,INV-0017482,CUST-04665,2025-11-11,173.04,failed,USD
PAY-0009327,INV-0042418,CUST-01365,2025-02-07,223.51,succeeded,GBP
PAY-0009328,INV-0003693,CUST-03180,2025-07-09,1001.74,succeeded,USD
PAY-0009329,INV-0032186,CUST-02363,2025-06-28,885.95,succeeded,USD
PAY-0009330,INV-0007946,CUST-04213,2025-07-17,399.86,succeeded,USD
PAY-0009331,INV-0002825,CUST-01914,2025-07-26,945.01,succeeded,EUR
PAY-0009332,INV-0018687,CUST-01073,2025-02-18,1115.73,succeeded,EUR
PAY-0009333,INV-0031867,CUST-00394,2025-06-17,76.51,succeeded,USD
PAY-0009334,INV-0010914,CUST-04229,2025-06-03,308.75,succeeded,USD
PAY-0009335,INV-0019219,CUST-03331,2025-08-09,1473.71,succeeded,USD
PAY-0009336,INV-0005266,CUST-03420,2025-06-12,430.5,succeeded,GBP
PAY-0009337,INV-0017523,CUST-04582,2025-05-30,319.06,succeeded,USD
PAY-0009338,INV-0012290,CUST-00870,2025-08-29,370.48,succeeded,USD
PAY-0009339,INV-0009511,CUST-00731,2025-06-03,230.9,succeeded,USD
PAY-0009340,INV-0033603,CUST-01423,2025-07-31,776.47,succeeded,USD
PAY-0009341,INV-0036428,CUST-00647,2025-08-13,314.38,succeeded,USD
PAY-0009342,INV-0035597,CUST-03255,2025-08-17,162.3,succeeded,USD
PAY-0009343,INV-0037263,CUST-01332,2025-03-18,183.58,failed,USD
PAY-0009344,INV-0013570,CUST-02930,2025-06-19,608.8,succeeded,USD
PAY-0009345,INV-0004192,CUST-04979,2025-07-06,383.49,succeeded,USD
PAY-0009346,INV-0020324,CUST-03961,2025-06-23,91.25,succeeded,USD
PAY-0009347,INV-0039818,CUST-03547,2025-09-19,449.44,succeeded,USD
PAY-0009348,INV-0009079,CUST-02390,2025-11-14,302.05,succeeded,USD
PAY-0009349,INV-0015793,CUST-04056,2025-02-14,104.2,succeeded,USD
PAY-0009350,INV-0018955,CUST-00224,2025-06-07,584.85,succeeded,USD
PAY-0009351,INV-0028433,CUST-00950,2025-10-12,65.9,failed,USD
PAY-0009352,INV-0026489,CUST-04091,2025-07-19,444.59,succeeded,USD
PAY-0009353,INV-0001417,CUST-03783,2025-01-02,27.44,succeeded,USD
PAY-0009354,INV-0016757,CUST-00486,2025-04-22,276.07,succeeded,USD
PAY-0009355,INV-0007219,CUST-00911,2025-12-15,126.58,succeeded,USD
PAY-0009356,INV-0043916,CUST-00608,2025-11-01,323.41,succeeded,USD
PAY-0009357,INV-0040183,CUST-04533,2025-10-24,96.0,succeeded,USD
PAY-0009358,INV-0019133,CUST-04023,2025-01-21,154.09,succeeded,USD
PAY-0009359,INV-0014869,CUST-02122,2025-07-24,353.47,succeeded,USD
PAY-0009360,INV-0012230,CUST-00678,2025-12-31,268.48,succeeded,USD
PAY-0009361,INV-0018040,CUST-01191,2025-11-10,2257.72,succeeded,USD
PAY-0009362,INV-0001154,CUST-02378,2025-12-24,677.88,succeeded,USD
PAY-0009363,INV-0019269,CUST-03221,2025-06-10,318.51,succeeded,USD
PAY-0009364,INV-0033781,CUST-00865,2025-05-07,344.51,succeeded,USD
PAY-0009365,INV-0030284,CUST-02989,2025-08-26,415.49,succeeded,USD
PAY-0009366,INV-0032890,CUST-03201,2025-05-30,694.44,succeeded,USD
PAY-0009367,INV-0026456,CUST-00550,2025-01-16,384.25,succeeded,USD
PAY-0009368,INV-0038330,CUST-01023,2025-10-11,781.34,succeeded,USD
PAY-0009369,INV-0010240,CUST-02636,2025-08-10,233.39,succeeded,USD
PAY-0009370,INV-0003015,CUST-00287,2025-02-09,131.0,succeeded,USD
PAY-0009371,INV-0014956,CUST-00480,2025-07-07,546.07,succeeded,USD
PAY-0009372,INV-0037716,CUST-02615,2025-09-26,787.15,succeeded,USD
PAY-0009373,INV-0002751,CUST-00628,2025-01-21,515.23,succeeded,USD
PAY-0009374,INV-0006764,CUST-01654,2025-12-22,250.02,succeeded,USD
PAY-0009375,INV-0040965,CUST-02682,2025-01-12,746.09,succeeded,USD
PAY-0009376,INV-0015602,CUST-00180,2025-06-09,448.73,succeeded,USD
PAY-0009377,INV-0038374,CUST-02686,2025-11-02,77.25,failed,USD
PAY-0009378,INV-0037590,CUST-01789,2025-07-16,236.76,succeeded,EUR
PAY-0009379,INV-0043637,CUST-02590,2025-11-01,356.36,failed,USD
PAY-0009380,INV-0013152,CUST-04357,2025-04-06,1188.72,succeeded,EUR
PAY-0009381,INV-0034514,CUST-04146,2025-10-20,1180.68,failed,USD
PAY-0009382,INV-0028857,CUST-01312,2025-04-26,198.68,succeeded,USD
PAY-0009383,INV-0033192,CUST-00795,2025-02-17,391.69,failed,USD
PAY-0009384,INV-0017861,CUST-04401,2025-11-17,385.71,succeeded,USD
PAY-0009385,INV-0008605,CUST-03243,2025-11-25,279.09,succeeded,USD
PAY-0009386,INV-0000138,CUST-03681,2025-01-14,1010.21,succeeded,USD
PAY-0009387,INV-0005556,CUST-02229,2025-09-29,121.23,succeeded,USD
PAY-0009388,INV-0029191,CUST-03902,2025-08-28,243.06,failed,EUR
PAY-0009389,INV-0042100,CUST-02803,2025-08-12,208.64,succeeded,USD
PAY-0009390,INV-0034057,CUST-00333,2025-01-30,388.77,succeeded,USD
PAY-0009391,INV-0009444,CUST-04873,2025-04-12,157.52,succeeded,EUR
PAY-0009392,INV-0021003,CUST-01295,2025-03-20,49.83,succeeded,USD
PAY-0009393,INV-0028209,CUST-00733,2025-07-21,398.66,succeeded,USD
PAY-0009394,INV-0006590,CUST-00556,2025-12-29,42.28,succeeded,USD
PAY-0009395,INV-0026345,CUST-00901,2025-11-14,136.16,succeeded,EUR
PAY-0009396,INV-0024553,CUST-02692,2025-05-03,151.82,succeeded,USD
PAY-0009397,INV-0012596,CUST-01612,2025-02-25,186.24,succeeded,USD
PAY-0009398,INV-0032023,CUST-00524,2025-05-07,76.35,succeeded,USD
PAY-0009399,INV-0020669,CUST-03621,2025-04-12,504.89,succeeded,USD
PAY-0009400,INV-0032344,CUST-03132,2025-06-29,967.17,failed,GBP
PAY-0009401,INV-0044955,CUST-01606,2025-06-10,275.86,pending,GBP
PAY-0009402,INV-0018485,CUST-00308,2025-02-05,610.2,succeeded,USD
PAY-0009403,INV-0012935,CUST-03554,2025-06-11,305.14,succeeded,USD
PAY-0009404,INV-0037311,CUST-04569,2025-08-05,734.49,succeeded,USD
PAY-0009405,INV-0010905,CUST-02782,2025-09-11,544.34,succeeded,USD
PAY-0009406,INV-0029897,CUST-04191,2025-12-17,1215.95,succeeded,USD
PAY-0009407,INV-0001467,CUST-04753,2025-10-29,291.35,failed,USD
PAY-0009408,INV-0031653,CUST-04664,2025-12-28,468.55,succeeded,EUR
PAY-0009409,INV-0026751,CUST-01620,2025-11-21,149.19,succeeded,USD
PAY-0009410,INV-0006218,CUST-00664,2025-04-14,562.9,succeeded,EUR
PAY-0009411,INV-0001042,CUST-02459,2025-12-18,859.52,succeeded,USD
PAY-0009412,INV-0035867,CUST-04917,2025-04-13,372.6,succeeded,USD
PAY-0009413,INV-0037912,CUST-03264,2025-07-20,356.13,succeeded,USD
PAY-0009414,INV-0015628,CUST-03837,2025-08-31,776.93,failed,USD
PAY-0009415,INV-0003545,CUST-02015,2025-11-03,407.64,succeeded,USD
PAY-0009416,INV-0027795,CUST-04108,2025-12-29,154.39,succeeded,EUR
PAY-0009417,INV-0001448,CUST-00156,2025-06-04,203.15,failed,USD
PAY-0009418,INV-0012764,CUST-02399,2025-01-21,340.55,succeeded,USD
PAY-0009419,INV-0011075,CUST-02533,2025-11-03,174.95,succeeded,USD
PAY-0009420,INV-0019731,CUST-01150,2025-05-29,529.85,succeeded,USD
PAY-0009421,INV-0019237,CUST-03110,2025-11-22,525.34,succeeded,USD
PAY-0009422,INV-0037914,CUST-01988,2025-05-19,479.1,pending,USD
PAY-0009423,INV-0025383,CUST-00079,2025-05-10,122.51,succeeded,GBP
PAY-0009424,INV-0030205,CUST-03225,2025-12-27,18.38,succeeded,USD
PAY-0009425,INV-0002750,CUST-04749,2025-10-19,151.62,pending,USD
PAY-0009426,INV-0043900,CUST-02252,2025-10-15,250.27,succeeded,USD
PAY-0009427,INV-0035156,CUST-02827,2025-04-03,428.38,succeeded,USD
PAY-0009428,INV-0035848,CUST-01230,2025-10-29,476.73,succeeded,USD
PAY-0009429,INV-0001518,CUST-01729,2025-02-03,242.63,succeeded,USD
PAY-0009430,INV-0021932,CUST-04983,2025-06-06,411.07,succeeded,USD
PAY-0009431,INV-0008595,CUST-01629,2025-11-02,151.84,succeeded,USD
PAY-0009432,INV-0007607,CUST-00395,2025-11-03,442.14,failed,USD
PAY-0009433,INV-0015742,CUST-02392,2025-05-10,489.53,succeeded,EUR
PAY-0009434,INV-0009680,CUST-01397,2025-06-28,538.61,succeeded,EUR
PAY-0009435,INV-0041301,CUST-05000,2025-04-07,121.56,pending,EUR
PAY-0009436,INV-0028212,CUST-00532,2025-10-31,114.21,succeeded,USD
PAY-0009437,INV-0009936,CUST-00145,2025-05-15,850.5,failed,EUR
PAY-0009438,INV-0004491,CUST-04332,2025-07-15,242.19,succeeded,USD
PAY-0009439,INV-0012620,CUST-00085,2025-01-11,535.66,succeeded,USD
PAY-0009440,INV-0004625,CUST-04381,2025-12-17,143.36,succeeded,USD
PAY-0009441,INV-0036215,CUST-02237,2025-03-22,1372.22,failed,USD
PAY-0009442,INV-0020819,CUST-04621,2025-12-05,202.74,succeeded,USD
PAY-0009443,INV-0036605,CUST-00982,2025-02-21,339.39,succeeded,USD
PAY-0009444,INV-0037571,CUST-01987,2025-11-07,378.52,pending,USD
PAY-0009445,INV-0027110,CUST-01188,2025-07-13,603.61,succeeded,USD
PAY-0009446,INV-0002443,CUST-00790,2025-08-12,174.72,succeeded,USD
PAY-0009447,INV-0013114,CUST-00632,2025-05-26,1122.55,succeeded,USD
PAY-0009448,INV-0002875,CUST-00721,2025-01-13,418.28,succeeded,USD
PAY-0009449,INV-0013499,CUST-04735,2025-10-01,742.81,succeeded,EUR
PAY-0009450,INV-0022092,CUST-00465,2025-10-30,451.89,succeeded,USD
PAY-0009451,INV-0013737,CUST-01432,2025-01-17,312.15,succeeded,EUR
PAY-0009452,INV-0040000,CUST-00508,2025-12-14,270.15,succeeded,EUR
PAY-0009453,INV-0020277,CUST-00217,2025-10-29,177.39,succeeded,USD
PAY-0009454,INV-0005865,CUST-00483,2025-08-13,1647.15,succeeded,USD
PAY-0009455,INV-0032670,CUST-02391,2025-06-04,165.49,succeeded,USD
PAY-0009456,INV-0043084,CUST-00143,2025-05-30,453.53,succeeded,USD
PAY-0009457,INV-0029171,CUST-00574,2025-07-20,202.74,failed,USD
PAY-0009458,INV-0044472,CUST-04257,2025-12-17,299.16,succeeded,USD
PAY-0009459,INV-0006860,CUST-03262,2025-09-26,163.32,succeeded,USD
PAY-0009460,INV-0009753,CUST-02341,2025-03-06,631.05,succeeded,USD
PAY-0009461,INV-0023033,CUST-04193,2025-04-23,143.22,succeeded,USD
PAY-0009462,INV-0027511,CUST-01855,2025-09-18,328.51,succeeded,USD
PAY-0009463,INV-0008455,CUST-02567,2025-07-10,278.89,succeeded,EUR
PAY-0009464,INV-0019580,CUST-02492,2025-02-15,274.92,succeeded,USD
PAY-0009465,INV-0035415,CUST-02505,2025-05-31,234.52,succeeded,USD
PAY-0009466,INV-0018810,CUST-02303,2025-07-05,243.93,failed,USD
PAY-0009467,INV-0019176,CUST-04732,2025-06-06,100.38,succeeded,USD
PAY-0009468,INV-0000445,CUST-00459,2025-06-28,954.0,succeeded,USD
PAY-0009469,INV-0035404,CUST-01271,2025-01-05,220.21,succeeded,USD
PAY-0009470,INV-0018326,CUST-01862,2025-06-27,973.4,succeeded,USD
PAY-0009471,INV-0039938,CUST-03918,2025-06-12,937.51,succeeded,USD
PAY-0009472,INV-0000816,CUST-04325,2025-04-04,201.91,succeeded,USD
PAY-0009473,INV-0016977,CUST-02968,2025-01-04,220.41,succeeded,USD
PAY-0009474,INV-0009945,CUST-02280,2025-08-27,272.76,succeeded,USD
PAY-0009475,INV-0014799,CUST-03779,2025-12-17,458.89,succeeded,USD
PAY-0009476,INV-0030087,CUST-04743,2025-10-31,814.64,succeeded,USD
PAY-0009477,INV-0017030,CUST-03178,2025-10-12,125.41,succeeded,USD
PAY-0009478,INV-0040924,CUST-03970,2025-01-30,533.58,succeeded,USD
PAY-0009479,INV-0033336,CUST-02598,2025-07-24,75.55,succeeded,USD
PAY-0009480,INV-0029033,CUST-03774,2025-01-30,313.75,succeeded,USD
PAY-0009481,INV-0029746,CUST-03362,2025-02-17,410.76,failed,USD
PAY-0009482,INV-0017380,CUST-00301,2025-09-16,6.14,succeeded,USD
PAY-0009483,INV-0024009,CUST-03056,2025-06-04,273.85,succeeded,USD
PAY-0009484,INV-0006855,CUST-02423,2025-10-07,116.18,succeeded,USD
PAY-0009485,INV-0037803,CUST-02056,2025-08-08,201.58,succeeded,EUR
PAY-0009486,INV-0035835,CUST-02221,2025-10-26,801.16,succeeded,EUR
PAY-0009487,INV-0014942,CUST-04310,2025-08-15,389.45,succeeded,USD
PAY-0009488,INV-0033515,CUST-00675,2025-03-20,372.06,succeeded,USD
PAY-0009489,INV-0009991,CUST-00222,2025-04-25,1156.03,succeeded,USD
PAY-0009490,INV-0018758,CUST-00117,2025-02-16,370.08,succeeded,USD
PAY-0009491,INV-0007762,CUST-02391,2025-11-13,123.13,succeeded,EUR
PAY-0009492,INV-0031210,CUST-04050,2025-10-02,200.05,succeeded,USD
PAY-0009493,INV-0035601,CUST-04246,2025-01-17,466.92,succeeded,USD
PAY-0009494,INV-0003632,CUST-03216,2025-05-14,417.61,succeeded,USD
PAY-0009495,INV-0025809,CUST-00272,2025-05-17,145.67,pending,USD
PAY-0009496,INV-0036313,CUST-01052,2025-02-03,514.42,succeeded,USD
PAY-0009497,INV-0022790,CUST-04546,2025-03-19,308.85,succeeded,USD
PAY-0009498,INV-0039597,CUST-00035,2025-08-14,286.58,succeeded,USD
PAY-0009499,INV-0033904,CUST-03407,2025-08-06,221.0,succeeded,USD
PAY-0009500,INV-0015117,CUST-01704,2025-04-27,593.0,pending,USD
PAY-0009501,INV-0033126,CUST-02446,2025-04-22,304.19,succeeded,USD
PAY-0009502,INV-0008434,CUST-04888,2025-01-26,355.75,succeeded,USD
PAY-0009503,INV-0003625,CUST-03492,2025-06-20,105.37,succeeded,USD
PAY-0009504,INV-0027564,CUST-02211,2025-01-15,467.17,succeeded,USD
PAY-0009505,INV-0025581,CUST-03546,2025-12-29,328.19,succeeded,USD
PAY-0009506,INV-0021602,CUST-01194,2025-04-20,439.88,succeeded,USD
PAY-0009507,INV-0024695,CUST-01233,2025-05-06,599.5,failed,USD
PAY-0009508,INV-0015257,CUST-01691,2025-02-02,263.82,succeeded,USD
PAY-0009509,INV-0002678,CUST-04148,2025-07-28,501.34,succeeded,USD
PAY-0009510,INV-0042773,CUST-03653,2025-04-18,317.78,succeeded,USD
PAY-0009511,INV-0030183,CUST-04066,2025-12-20,802.49,succeeded,USD
PAY-0009512,INV-0025595,CUST-03489,2025-08-28,387.76,succeeded,USD
PAY-0009513,INV-0035714,CUST-00076,2025-12-14,438.24,succeeded,USD
PAY-0009514,INV-0000196,CUST-01243,2025-05-13,215.14,failed,USD
PAY-0009515,INV-0016969,CUST-03381,2025-08-03,388.34,succeeded,USD
PAY-0009516,INV-0040917,CUST-01924,2025-10-29,300.7,succeeded,USD
PAY-0009517,INV-0040828,CUST-04318,2025-07-23,436.27,failed,USD
PAY-0009518,INV-0034944,CUST-01626,2025-11-01,529.39,succeeded,USD
PAY-0009519,INV-0023192,CUST-01667,2025-04-06,586.68,succeeded,USD
PAY-0009520,INV-0011622,CUST-02228,2025-03-16,263.66,succeeded,GBP
PAY-0009521,INV-0011188,CUST-03057,2025-10-13,166.34,succeeded,USD
PAY-0009522,INV-0032083,CUST-00340,2025-05-19,436.39,succeeded,USD
PAY-0009523,INV-0026933,CUST-03977,2025-02-26,834.89,succeeded,USD
PAY-0009524,INV-0031859,CUST-00838,2025-08-26,132.83,succeeded,USD
PAY-0009525,INV-0017654,CUST-02126,2025-02-26,428.46,succeeded,EUR
PAY-0009526,INV-0008766,CUST-04402,2025-11-18,189.69,succeeded,USD
PAY-0009527,INV-0028205,CUST-04326,2025-08-17,232.95,succeeded,USD
PAY-0009528,INV-0004304,CUST-02675,2025-01-01,563.72,succeeded,USD
PAY-0009529,INV-0017092,CUST-04198,2025-03-05,312.64,succeeded,USD
PAY-0009530,INV-0006021,CUST-04506,2025-06-18,48.82,succeeded,USD
PAY-0009531,INV-0035881,CUST-02381,2025-12-28,773.91,succeeded,USD
PAY-0009532,INV-0025301,CUST-03400,2025-04-01,628.02,succeeded,USD
PAY-0009533,INV-0012853,CUST-02688,2025-03-23,497.91,succeeded,USD
PAY-0009534,INV-0027857,CUST-04092,2025-02-05,263.39,succeeded,EUR
PAY-0009535,INV-0003709,CUST-03944,2025-12-14,282.18,succeeded,GBP
PAY-0009536,INV-0019668,CUST-00144,2025-06-02,50.41,succeeded,USD
PAY-0009537,INV-0041287,CUST-03288,2025-11-15,27.28,succeeded,EUR
PAY-0009538,INV-0032493,CUST-02493,2025-01-05,1117.87,succeeded,GBP
PAY-0009539,INV-0037910,CUST-02046,2025-11-27,17.77,succeeded,USD
PAY-0009540,INV-0013825,CUST-04004,2025-08-27,555.55,succeeded,USD
PAY-0009541,INV-0004970,CUST-02316,2025-11-07,142.32,succeeded,USD
PAY-0009542,INV-0037065,CUST-01238,2025-12-19,204.41,succeeded,USD
PAY-0009543,INV-0041250,CUST-04748,2025-12-26,241.29,succeeded,USD
PAY-0009544,INV-0014583,CUST-00791,2025-12-05,388.76,succeeded,USD
PAY-0009545,INV-0007546,CUST-00944,2025-10-18,219.58,pending,USD
PAY-0009546,INV-0013036,CUST-00974,2025-11-22,597.09,succeeded,EUR
PAY-0009547,INV-0009167,CUST-02544,2025-02-21,479.17,succeeded,USD
PAY-0009548,INV-0035174,CUST-00829,2025-03-22,657.63,pending,EUR
PAY-0009549,INV-0003772,CUST-04828,2025-10-02,70.78,succeeded,USD
PAY-0009550,INV-0021770,CUST-01518,2025-02-20,109.67,succeeded,USD
PAY-0009551,INV-0028445,CUST-02484,2025-08-14,134.22,failed,USD
PAY-0009552,INV-0033795,CUST-03061,2025-04-15,988.25,succeeded,USD
PAY-0009553,INV-0038934,CUST-04090,2025-09-12,407.21,succeeded,USD
PAY-0009554,INV-0029509,CUST-00478,2025-07-30,315.38,succeeded,USD
PAY-0009555,INV-0034396,CUST-01651,2025-09-01,184.91,succeeded,USD
PAY-0009556,INV-0031940,CUST-03557,2025-10-23,155.36,succeeded,USD
PAY-0009557,INV-0019705,CUST-01997,2025-06-03,413.75,pending,USD
PAY-0009558,INV-0015667,CUST-02836,2025-06-01,120.04,succeeded,USD
PAY-0009559,INV-0039743,CUST-00100,2025-09-24,272.6,succeeded,USD
PAY-0009560,INV-0004432,CUST-01735,2025-08-07,758.82,succeeded,USD
PAY-0009561,INV-0044246,CUST-00116,2025-01-04,174.95,succeeded,USD
PAY-0009562,INV-0015437,CUST-01209,2025-11-20,1350.43,succeeded,GBP
PAY-0009563,INV-0026002,CUST-00032,2025-11-29,1363.92,succeeded,USD
PAY-0009564,INV-0016586,CUST-00336,2025-07-22,480.68,succeeded,USD
PAY-0009565,INV-0037974,CUST-03412,2025-10-14,241.14,succeeded,USD
PAY-0009566,INV-0037333,CUST-00460,2025-11-07,304.48,succeeded,USD
PAY-0009567,INV-0024574,CUST-00676,2025-05-09,527.0,succeeded,EUR
PAY-0009568,INV-0012818,CUST-00692,2025-07-28,215.89,succeeded,USD
PAY-0009569,INV-0004436,CUST-03332,2025-05-22,310.03,pending,USD
PAY-0009570,INV-0002085,CUST-02936,2025-08-02,403.95,succeeded,USD
PAY-0009571,INV-0009231,CUST-01656,2025-09-09,292.36,succeeded,USD
PAY-0009572,INV-0002361,CUST-01841,2025-07-06,188.05,succeeded,USD
PAY-0009573,INV-0019231,CUST-01351,2025-05-30,694.81,succeeded,USD
PAY-0009574,INV-0014390,CUST-00224,2025-09-01,318.21,succeeded,USD
PAY-0009575,INV-0000670,CUST-02528,2025-01-31,281.67,succeeded,USD
PAY-0009576,INV-0041955,CUST-02973,2025-01-02,224.16,succeeded,USD
PAY-0009577,INV-0024554,CUST-00188,2025-03-04,122.82,failed,USD
PAY-0009578,INV-0007842,CUST-04102,2025-04-24,839.71,succeeded,USD
PAY-0009579,INV-0019473,CUST-02924,2025-12-26,293.85,pending,USD
PAY-0009580,INV-0043450,CUST-02155,2025-03-30,153.64,succeeded,USD
PAY-0009581,INV-0023560,CUST-04278,2025-09-22,962.41,pending,USD
PAY-0009582,INV-0029359,CUST-04991,2025-11-30,237.31,succeeded,USD
PAY-0009583,INV-0021431,CUST-01733,2025-03-06,407.91,succeeded,USD
PAY-0009584,INV-0039770,CUST-02145,2025-01-03,345.82,succeeded,USD
PAY-0009585,INV-0000515,CUST-03660,2025-06-23,387.5,succeeded,USD
PAY-0009586,INV-0006691,CUST-01996,2025-02-24,1036.41,succeeded,USD
PAY-0009587,INV-0009328,CUST-01140,2025-11-10,865.07,succeeded,USD
PAY-0009588,INV-0030720,CUST-03240,2025-08-02,291.83,succeeded,USD
PAY-0009589,INV-0011406,CUST-00397,2025-10-09,45.54,succeeded,USD
PAY-0009590,INV-0036092,CUST-04280,2025-11-30,208.71,succeeded,USD
PAY-0009591,INV-0044434,CUST-00848,2025-01-06,385.62,succeeded,GBP
PAY-0009592,INV-0001889,CUST-04940,2025-08-01,802.58,succeeded,USD
PAY-0009593,INV-0017203,CUST-02932,2025-01-27,302.04,succeeded,USD
PAY-0009594,INV-0027719,CUST-04142,2025-10-02,326.71,succeeded,EUR
PAY-0009595,INV-0022303,CUST-04226,2025-04-28,550.98,succeeded,USD
PAY-0009596,INV-0035278,CUST-02904,2025-01-10,163.26,failed,USD
PAY-0009597,INV-0006055,CUST-04225,2025-06-12,253.82,succeeded,USD
PAY-0009598,INV-0007053,CUST-04689,2025-06-07,743.2,succeeded,USD
PAY-0009599,INV-0005200,CUST-02673,2025-11-16,447.93,succeeded,USD
PAY-0009600,INV-0011448,CUST-01481,2025-04-28,70.19,succeeded,USD
PAY-0009601,INV-0033826,CUST-01900,2025-09-12,98.81,succeeded,USD
PAY-0009602,INV-0005057,CUST-02706,2025-09-27,200.98,succeeded,USD
PAY-0009603,INV-0024288,CUST-00490,2025-07-07,172.96,failed,USD
PAY-0009604,INV-0027434,CUST-03577,2025-08-21,360.5,succeeded,USD
PAY-0009605,INV-0034724,CUST-01043,2025-03-10,557.64,succeeded,USD
PAY-0009606,INV-0003193,CUST-04089,2025-04-30,208.4,succeeded,USD
PAY-0009607,INV-0009700,CUST-00968,2025-11-27,499.88,succeeded,USD
PAY-0009608,INV-0016116,CUST-02525,2025-12-04,169.18,succeeded,USD
PAY-0009609,INV-0028948,CUST-01903,2025-08-29,988.87,succeeded,USD
PAY-0009610,INV-0001614,CUST-04269,2025-06-08,336.01,failed,USD
PAY-0009611,INV-0012518,CUST-00368,2025-11-16,188.02,succeeded,USD
PAY-0009612,INV-0005585,CUST-01525,2025-08-26,443.55,succeeded,GBP
PAY-0009613,INV-0012142,CUST-02710,2025-11-01,546.93,succeeded,USD
PAY-0009614,INV-0031573,CUST-00014,2025-02-16,301.64,succeeded,USD
PAY-0009615,INV-0042008,CUST-00923,2025-08-15,147.91,succeeded,GBP
PAY-0009616,INV-0000526,CUST-01394,2025-11-17,294.26,succeeded,USD
PAY-0009617,INV-0026575,CUST-02579,2025-09-08,589.03,succeeded,USD
PAY-0009618,INV-0038705,CUST-03948,2025-01-16,400.04,succeeded,USD
PAY-0009619,INV-0022698,CUST-04546,2025-08-04,71.22,succeeded,USD
PAY-0009620,INV-0037234,CUST-01434,2025-04-22,282.46,succeeded,EUR
PAY-0009621,INV-0003757,CUST-03750,2025-12-06,1012.47,succeeded,USD
PAY-0009622,INV-0032635,CUST-03113,2025-12-12,416.66,succeeded,USD
PAY-0009623,INV-0032508,CUST-03611,2025-01-20,51.87,pending,EUR
PAY-0009624,INV-0028644,CUST-04897,2025-02-16,262.47,pending,EUR
PAY-0009625,INV-0013593,CUST-02976,2025-04-12,265.65,failed,EUR
PAY-0009626,INV-0020063,CUST-01104,2025-11-19,878.01,succeeded,USD
PAY-0009627,INV-0042313,CUST-03905,2025-07-11,360.77,succeeded,USD
PAY-0009628,INV-0038243,CUST-03816,2025-10-29,403.81,succeeded,USD
PAY-0009629,INV-0026848,CUST-01362,2025-02-14,201.84,succeeded,EUR
PAY-0009630,INV-0003094,CUST-01251,2025-09-08,380.37,succeeded,USD
PAY-0009631,INV-0032366,CUST-04534,2025-04-27,1262.37,succeeded,USD
PAY-0009632,INV-0037965,CUST-00664,2025-04-20,376.9,succeeded,USD
PAY-0009633,INV-0028596,CUST-04268,2025-11-23,732.39,succeeded,USD
PAY-0009634,INV-0036071,CUST-02623,2025-05-05,590.5,succeeded,USD
PAY-0009635,INV-0035277,CUST-00325,2025-04-01,195.8,succeeded,EUR
PAY-0009636,INV-0031225,CUST-02778,2025-03-09,855.07,succeeded,USD
PAY-0009637,INV-0033265,CUST-04504,2025-01-07,453.97,succeeded,USD
PAY-0009638,INV-0039830,CUST-04371,2025-07-02,202.92,succeeded,USD
PAY-0009639,INV-0040790,CUST-03123,2025-05-10,372.9,succeeded,USD
PAY-0009640,INV-0010589,CUST-02768,2025-02-23,298.93,succeeded,USD
PAY-0009641,INV-0029691,CUST-01953,2025-03-29,522.39,succeeded,USD
PAY-0009642,INV-0041476,CUST-02493,2025-06-24,285.72,succeeded,EUR
PAY-0009643,INV-0004033,CUST-01819,2025-01-29,90.76,succeeded,USD
PAY-0009644,INV-0004310,CUST-04695,2025-10-27,411.65,succeeded,USD
PAY-0009645,INV-0012423,CUST-00839,2025-05-15,286.25,failed,USD
PAY-0009646,INV-0025788,CUST-02111,2025-06-12,312.8,succeeded,USD
