ticket_id,customer_id,created_at,priority,status,first_response_at,resolved_at
TCK-0002698,CUST-00487,2025-09-02,high,resolved,2025-09-02 04:49:00,2025-09-02 18:11:00
TCK-0002699,CUST-01785,2025-10-17,low,resolved,2025-10-17 05:46:00,2025-10-18 05:04:00
TCK-0002700,CUST-02273,2025-03-24,low,resolved,2025-03-24 03:36:00,2025-03-24 21:42:00
TCK-0002701,CUST-00030,2025-12-12,low,resolved,2025-12-12 04:04:00,2025-12-14 09:57:00
TCK-0002702,CUST-00083,2025-05-15,high,resolved,2025-05-15 05:00:00,2025-05-18 19:44:00
TCK-0002703,CUST-00181,2025-05-17,high,open,2025-05-17 01:52:00,2025-05-19 00:59:00
TCK-0002704,CUST-04653,2025-04-10,low,resolved,2025-04-10 03:12:00,2025-04-10 13:59:00
TCK-0002705,CUST-04504,2025-10-02,critical,resolved,2025-10-02 03:19:00,2025-10-03 22:11:00
TCK-0002706,CUST-01583,2025-04-23,medium,resolved,2025-04-23 04:37:00,2025-04-24 10:57:00
TCK-0002707,CUST-01745,2025-02-04,low,resolved,2025-02-04 05:20:00,2025-02-06 15:02:00
TCK-0002708,CUST-03755,2025-12-02,medium,resolved,2025-12-02 02:12:00,2025-12-02 04:05:00
TCK-0002709,CUST-02202,2025-11-03,medium,resolved,2025-11-03 05:26:00,2025-11-06 20:14:00
TCK-0002710,CUST-02656,2025-02-20,low,open,2025-02-20 02:54:00,2025-02-21 12:35:00
TCK-0002711,CUST-04178,2025-11-11,low,open,2025-11-11 05:48:00,2025-11-13 05:55:00
TCK-0002712,CUST-03105,2025-05-13,high,resolved,2025-05-13 03:33:00,2025-05-14 01:51:00
TCK-0002713,CUST-01609,2025-01-02,medium,resolved,2025-01-02 02:17:00,2025-01-04 09:53:00
TCK-0002714,CUST-00553,2025-07-31,low,resolved,2025-07-31 04:10:00,2025-08-01 00:21:00
TCK-0002715,CUST-04984,2025-12-22,high,resolved,2025-12-22 04:05:00,2025-12-22 03:45:00
TCK-0002716,CUST-02958,2025-03-26,high,resolved,2025-03-26 03:51:00,2025-03-26 05:02:00
TCK-0002717,CUST-00462,2025-04-04,medium,resolved,2025-04-04 01:11:00,2025-04-06 18:47:00
TCK-0002718,CUST-03111,2025-09-27,high,resolved,2025-09-27 04:16:00,2025-10-01 00:10:00
TCK-0002719,CUST-01659,2025-04-07,low,resolved,2025-04-07 00:20:00,2025-04-08 09:56:00
TCK-0002720,CUST-00219,2025-08-06,high,resolved,2025-08-06 04:17:00,2025-08-08 23:34:00
TCK-0002721,CUST-01990,2025-04-23,low,resolved,2025-04-23 05:30:00,2025-04-26 15:32:00
TCK-0002722,CUST-03101,2025-10-09,low,resolved,2025-10-09 05:47:00,2025-10-13 00:56:00
TCK-0002723,CUST-04105,2025-11-27,low,resolved,2025-11-27 00:46:00,2025-11-30 16:43:00
TCK-0002724,CUST-00804,2025-08-05,medium,resolved,2025-08-05 02:56:00,2025-08-08 10:02:00
TCK-0002725,CUST-02517,2025-01-22,low,resolved,2025-01-22 00:45:00,2025-01-23 08:14:00
TCK-0002726,CUST-04069,2025-11-28,high,resolved,2025-11-28 03:22:00,2025-11-28 22:34:00
TCK-0002727,CUST-02597,2025-01-25,low,resolved,2025-01-25 00:13:00,2025-01-27 23:38:00
TCK-0002728,CUST-02507,2025-02-17,medium,open,2025-02-17 05:17:00,2025-02-18 17:25:00
TCK-0002729,CUST-03071,2025-05-29,medium,resolved,2025-05-29 01:56:00,2025-05-29 10:29:00
TCK-0002730,CUST-04046,2025-10-04,medium,resolved,2025-10-04 02:35:00,2025-10-06 07:50:00
TCK-0002731,CUST-02303,2025-08-05,low,resolved,2025-08-05 02:47:00,2025-08-06 14:54:00
TCK-0002732,CUST-02187,2025-09-23,high,resolved,2025-09-23 05:03:00,2025-09-25 16:26:00
TCK-0002733,CUST-02288,2025-07-24,low,resolved,2025-07-24 04:50:00,2025-07-27 20:51:00
TCK-0002734,CUST-02558,2025-04-15,high,resolved,2025-04-15 03:18:00,2025-04-15 20:40:00
TCK-0002735,CUST-01273,2025-03-25,medium,open,2025-03-25 00:35:00,2025-03-28 08:22:00
TCK-0002736,CUST-03120,2025-07-16,high,resolved,2025-07-16 02:33:00,2025-07-17 22:35:00
TCK-0002737,CUST-00581,2025-02-18,low,resolved,2025-02-18 05:56:00,2025-02-21 13:16:00
TCK-0002738,CUST-04946,2025-09-19,low,resolved,2025-09-19 05:31:00,2025-09-21 06:43:00
TCK-0002739,CUST-00539,2025-08-21,medium,resolved,2025-08-21 01:04:00,2025-08-21 01:35:00
TCK-0002740,CUST-04791,2025-09-10,medium,resolved,2025-09-10 03:47:00,2025-09-11 12:42:00
TCK-0002741,CUST-01003,2025-09-26,critical,resolved,2025-09-26 00:17:00,2025-09-26 11:05:00
TCK-0002742,CUST-01253,2025-08-22,medium,resolved,2025-08-22 02:09:00,2025-08-25 15:42:00
TCK-0002743,CUST-02634,2025-01-23,low,open,2025-01-23 03:28:00,2025-01-26 13:34:00
TCK-0002744,CUST-00965,2025-04-03,low,resolved,2025-04-03 01:45:00,2025-04-06 16:03:00
TCK-0002745,CUST-03490,2025-02-05,low,resolved,2025-02-05 04:48:00,2025-02-06 07:11:00
TCK-0002746,CUST-01140,2025-01-19,low,resolved,2025-01-19 00:29:00,2025-01-22 13:16:00
TCK-0002747,CUST-02735,2025-10-24,medium,resolved,2025-10-24 02:16:00,2025-10-25 23:47:00
TCK-0002748,CUST-02575,2025-10-15,medium,open,2025-10-15 01:47:00,2025-10-18 10:22:00
TCK-0002749,CUST-02449,2025-11-12,low,resolved,2025-11-12 05:40:00,2025-11-12 22:19:00
TCK-0002750,CUST-03330,2025-07-13,medium,resolved,2025-07-13 03:36:00,2025-07-14 12:37:00
TCK-0002751,CUST-00374,2025-11-15,low,resolved,2025-11-15 03:49:00,2025-11-17 09:32:00
TCK-0002752,CUST-01069,2025-09-07,medium,resolved,2025-09-07 00:07:00,2025-09-07 20:11:00
TCK-0002753,CUST-02850,2025-07-28,low,open,2025-07-28 00:49:00,2025-07-28 15:21:00
TCK-0002754,CUST-03550,2025-07-14,medium,open,2025-07-14 05:32:00,2025-07-16 20:41:00
TCK-0002755,CUST-00229,2025-12-01,low,resolved,2025-12-01 02:20:00,2025-12-04 08:16:00
TCK-0002756,CUST-02296,2025-02-15,medium,open,2025-02-15 05:37:00,2025-02-15 18:58:00
TCK-0002757,CUST-03286,2025-04-07,high,resolved,2025-04-07 05:08:00,2025-04-08 03:59:00
TCK-0002758,CUST-04847,2025-08-14,low,resolved,2025-08-14 00:57:00,2025-08-17 12:30:00
TCK-0002759,CUST-03544,2025-03-28,low,resolved,2025-03-28 01:27:00,2025-03-31 04:32:00
TCK-0002760,CUST-00841,2025-10-06,low,resolved,2025-10-06 04:02:00,2025-10-09 16:48:00
TCK-0002761,CUST-01464,2025-04-13,medium,resolved,2025-04-13 00:14:00,2025-04-15 13:57:00
TCK-0002762,CUST-02820,2025-01-06,medium,resolved,2025-01-06 00:36:00,2025-01-06 02:37:00
TCK-0002763,CUST-03777,2025-12-29,medium,resolved,2025-12-29 02:43:00,2025-12-30 04:00:00
TCK-0002764,CUST-00361,2025-06-07,medium,resolved,2025-06-07 01:04:00,2025-06-10 20:04:00
TCK-0002765,CUST-00732,2025-03-03,low,resolved,2025-03-03 01:41:00,2025-03-04 22:39:00
TCK-0002766,CUST-03067,2025-05-02,medium,resolved,2025-05-02 01:46:00,2025-05-02 19:29:00
TCK-0002767,CUST-00366,2025-09-21,low,resolved,2025-09-21 00:08:00,2025-09-23 11:41:00
TCK-0002768,CUST-03785,2025-07-17,low,resolved,2025-07-17 04:45:00,2025-07-21 03:32:00
TCK-0002769,CUST-03359,2025-07-31,medium,open,2025-07-31 00:59:00,2025-08-02 05:49:00
TCK-0002770,CUST-02069,2025-10-11,high,resolved,2025-10-11 03:57:00,2025-10-12 22:03:00
TCK-0002771,CUST-04192,2025-03-23,low,resolved,2025-03-23 03:08:00,2025-03-26 12:11:00
TCK-0002772,CUST-01938,2025-08-18,medium,resolved,2025-08-18 05:56:00,2025-08-18 07:36:00
TCK-0002773,CUST-03217,2025-06-27,low,resolved,2025-06-27 02:15:00,2025-06-30 11:45:00
TCK-0002774,CUST-00969,2025-12-12,low,resolved,2025-12-12 03:46:00,2025-12-13 23:03:00
TCK-0002775,CUST-00322,2025-05-27,low,resolved,2025-05-27 04:22:00,2025-05-27 07:46:00
TCK-0002776,CUST-04902,2025-08-21,low,resolved,2025-08-21 02:13:00,2025-08-21 05:19:00
TCK-0002777,CUST-01318,2025-03-04,high,open,2025-03-04 03:01:00,2025-03-08 03:23:00
TCK-0002778,CUST-03890,2025-01-01,low,resolved,2025-01-01 04:44:00,2025-01-01 16:20:00
TCK-0002779,CUST-01768,2025-10-27,high,resolved,2025-10-27 05:20:00,2025-10-28 05:04:00
TCK-0002780,CUST-00467,2025-06-19,low,resolved,2025-06-19 01:27:00,2025-06-19 08:02:00
TCK-0002781,CUST-04881,2025-04-16,low,resolved,2025-04-16 00:09:00,2025-04-18 02:33:00
TCK-0002782,CUST-04424,2025-12-04,low,resolved,2025-12-04 01:44:00,2025-12-06 02:47:00
TCK-0002783,CUST-00344,2025-04-26,low,open,2025-04-26 02:39:00,2025-04-27 13:09:00
TCK-0002784,CUST-03862,2025-03-17,medium,resolved,2025-03-17 05:07:00,2025-03-21 02:29:00
TCK-0002785,CUST-02546,2025-11-14,medium,resolved,2025-11-14 03:21:00,2025-11-15 12:38:00
TCK-0002786,CUST-00984,2025-12-05,low,resolved,2025-12-05 03:38:00,2025-12-09 02:20:00
TCK-0002787,CUST-03119,2025-09-22,medium,resolved,2025-09-22 05:51:00,2025-09-23 18:27:00
TCK-0002788,CUST-00106,2025-04-23,low,resolved,2025-04-23 02:22:00,2025-04-23 04:54:00
TCK-0002789,CUST-03206,2025-02-03,low,resolved,2025-02-03 03:16:00,2025-02-06 15:32:00
TCK-0002790,CUST-03823,2025-10-15,medium,resolved,2025-10-15 02:13:00,2025-10-18 16:33:00
TCK-0002791,CUST-01708,2025-01-14,low,resolved,2025-01-14 02:48:00,2025-01-14 01:21:00
TCK-0002792,CUST-04135,2025-05-04,high,resolved,2025-05-04 05:57:00,2025-05-04 14:55:00
TCK-0002793,CUST-03521,2025-12-28,low,open,2025-12-28 03:12:00,2025-12-28 09:02:00
TCK-0002794,CUST-00819,2025-12-02,low,resolved,2025-12-02 05:36:00,2025-12-05 10:05:00
TCK-0002795,CUST-01462,2025-02-11,low,resolved,2025-02-11 03:53:00,2025-02-12 02:08:00
TCK-0002796,CUST-03511,2025-01-18,high,resolved,2025-01-18 04:32:00,2025-01-21 00:47:00
TCK-0002797,CUST-04567,2025-04-05,critical,resolved,2025-04-05 05:58:00,2025-04-06 14:54:00
TCK-0002798,CUST-03680,2025-05-06,low,resolved,2025-05-06 00:41:00,2025-05-07 18:13:00
TCK-0002799,CUST-03132,2025-06-11,medium,open,2025-06-11 05:55:00,2025-06-11 22:51:00
TCK-0002800,CUST-01661,2025-09-22,low,resolved,2025-09-22 00:51:00,2025-09-22 03:52:00
TCK-0002801,CUST-03676,2025-07-03,medium,resolved,2025-07-03 01:05:00,2025-07-03 11:42:00
TCK-0002802,CUST-01855,2025-03-17,medium,resolved,2025-03-17 05:05:00,2025-03-18 12:16:00
TCK-0002803,CUST-01710,2025-07-05,high,resolved,2025-07-05 02:18:00,2025-07-05 13:34:00
TCK-0002804,CUST-01945,2025-08-27,medium,resolved,2025-08-27 04:35:00,2025-08-27 16:54:00
TCK-0002805,CUST-04106,2025-09-11,low,resolved,2025-09-11 04:04:00,2025-09-12 12:46:00
TCK-0002806,CUST-00362,2025-05-06,medium,resolved,2025-05-06 04:49:00,2025-05-09 07:18:00
TCK-0002807,CUST-01571,2025-06-17,low,resolved,2025-06-17 01:29:00,2025-06-18 22:25:00
TCK-0002808,CUST-04942,2025-09-04,low,resolved,2025-09-04 02:52:00,2025-09-06 17:45:00
TCK-0002809,CUST-02222,2025-07-12,low,resolved,2025-07-12 05:44:00,2025-07-12 12:46:00
TCK-0002810,CUST-04878,2025-01-30,high,open,2025-01-30 05:29:00,2025-01-30 15:34:00
TCK-0002811,CUST-01580,2025-04-14,medium,resolved,2025-04-14 01:24:00,2025-04-17 19:17:00
TCK-0002812,CUST-00974,2025-08-07,low,resolved,2025-08-07 04:51:00,2025-08-08 21:21:00
TCK-0002813,CUST-01920,2025-02-18,low,resolved,2025-02-18 04:12:00,2025-02-18 01:22:00
TCK-0002814,CUST-01989,2025-11-10,high,resolved,2025-11-10 02:32:00,2025-11-11 02:35:00
TCK-0002815,CUST-02341,2025-04-27,medium,resolved,2025-04-27 03:22:00,2025-04-30 23:29:00
TCK-0002816,CUST-00318,2025-01-10,medium,resolved,2025-01-10 03:08:00,2025-01-10 20:25:00
TCK-0002817,CUST-01894,2025-01-14,medium,resolved,2025-01-14 03:09:00,2025-01-17 21:15:00
TCK-0002818,CUST-00015,2025-09-13,low,resolved,2025-09-13 01:24:00,2025-09-15 16:57:00
TCK-0002819,CUST-01362,2025-06-25,low,resolved,2025-06-25 04:10:00,2025-06-25 11:00:00
TCK-0002820,CUST-03624,2025-01-19,medium,open,2025-01-19 01:51:00,2025-01-19 23:23:00
TCK-0002821,CUST-01945,2025-03-21,high,open,2025-03-21 02:18:00,2025-03-22 15:38:00
TCK-0002822,CUST-02137,2025-02-22,high,resolved,2025-02-22 03:21:00,2025-02-22 05:04:00
TCK-0002823,CUST-01128,2025-07-20,critical,resolved,2025-07-20 01:35:00,2025-07-22 18:55:00
TCK-0002824,CUST-03027,2025-11-29,medium,resolved,2025-11-29 04:59:00,2025-11-29 02:35:00
TCK-0002825,CUST-03188,2025-01-12,low,resolved,2025-01-12 05:03:00,2025-01-14 06:58:00
TCK-0002826,CUST-01429,2025-02-24,low,resolved,2025-02-24 01:42:00,2025-02-24 16:17:00
TCK-0002827,CUST-01472,2025-06-17,medium,resolved,2025-06-17 02:08:00,2025-06-18 01:13:00
TCK-0002828,CUST-04160,2025-08-03,low,resolved,2025-08-03 03:52:00,2025-08-05 22:31:00
TCK-0002829,CUST-03596,2025-11-14,medium,resolved,2025-11-14 04:08:00,2025-11-14 04:58:00
TCK-0002830,CUST-04654,2025-02-08,low,resolved,2025-02-08 01:20:00,2025-02-10 01:01:00
TCK-0002831,CUST-03152,2025-04-12,medium,resolved,2025-04-12 00:34:00,2025-04-15 09:01:00
TCK-0002832,CUST-01153,2025-05-19,medium,open,2025-05-19 04:09:00,2025-05-19 18:28:00
TCK-0002833,CUST-01290,2025-09-09,medium,open,2025-09-09 02:11:00,2025-09-12 16:04:00
TCK-0002834,CUST-01150,2025-03-22,medium,resolved,2025-03-22 01:35:00,2025-03-23 17:18:00
TCK-0002835,CUST-02492,2025-05-09,low,resolved,2025-05-09 02:52:00,2025-05-11 07:22:00
TCK-0002836,CUST-01873,2025-05-21,low,resolved,2025-05-21 02:57:00,2025-05-23 14:26:00
TCK-0002837,CUST-01920,2025-08-11,high,resolved,2025-08-11 05:39:00,2025-08-11 05:23:00
TCK-0002838,CUST-04153,2025-10-23,low,resolved,2025-10-23 01:25:00,2025-10-23 07:50:00
TCK-0002839,CUST-04224,2025-12-08,low,resolved,2025-12-08 03:32:00,2025-12-10 04:42:00
TCK-0002840,CUST-01233,2025-03-12,low,resolved,2025-03-12 04:59:00,2025-03-15 23:59:00
TCK-0002841,CUST-02537,2025-05-20,low,resolved,2025-05-20 01:09:00,2025-05-22 16:04:00
TCK-0002842,CUST-04621,2025-12-22,medium,resolved,2025-12-22 04:12:00,2025-12-24 07:45:00
TCK-0002843,CUST-02867,2025-06-06,low,resolved,2025-06-06 04:33:00,2025-06-07 17:34:00
TCK-0002844,CUST-01971,2025-07-15,low,open,2025-07-15 03:44:00,2025-07-19 00:13:00
TCK-0002845,CUST-04336,2025-10-14,low,resolved,2025-10-14 01:31:00,2025-10-15 17:22:00
TCK-0002846,CUST-00439,2025-05-18,medium,resolved,2025-05-18 02:40:00,2025-05-21 20:09:00
TCK-0002847,CUST-03624,2025-08-16,medium,resolved,2025-08-16 01:23:00,2025-08-17 13:07:00
TCK-0002848,CUST-03444,2025-07-22,high,resolved,2025-07-22 03:39:00,2025-07-25 18:29:00
TCK-0002849,CUST-01095,2025-06-25,high,resolved,2025-06-25 00:27:00,2025-06-27 06:30:00
TCK-0002850,CUST-02172,2025-01-18,medium,resolved,2025-01-18 01:58:00,2025-01-20 22:39:00
TCK-0002851,CUST-00937,2025-07-24,critical,resolved,2025-07-24 01:34:00,2025-07-27 00:59:00
TCK-0002852,CUST-02668,2025-02-13,medium,open,2025-02-13 05:49:00,2025-02-14 06:22:00
TCK-0002853,CUST-01369,2025-08-06,critical,resolved,2025-08-06 00:07:00,2025-08-07 06:29:00
TCK-0002854,CUST-01513,2025-07-27,high,resolved,2025-07-27 03:28:00,2025-07-29 00:45:00
TCK-0002855,CUST-00317,2025-03-12,low,resolved,2025-03-12 04:50:00,2025-03-15 13:14:00
TCK-0002856,CUST-01274,2025-04-27,low,resolved,2025-04-27 03:19:00,2025-04-28 06:12:00
TCK-0002857,CUST-04855,2025-05-16,medium,resolved,2025-05-16 02:21:00,2025-05-17 03:01:00
TCK-0002858,CUST-01528,2025-04-17,high,resolved,2025-04-17 04:47:00,2025-04-19 05:36:00
TCK-0002859,CUST-00197,2025-11-21,critical,resolved,2025-11-21 03:25:00,2025-11-23 23:10:00
TCK-0002860,CUST-04068,2025-08-04,medium,resolved,2025-08-04 05:18:00,2025-08-06 23:48:00
TCK-0002861,CUST-03300,2025-09-23,critical,resolved,2025-09-23 03:18:00,2025-09-25 16:44:00
TCK-0002862,CUST-04958,2025-10-20,low,resolved,2025-10-20 01:20:00,2025-10-22 14:47:00
TCK-0002863,CUST-04067,2025-10-28,low,resolved,2025-10-28 00:36:00,2025-10-30 12:07:00
TCK-0002864,CUST-03348,2025-09-18,low,resolved,2025-09-18 01:01:00,2025-09-21 15:33:00
TCK-0002865,CUST-00439,2025-02-16,low,open,2025-02-16 02:02:00,2025-02-20 00:43:00
TCK-0002866,CUST-00920,2025-06-10,low,resolved,2025-06-10 02:03:00,2025-06-12 06:37:00
TCK-0002867,CUST-03172,2025-12-16,medium,resolved,2025-12-16 01:59:00,2025-12-16 15:30:00
TCK-0002868,CUST-04355,2025-04-30,medium,resolved,2025-04-30 05:38:00,2025-05-01 16:47:00
TCK-0002869,CUST-04106,2025-11-05,low,open,2025-11-05 05:06:00,2025-11-05 20:14:00
TCK-0002870,CUST-02383,2025-05-26,medium,resolved,2025-05-26 04:12:00,2025-05-26 08:01:00
TCK-0002871,CUST-04838,2025-05-20,high,resolved,2025-05-20 01:55:00,2025-05-20 03:01:00
TCK-0002872,CUST-02612,2025-04-24,low,resolved,2025-04-24 05:58:00,2025-04-26 09:25:00
TCK-0002873,CUST-04565,2025-08-03,high,resolved,2025-08-03 01:15:00,2025-08-05 12:05:00
TCK-0002874,CUST-00018,2025-09-04,high,resolved,2025-09-04 03:44:00,2025-09-07 02:15:00
TCK-0002875,CUST-03106,2025-11-27,critical,resolved,2025-11-27 00:30:00,2025-11-27 10:27:00
TCK-0002876,CUST-01561,2025-10-11,low,open,2025-10-11 03:41:00,2025-10-11 13:22:00
TCK-0002877,CUST-03382,2025-09-19,medium,resolved,2025-09-19 05:12:00,2025-09-21 07:27:00
TCK-0002878,CUST-02774,2025-05-05,medium,resolved,2025-05-05 02:49:00,2025-05-07 00:37:00
TCK-0002879,CUST-01700,2025-06-10,high,resolved,2025-06-10 05:35:00,2025-06-11 08:09:00
TCK-0002880,CUST-00522,2025-06-13,low,resolved,2025-06-13 02:21:00,2025-06-16 15:40:00
TCK-0002881,CUST-03618,2025-05-07,critical,resolved,2025-05-07 00:30:00,2025-05-09 01:02:00
TCK-0002882,CUST-02803,2025-07-14,high,resolved,2025-07-14 04:27:00,2025-07-15 15:18:00
TCK-0002883,CUST-01552,2025-11-23,low,resolved,2025-11-23 02:32:00,2025-11-23 17:40:00
TCK-0002884,CUST-03839,2025-03-01,low,resolved,2025-03-01 04:27:00,2025-03-02 04:47:00
TCK-0002885,CUST-00102,2025-07-22,medium,open,2025-07-22 04:31:00,2025-07-22 01:20:00
TCK-0002886,CUST-03527,2025-02-12,high,resolved,2025-02-12 04:01:00,2025-02-16 00:20:00
TCK-0002887,CUST-04760,2025-08-10,low,resolved,2025-08-10 00:22:00,2025-08-11 15:48:00
TCK-0002888,CUST-00298,2025-04-14,medium,resolved,2025-04-14 05:49:00,2025-04-17 08:50:00
TCK-0002889,CUST-00008,2025-12-04,low,resolved,2025-12-04 01:57:00,2025-12-06 12:48:00
TCK-0002890,CUST-03934,2025-10-12,low,resolved,2025-10-12 01:23:00,2025-10-12 15:54:00
TCK-0002891,CUST-04976,2025-09-04,low,resolved,2025-09-04 05:29:00,2025-09-05 15:40:00
TCK-0002892,CUST-01375,2025-01-07,high,open,2025-01-07 02:58:00,2025-01-07 15:44:00
TCK-0002893,CUST-04558,2025-12-17,low,resolved,2025-12-17 05:38:00,2025-12-19 09:32:00
TCK-0002894,CUST-01670,2025-05-10,medium,open,2025-05-10 02:09:00,2025-05-12 11:32:00
TCK-0002895,CUST-01763,2025-08-18,medium,resolved,2025-08-18 00:38:00,2025-08-19 15:10:00
TCK-0002896,CUST-00876,2025-08-18,low,resolved,2025-08-18 00:49:00,2025-08-20 01:22:00
TCK-0002897,CUST-03713,2025-10-30,low,resolved,2025-10-30 02:13:00,2025-11-02 14:02:00
TCK-0002898,CUST-01367,2025-04-26,medium,resolved,2025-04-26 03:30:00,2025-04-28 07:09:00
TCK-0002899,CUST-04468,2025-05-01,medium,resolved,2025-05-01 02:08:00,2025-05-01 18:44:00
TCK-0002900,CUST-00596,2025-02-08,low,resolved,2025-02-08 03:43:00,2025-02-10 12:21:00
TCK-0002901,CUST-00301,2025-01-24,low,resolved,2025-01-24 01:46:00,2025-01-27 12:25:00
TCK-0002902,CUST-00018,2025-04-01,medium,resolved,2025-04-01 05:32:00,2025-04-04 16:28:00
TCK-0002903,CUST-03923,2025-11-09,low,resolved,2025-11-09 01:00:00,2025-11-12 02:49:00
TCK-0002904,CUST-02230,2025-10-28,low,open,2025-10-28 04:36:00,2025-10-30 14:48:00
TCK-0002905,CUST-01274,2025-10-15,medium,open,2025-10-15 05:15:00,2025-10-18 04:36:00
TCK-0002906,CUST-03503,2025-01-30,high,resolved,2025-01-30 01:26:00,2025-02-01 04:32:00
TCK-0002907,CUST-04210,2025-02-01,medium,resolved,2025-02-01 05:03:00,2025-02-01 08:52:00
TCK-0002908,CUST-03585,2025-10-21,medium,resolved,2025-10-21 05:26:00,2025-10-23 07:51:00
TCK-0002909,CUST-04198,2025-11-08,high,open,2025-11-08 04:19:00,2025-11-11 16:20:00
TCK-0002910,CUST-01078,2025-05-26,low,resolved,2025-05-26 03:41:00,2025-05-27 00:30:00
TCK-0002911,CUST-02920,2025-06-15,medium,resolved,2025-06-15 05:01:00,2025-06-17 09:11:00
TCK-0002912,CUST-04346,2025-10-14,medium,resolved,2025-10-14 05:28:00,2025-10-15 18:51:00
TCK-0002913,CUST-04388,2025-11-25,medium,resolved,2025-11-25 00:24:00,2025-11-27 04:46:00
TCK-0002914,CUST-00721,2025-02-01,low,resolved,2025-02-01 05:27:00,2025-02-01 21:58:00
TCK-0002915,CUST-01574,2025-06-04,low,resolved,2025-06-04 04:16:00,2025-06-04 17:57:00
TCK-0002916,CUST-01381,2025-05-10,low,resolved,2025-05-10 00:31:00,2025-05-10 10:02:00
TCK-0002917,CUST-02111,2025-12-02,high,open,2025-12-02 04:36:00,2025-12-04 19:35:00
TCK-0002918,CUST-01340,2025-01-30,high,resolved,2025-01-30 01:51:00,2025-02-01 21:33:00
TCK-0002919,CUST-03227,2025-02-24,medium,resolved,2025-02-24 04:49:00,2025-02-26 08:15:00
TCK-0002920,CUST-03332,2025-01-06,high,open,2025-01-06 02:56:00,2025-01-07 22:27:00
TCK-0002921,CUST-04746,2025-06-15,medium,resolved,2025-06-15 03:00:00,2025-06-18 14:55:00
TCK-0002922,CUST-04463,2025-12-04,low,resolved,2025-12-04 00:09:00,2025-12-06 03:25:00
TCK-0002923,CUST-00017,2025-11-15,medium,resolved,2025-11-15 03:13:00,2025-11-18 19:02:00
TCK-0002924,CUST-04440,2025-03-22,low,resolved,2025-03-22 01:48:00,2025-03-25 15:36:00
TCK-0002925,CUST-04043,2025-04-08,medium,open,2025-04-08 05:38:00,2025-04-11 22:59:00
TCK-0002926,CUST-03440,2025-08-31,medium,resolved,2025-08-31 04:36:00,2025-09-01 22:51:00
TCK-0002927,CUST-00959,2025-10-27,medium,open,2025-10-27 04:07:00,2025-10-30 04:49:00
TCK-0002928,CUST-03553,2025-12-12,low,resolved,2025-12-12 00:15:00,2025-12-15 15:41:00
TCK-0002929,CUST-03977,2025-03-18,low,resolved,2025-03-18 01:03:00,2025-03-21 09:43:00
TCK-0002930,CUST-01330,2025-11-19,medium,resolved,2025-11-19 05:00:00,2025-11-19 11:21:00
TCK-0002931,CUST-00276,2025-03-24,low,resolved,2025-03-24 03:13:00,2025-03-26 10:44:00
TCK-0002932,CUST-02919,2025-05-11,high,resolved,2025-05-11 00:40:00,2025-05-12 08:49:00
TCK-0002933,CUST-00984,2025-05-27,medium,resolved,2025-05-27 01:20:00,2025-05-27 07:01:00
TCK-0002934,CUST-01448,2025-01-08,low,resolved,2025-01-08 00:17:00,2025-01-09 11:52:00
TCK-0002935,CUST-02730,2025-12-09,high,resolved,2025-12-09 05:34:00,2025-12-11 14:57:00
TCK-0002936,CUST-00421,2025-02-19,critical,resolved,2025-02-19 02:22:00,2025-02-20 09:02:00
TCK-0002937,CUST-03261,2025-03-29,medium,open,2025-03-29 03:12:00,2025-03-30 15:56:00
TCK-0002938,CUST-04292,2025-11-18,medium,resolved,2025-11-18 04:33:00,2025-11-20 20:11:00
TCK-0002939,CUST-03380,2025-12-16,low,resolved,2025-12-16 02:29:00,2025-12-18 15:52:00
TCK-0002940,CUST-03695,2025-01-21,medium,resolved,2025-01-21 05:24:00,2025-01-24 20:45:00
TCK-0002941,CUST-03109,2025-01-28,medium,resolved,2025-01-28 02:26:00,2025-01-30 09:48:00
TCK-0002942,CUST-02067,2025-11-08,high,resolved,2025-11-08 01:05:00,2025-11-10 19:49:00
TCK-0002943,CUST-01215,2025-05-31,critical,resolved,2025-05-31 02:19:00,2025-05-31 14:15:00
TCK-0002944,CUST-00882,2025-11-03,low,resolved,2025-11-03 02:10:00,2025-11-06 16:28:00
TCK-0002945,CUST-04243,2025-10-03,low,resolved,2025-10-03 02:18:00,2025-10-03 16:30:00
TCK-0002946,CUST-02099,2025-10-30,medium,resolved,2025-10-30 04:25:00,2025-10-30 17:14:00
TCK-0002947,CUST-00669,2025-08-15,high,resolved,2025-08-15 05:41:00,2025-08-18 11:55:00
TCK-0002948,CUST-01892,2025-04-26,low,resolved,2025-04-26 01:03:00,2025-04-28 15:01:00
TCK-0002949,CUST-03094,2025-10-10,medium,resolved,2025-10-10 03:35:00,2025-10-13 06:26:00
TCK-0002950,CUST-04907,2025-01-13,medium,resolved,2025-01-13 04:59:00,2025-01-13 08:26:00
TCK-0002951,CUST-00022,2025-11-07,medium,resolved,2025-11-07 02:36:00,2025-11-08 00:09:00
TCK-0002952,CUST-00597,2025-09-16,high,resolved,2025-09-16 05:31:00,2025-09-16 13:12:00
TCK-0002953,CUST-03892,2025-06-18,low,resolved,2025-06-18 01:23:00,2025-06-20 23:04:00
TCK-0002954,CUST-03851,2025-10-23,low,open,2025-10-23 05:34:00,2025-10-27 03:32:00
TCK-0002955,CUST-04284,2025-07-03,low,resolved,2025-07-03 05:23:00,2025-07-06 18:21:00
