opportunity_id,account_id,created_at,close_date,stage,amount
OPP-0001100,ACCT-05187,2025-11-30,2025-09-26,negotiation,12125.61
OPP-0001101,ACCT-03410,2025-09-17,2025-11-19,prospecting,10669.42
OPP-0001102,ACCT-00859,2025-05-09,2026-02-11,prospecting,26000.7
OPP-0001103,ACCT-02546,2025-10-29,2025-07-17,proposal,26019.24
OPP-0001104,ACCT-02261,2025-02-20,2025-08-03,proposal,21298.33
OPP-0001105,ACCT-04064,2025-06-28,2025-07-14,closed_lost,27859.35
OPP-0001106,ACCT-01404,2025-03-09,2026-02-21,closed_lost,31654.45
OPP-0001107,ACCT-03227,2025-12-27,2026-01-11,closed_lost,22661.9
OPP-0001108,ACCT-04983,2025-07-25,2026-03-04,prospecting,5141.16
OPP-0001109,ACCT-00854,2025-09-29,2026-02-15,prospecting,25691.09
OPP-0001110,ACCT-04604,2025-08-12,2025-05-23,prospecting,5992.69
OPP-0001111,ACCT-01976,2025-09-29,2025-02-15,prospecting,23926.36
OPP-0001112,ACCT-03622,2025-04-05,2025-03-22,prospecting,6708.19
OPP-0001113,ACCT-01790,2025-07-29,2025-08-10,closed_lost,1713.78
OPP-0001114,ACCT-02388,2025-03-13,2025-05-11,negotiation,8341.54
OPP-0001115,ACCT-03093,2025-03-21,2025-05-27,closed_won,30920.68
OPP-0001116,ACCT-00855,2025-11-29,2026-01-10,proposal,17605.72
OPP-0001117,ACCT-02032,2025-02-08,2026-02-10,proposal,36203.21
OPP-0001118,ACCT-05212,2025-11-19,2025-04-08,prospecting,14515.64
OPP-0001119,ACCT-01147,2025-11-19,2025-03-02,proposal,5339.76
OPP-0001120,ACCT-02238,2025-12-23,2025-09-17,negotiation,7941.78
OPP-0001121,ACCT-05898,2025-12-22,2025-12-31,prospecting,10662.5
OPP-0001122,ACCT-00004,2025-07-02,2026-02-17,closed_lost,25384.7
OPP-0001123,ACCT-01340,2025-03-03,2025-11-29,proposal,11303.03
OPP-0001124,ACCT-00873,2025-04-06,2025-10-26,negotiation,18650.31
OPP-0001125,ACCT-05920,2025-03-23,2025-03-20,closed_won,30951.67
OPP-0001126,ACCT-01705,2025-05-28,2025-02-23,negotiation,5997.7
OPP-0001127,ACCT-00991,2025-04-10,2025-05-19,negotiation,9497.88
OPP-0001128,ACCT-01464,2025-12-16,2026-03-01,prospecting,51411.64
OPP-0001129,ACCT-02060,2025-08-08,2025-06-16,prospecting,29196.02
OPP-0001130,ACCT-03272,2025-04-07,2026-02-14,negotiation,23198.76
OPP-0001131,ACCT-03395,2025-08-16,2025-04-28,negotiation,6211.61
OPP-0001132,ACCT-03480,2025-07-07,2026-01-12,prospecting,16096.04
OPP-0001133,ACCT-02521,2025-12-21,2026-01-28,closed_won,4281.45
OPP-0001134,ACCT-04729,2025-07-08,2025-12-25,negotiation,11152.17
OPP-0001135,ACCT-00567,2025-11-09,2025-12-06,closed_won,14111.0
OPP-0001136,ACCT-04382,2025-09-30,2025-09-03,negotiation,6114.65
OPP-0001137,ACCT-02317,2025-01-01,2025-11-20,closed_lost,7966.7
OPP-0001138,ACCT-03896,2025-06-27,2025-12-07,closed_lost,45506.43
OPP-0001139,ACCT-02787,2025-05-29,2025-03-29,prospecting,9063.35
OPP-0001140,ACCT-01955,2025-03-06,2025-07-05,prospecting,19402.38
OPP-0001141,ACCT-02238,2025-08-20,2025-08-18,proposal,9694.77
OPP-0001142,ACCT-00920,2025-12-29,2025-04-19,negotiation,21436.49
OPP-0001143,ACCT-03217,2025-05-18,2026-02-10,proposal,6033.88
OPP-0001144,ACCT-05544,2025-02-06,2025-07-19,prospecting,44600.56
OPP-0001145,ACCT-03214,2025-10-25,2025-12-16,prospecting,29197.35
OPP-0001146,ACCT-02857,2025-12-07,2026-02-16,proposal,18145.37
OPP-0001147,ACCT-00264,2025-06-08,2025-05-30,proposal,22234.55
OPP-0001148,ACCT-00464,2025-10-05,2025-05-14,prospecting,15682.92
OPP-0001149,ACCT-05234,2025-11-16,2025-11-14,closed_lost,12776.21
OPP-0001150,ACCT-01120,2025-05-12,2025-11-20,closed_won,7788.4
OPP-0001151,ACCT-05459,2025-05-26,2025-11-23,closed_lost,44359.83
OPP-0001152,ACCT-00173,2025-06-16,2025-11-21,closed_won,24657.69
OPP-0001153,ACCT-00470,2025-06-28,2025-06-30,prospecting,8623.79
OPP-0001154,ACCT-03839,2025-06-12,2025-04-03,proposal,50422.73
OPP-0001155,ACCT-03290,2025-01-02,2025-12-01,prospecting,19696.08
OPP-0001156,ACCT-01111,2025-08-27,2025-08-21,closed_won,4173.43
OPP-0001157,ACCT-04852,2025-12-13,2025-03-19,proposal,1148.98
OPP-0001158,ACCT-03361,2025-09-03,2025-03-20,proposal,1583.01
OPP-0001159,ACCT-05640,2025-10-24,2025-07-12,proposal,14839.86
OPP-0001160,ACCT-05434,2025-09-24,2026-03-06,negotiation,8662.55
OPP-0001161,ACCT-04747,2025-08-06,2025-02-11,closed_won,12641.24
OPP-0001162,ACCT-04380,2025-05-09,2025-10-23,prospecting,6978.17
OPP-0001163,ACCT-02734,2025-04-18,2025-08-24,negotiation,8435.57
OPP-0001164,ACCT-04751,2025-07-14,2025-11-01,prospecting,35261.53
OPP-0001165,ACCT-03759,2025-01-05,2025-11-17,closed_lost,31701.72
OPP-0001166,ACCT-01657,2025-07-31,2025-11-26,proposal,29456.39
OPP-0001167,ACCT-01736,2025-09-28,2025-06-14,negotiation,20470.61
OPP-0001168,ACCT-05968,2025-08-11,2025-03-13,prospecting,11939.97
OPP-0001169,ACCT-03984,2025-11-29,2025-05-03,negotiation,19314.32
OPP-0001170,ACCT-04687,2025-07-27,2025-03-18,prospecting,22316.66
OPP-0001171,ACCT-03179,2025-07-27,2025-09-07,closed_won,29938.25
OPP-0001172,ACCT-05258,2025-05-29,2025-09-24,closed_won,7010.0
OPP-0001173,ACCT-04066,2025-01-28,2025-03-28,closed_won,21297.98
OPP-0001174,ACCT-00596,2025-11-15,2025-08-27,closed_won,41117.84
OPP-0001175,ACCT-01917,2025-07-22,2026-01-12,proposal,16419.88
OPP-0001176,ACCT-02840,2025-05-03,2026-02-17,closed_won,37341.65
OPP-0001177,ACCT-03377,2025-03-04,2025-07-25,closed_won,8607.3
OPP-0001178,ACCT-01025,2025-10-14,2026-02-25,closed_lost,7216.39
OPP-0001179,ACCT-03962,2025-03-16,2025-11-09,closed_lost,18457.29
OPP-0001180,ACCT-00720,2025-03-06,2025-11-09,proposal,17299.08
OPP-0001181,ACCT-04279,2025-09-03,2026-01-07,prospecting,30157.01
OPP-0001182,ACCT-00924,2025-07-12,2026-02-19,prospecting,27066.87
OPP-0001183,ACCT-01561,2025-06-17,2025-10-15,prospecting,11251.43
OPP-0001184,ACCT-05978,2025-03-30,2025-05-04,proposal,5078.53
OPP-0001185,ACCT-04676,2025-12-09,2025-06-27,proposal,29754.82
OPP-0001186,ACCT-02499,2025-09-20,2025-08-02,proposal,30944.41
OPP-0001187,ACCT-02279,2025-06-12,2025-09-07,closed_lost,14967.38
OPP-0001188,ACCT-05501,2025-03-07,2025-04-02,proposal,15810.16
OPP-0001189,ACCT-02536,2025-09-27,2025-10-26,prospecting,6082.58
OPP-0001190,ACCT-04610,2025-09-05,2025-02-26,negotiation,4812.33
OPP-0001191,ACCT-05537,2025-11-19,2025-10-24,negotiation,11635.87
OPP-0001192,ACCT-01418,2025-05-02,2025-03-25,closed_lost,15029.82
OPP-0001193,ACCT-03210,2025-12-15,2025-03-19,closed_won,12844.26
OPP-0001194,ACCT-01457,2025-12-01,2026-02-03,proposal,14713.99
OPP-0001195,ACCT-01298,2025-09-28,2025-04-14,closed_lost,11502.23
OPP-0001196,ACCT-01396,2025-06-02,2025-06-18,proposal,7188.35
OPP-0001197,ACCT-02565,2025-07-18,2025-05-14,prospecting,15727.63
OPP-0001198,ACCT-03828,2025-12-29,2025-07-14,proposal,17137.87
OPP-0001199,ACCT-00687,2025-08-01,2025-07-07,prospecting,9813.16
OPP-0001200,ACCT-00117,2025-08-06,2025-08-13,negotiation,18287.6
OPP-0001201,ACCT-01316,2025-04-22,2025-11-17,proposal,9025.98
OPP-0001202,ACCT-01106,2025-03-07,2025-10-09,negotiation,24326.21
OPP-0001203,ACCT-00398,2025-06-24,2025-04-30,closed_won,4982.78
OPP-0001204,ACCT-02949,2025-10-21,2025-04-24,proposal,14635.96
OPP-0001205,ACCT-05265,2025-07-26,2026-01-14,closed_won,5951.26
OPP-0001206,ACCT-05729,2025-09-10,2025-02-04,negotiation,14563.89
OPP-0001207,ACCT-00345,2025-06-15,2025-03-12,closed_won,89264.97
OPP-0001208,ACCT-02421,2025-09-20,2025-03-21,proposal,18405.74
OPP-0001209,ACCT-04265,2025-05-20,2025-06-25,prospecting,3039.97
OPP-0001210,ACCT-02477,2025-11-12,2025-07-10,negotiation,18057.74
OPP-0001211,ACCT-03016,2025-09-20,2025-09-18,negotiation,27476.62
OPP-0001212,ACCT-05145,2025-08-03,2025-10-12,negotiation,4866.29
OPP-0001213,ACCT-05432,2025-02-18,2025-09-04,proposal,12500.87
OPP-0001214,ACCT-00446,2025-03-15,2025-04-30,closed_won,11590.37
OPP-0001215,ACCT-04140,2025-09-04,2025-06-18,closed_won,29205.03
OPP-0001216,ACCT-03025,2025-09-17,2025-12-18,proposal,5793.17
OPP-0001217,ACCT-02098,2025-09-15,2025-10-08,negotiation,9248.38
OPP-0001218,ACCT-02141,2025-08-27,2025-10-23,proposal,33576.01
OPP-0001219,ACCT-02638,2025-04-29,2025-09-10,prospecting,27557.49
OPP-0001220,ACCT-03014,2025-05-28,2025-03-26,negotiation,6052.98
OPP-0001221,ACCT-01362,2025-09-05,2025-02-16,proposal,425.48
OPP-0001222,ACCT-01400,2025-10-15,2025-02-05,closed_lost,40548.78
OPP-0001223,ACCT-00859,2025-12-28,2025-05-14,proposal,6076.3
OPP-0001224,ACCT-05790,2025-01-19,2025-08-14,prospecting,45149.29
OPP-0001225,ACCT-02041,2025-02-17,2025-07-25,proposal,10354.35
OPP-0001226,ACCT-01958,2025-04-17,2025-10-25,proposal,22886.46
OPP-0001227,ACCT-04734,2025-12-29,2026-01-05,negotiation,50873.5
OPP-0001228,ACCT-03738,2025-12-21,2026-02-06,proposal,8092.66
OPP-0001229,ACCT-05955,2025-05-10,2026-01-17,proposal,8111.24
OPP-0001230,ACCT-03237,2025-06-03,2025-07-14,negotiation,7479.1
OPP-0001231,ACCT-05084,2025-08-14,2025-03-28,closed_won,23414.73
OPP-0001232,ACCT-05177,2025-10-09,2025-06-10,closed_won,12455.25
OPP-0001233,ACCT-02320,2025-06-11,2025-03-04,prospecting,26111.26
OPP-0001234,ACCT-00555,2025-02-13,2025-04-20,closed_won,4884.53
OPP-0001235,ACCT-04607,2025-10-03,2025-06-25,proposal,23691.94
OPP-0001236,ACCT-03732,2025-08-22,2025-11-07,proposal,27654.78
OPP-0001237,ACCT-05359,2025-01-06,2026-02-25,prospecting,43199.44
OPP-0001238,ACCT-02112,2025-05-30,2026-02-05,negotiation,18111.84
OPP-0001239,ACCT-00889,2025-02-08,2025-03-26,proposal,12132.48
OPP-0001240,ACCT-05856,2025-07-29,2025-10-02,prospecting,13123.29
OPP-0001241,ACCT-01136,2025-12-07,2025-02-17,closed_won,14473.34
OPP-0001242,ACCT-00630,2025-03-25,2025-11-06,proposal,14687.29
OPP-0001243,ACCT-05304,2025-08-27,2025-07-30,negotiation,11263.4
OPP-0001244,ACCT-05279,2025-07-01,2025-05-22,negotiation,14100.22
OPP-0001245,ACCT-05364,2025-06-19,2025-07-11,closed_lost,18526.33
OPP-0001246,ACCT-04080,2025-06-13,2025-03-15,closed_lost,6567.38
OPP-0001247,ACCT-03834,2025-01-27,2025-02-24,closed_won,21888.62
OPP-0001248,ACCT-05162,2025-08-18,2025-10-29,proposal,14978.2
OPP-0001249,ACCT-03608,2025-08-07,2025-03-02,negotiation,15057.59
OPP-0001250,ACCT-04811,2025-05-14,2025-06-08,closed_lost,14422.14
OPP-0001251,ACCT-00381,2025-06-12,2025-07-18,prospecting,10734.75
OPP-0001252,ACCT-04790,2025-11-06,2025-11-12,closed_lost,54919.6
OPP-0001253,ACCT-01347,2025-09-07,2025-04-27,negotiation,19619.19
OPP-0001254,ACCT-05130,2025-03-20,2025-06-21,closed_lost,8790.11
OPP-0001255,ACCT-00810,2025-04-25,2026-03-05,prospecting,27533.65
OPP-0001256,ACCT-04814,2025-12-03,2025-03-19,negotiation,5986.25
OPP-0001257,ACCT-04417,2025-11-13,2025-03-10,negotiation,16592.09
OPP-0001258,ACCT-01645,2025-06-06,2025-11-23,negotiation,18265.11
OPP-0001259,ACCT-05629,2025-08-18,2025-02-11,negotiation,9928.6
OPP-0001260,ACCT-00978,2025-07-11,2025-03-19,closed_won,30022.1
OPP-0001261,ACCT-02706,2025-10-25,2025-09-07,negotiation,9987.82
OPP-0001262,ACCT-00238,2025-06-20,2025-05-15,proposal,17622.01
OPP-0001263,ACCT-03236,2025-03-22,2025-08-31,proposal,2798.68
OPP-0001264,ACCT-02942,2025-01-19,2025-11-08,closed_lost,19448.63
OPP-0001265,ACCT-00781,2025-09-01,2025-03-14,prospecting,24539.16
OPP-0001266,ACCT-02522,2025-01-23,2025-11-02,proposal,33345.58
OPP-0001267,ACCT-03497,2025-12-18,2025-04-20,closed_won,16972.97
OPP-0001268,ACCT-01789,2025-11-29,2025-07-22,negotiation,5876.46
OPP-0001269,ACCT-05981,2025-09-24,2026-02-22,closed_won,10000.23
OPP-0001270,ACCT-02800,2025-10-04,2025-04-27,negotiation,24021.1
OPP-0001271,ACCT-05131,2025-12-06,2026-03-01,closed_won,5692.51
OPP-0001272,ACCT-05413,2025-01-31,2025-07-15,proposal,4886.69
OPP-0001273,ACCT-01608,2025-06-26,2025-04-13,prospecting,29676.38
OPP-0001274,ACCT-00167,2025-09-24,2025-06-22,proposal,10509.85
OPP-0001275,ACCT-05772,2025-07-07,2025-04-02,negotiation,7546.64
OPP-0001276,ACCT-04103,2025-09-24,2025-03-28,closed_won,19983.17
OPP-0001277,ACCT-00866,2025-11-09,2025-04-11,proposal,23439.1
OPP-0001278,ACCT-01960,2025-05-12,2025-06-19,proposal,63515.34
OPP-0001279,ACCT-00155,2025-12-22,2025-04-03,prospecting,28953.59
OPP-0001280,ACCT-03361,2025-10-29,2025-06-20,prospecting,38262.83
OPP-0001281,ACCT-02335,2025-06-28,2026-02-19,prospecting,11666.13
OPP-0001282,ACCT-01153,2025-10-28,2026-01-17,negotiation,36807.17
OPP-0001283,ACCT-02506,2025-06-01,2025-12-24,negotiation,29810.78
OPP-0001284,ACCT-03677,2025-08-06,2025-04-18,negotiation,45346.67
OPP-0001285,ACCT-00349,2025-06-09,2025-05-10,negotiation,7131.19
OPP-0001286,ACCT-01588,2025-08-05,2025-11-05,prospecting,19962.51
OPP-0001287,ACCT-00306,2025-12-18,2025-08-08,proposal,32843.79
OPP-0001288,ACCT-01846,2025-04-05,2025-12-26,closed_lost,4986.52
OPP-0001289,ACCT-03486,2025-11-08,2026-02-15,proposal,24292.68
OPP-0001290,ACCT-05654,2025-11-06,2025-03-08,proposal,3543.49
OPP-0001291,ACCT-01195,2025-06-05,2026-02-22,proposal,20734.52
OPP-0001292,ACCT-01776,2025-02-20,2025-05-02,prospecting,21724.92
OPP-0001293,ACCT-02672,2025-02-03,2026-02-21,closed_lost,22525.31
OPP-0001294,ACCT-04281,2025-06-19,2026-01-04,proposal,17831.61
OPP-0001295,ACCT-02015,2025-07-10,2025-10-31,closed_lost,18409.29
OPP-0001296,ACCT-02321,2025-09-20,2025-06-25,prospecting,19254.95
OPP-0001297,ACCT-04709,2025-07-17,2025-09-19,closed_lost,27454.72
OPP-0001298,ACCT-00141,2025-10-20,2025-06-10,proposal,35185.29
OPP-0001299,ACCT-00641,2025-11-22,2025-09-09,proposal,19097.28
OPP-0001300,ACCT-05994,2025-06-11,2025-10-23,prospecting,15156.83
OPP-0001301,ACCT-03719,2025-01-26,2026-01-02,proposal,33921.23
OPP-0001302,ACCT-03663,2025-11-11,2025-04-17,closed_won,4612.16
OPP-0001303,ACCT-02383,2025-08-25,2025-06-23,proposal,60939.05
OPP-0001304,ACCT-03569,2025-02-12,2025-06-14,closed_won,10141.68
OPP-0001305,ACCT-02023,2025-10-22,2025-04-13,proposal,28966.39
OPP-0001306,ACCT-01978,2025-11-08,2026-02-12,prospecting,22299.44
OPP-0001307,ACCT-02489,2025-08-13,2025-03-03,negotiation,6292.38
OPP-0001308,ACCT-05222,2025-02-07,2026-02-20,proposal,5962.21
OPP-0001309,ACCT-00678,2025-05-02,2025-08-23,proposal,14515.78
OPP-0001310,ACCT-02029,2025-05-21,2025-10-04,closed_lost,12399.94
OPP-0001311,ACCT-04970,2025-05-09,2026-02-16,closed_won,43100.54
OPP-0001312,ACCT-00324,2025-10-29,2026-02-22,negotiation,31734.34
OPP-0001313,ACCT-02374,2025-06-14,2026-03-02,prospecting,33722.5
OPP-0001314,ACCT-04508,2025-03-04,2025-12-20,closed_lost,23503.34
OPP-0001315,ACCT-04898,2025-12-21,2025-05-22,prospecting,8197.83
OPP-0001316,ACCT-02861,2025-06-30,2025-10-20,closed_won,3882.87
OPP-0001317,ACCT-02854,2025-02-21,2025-06-14,closed_won,20161.07
OPP-0001318,ACCT-03470,2025-08-25,2025-03-13,closed_lost,27667.67
OPP-0001319,ACCT-04058,2025-03-11,2025-08-03,negotiation,4291.84
OPP-0001320,ACCT-03982,2025-02-20,2025-06-21,closed_lost,9526.73
OPP-0001321,ACCT-02718,2025-11-27,2026-01-09,prospecting,29983.31
OPP-0001322,ACCT-01769,2025-11-20,2025-04-01,proposal,21258.35
OPP-0001323,ACCT-05414,2025-09-28,2025-09-20,prospecting,16593.18
OPP-0001324,ACCT-03825,2025-07-03,2025-07-30,proposal,17057.92
OPP-0001325,ACCT-05311,2025-03-10,2025-02-23,negotiation,30777.39
OPP-0001326,ACCT-02628,2025-12-31,2026-01-03,proposal,4427.74
OPP-0001327,ACCT-01327,2025-02-18,2025-10-10,prospecting,12635.9
OPP-0001328,ACCT-04548,2025-11-28,2025-12-21,proposal,23379.94
OPP-0001329,ACCT-00014,2025-04-09,2026-03-02,prospecting,25684.77
OPP-0001330,ACCT-03144,2025-04-28,2025-10-21,closed_won,11687.68
OPP-0001331,ACCT-01326,2025-03-27,2025-02-05,closed_won,16526.21
OPP-0001332,ACCT-02795,2025-09-17,2025-06-05,proposal,24315.2
OPP-0001333,ACCT-03419,2025-08-21,2025-08-08,closed_lost,24546.51
OPP-0001334,ACCT-05809,2025-01-21,2026-02-09,proposal,5840.91
OPP-0001335,ACCT-00625,2025-03-08,2025-09-23,negotiation,9199.28
OPP-0001336,ACCT-02667,2025-05-13,2026-02-09,closed_lost,21834.24
OPP-0001337,ACCT-05118,2025-11-21,2025-10-02,closed_won,6457.09
OPP-0001338,ACCT-04937,2025-10-08,2025-03-26,proposal,3704.58
OPP-0001339,ACCT-01369,2025-06-30,2025-06-26,proposal,12445.4
OPP-0001340,ACCT-03812,2025-09-13,2025-07-13,negotiation,2236.57
OPP-0001341,ACCT-00101,2025-12-15,2025-11-16,closed_won,9489.51
OPP-0001342,ACCT-02779,2025-05-19,2025-06-11,closed_won,13842.54
OPP-0001343,ACCT-04538,2025-12-19,2025-03-10,closed_won,17578.15
OPP-0001344,ACCT-05754,2025-06-29,2025-11-02,prospecting,4068.68
OPP-0001345,ACCT-02517,2025-01-20,2025-03-25,negotiation,26285.85
OPP-0001346,ACCT-05665,2025-09-30,2025-02-20,proposal,7987.12
OPP-0001347,ACCT-02226,2025-08-31,2025-09-05,prospecting,27124.51
OPP-0001348,ACCT-02619,2025-12-18,2025-12-26,prospecting,23968.84
OPP-0001349,ACCT-00278,2025-12-24,2025-04-03,prospecting,35038.16
OPP-0001350,ACCT-03745,2025-12-22,2025-02-08,negotiation,20946.9
OPP-0001351,ACCT-00861,2025-02-17,2025-10-09,prospecting,13518.51
OPP-0001352,ACCT-00319,2025-10-26,2025-06-26,negotiation,4394.7
OPP-0001353,ACCT-00347,2025-04-30,2025-09-04,prospecting,14031.06
OPP-0001354,ACCT-00576,2025-08-24,2025-12-03,proposal,28634.65
OPP-0001355,ACCT-02199,2025-12-15,2025-11-23,prospecting,4858.19
OPP-0001356,ACCT-00312,2025-02-15,2025-11-08,proposal,6946.67
OPP-0001357,ACCT-00185,2025-03-05,2025-06-25,proposal,31276.13
OPP-0001358,ACCT-03478,2025-03-12,2025-10-05,proposal,14052.36
OPP-0001359,ACCT-05367,2025-05-06,2025-04-03,prospecting,12310.92
OPP-0001360,ACCT-03749,2025-02-23,2026-02-07,closed_won,15882.27
OPP-0001361,ACCT-03828,2025-06-15,2026-02-02,prospecting,10056.11
OPP-0001362,ACCT-00882,2025-04-22,2025-12-01,closed_won,5434.03
OPP-0001363,ACCT-03664,2025-02-14,2025-02-05,closed_won,63628.39
OPP-0001364,ACCT-00071,2025-02-19,2025-08-01,proposal,18017.28
OPP-0001365,ACCT-04567,2025-02-23,2025-10-10,proposal,11271.1
OPP-0001366,ACCT-05125,2025-01-24,2025-04-01,negotiation,4421.84
OPP-0001367,ACCT-01054,2025-06-17,2025-07-05,negotiation,24889.61
OPP-0001368,ACCT-02385,2025-11-25,2025-03-05,negotiation,22922.28
OPP-0001369,ACCT-01673,2025-05-22,2025-05-12,proposal,11106.94
OPP-0001370,ACCT-03941,2025-10-31,2025-06-29,closed_won,10426.67
OPP-0001371,ACCT-01006,2025-06-01,2025-02-22,proposal,19491.61
OPP-0001372,ACCT-00676,2025-05-02,2025-06-24,proposal,14822.09
OPP-0001373,ACCT-04704,2025-08-21,2025-07-04,proposal,7808.44
OPP-0001374,ACCT-02681,2025-08-23,2025-07-18,negotiation,20027.47
OPP-0001375,ACCT-05972,2025-02-01,2025-12-01,proposal,22846.25
OPP-0001376,ACCT-05342,2025-05-13,2025-08-30,proposal,16963.58
OPP-0001377,ACCT-00487,2025-10-07,2026-01-01,closed_won,44566.49
OPP-0001378,ACCT-03227,2025-07-27,2025-03-26,proposal,3851.7
OPP-0001379,ACCT-04723,2025-12-11,2025-05-07,closed_won,4957.7
OPP-0001380,ACCT-01091,2025-02-06,2025-04-26,prospecting,3603.96
OPP-0001381,ACCT-05267,2025-01-09,2025-03-05,negotiation,5863.84
OPP-0001382,ACCT-02715,2025-09-13,2025-10-02,negotiation,14122.53
OPP-0001383,ACCT-05756,2025-07-28,2025-06-26,proposal,32115.2
OPP-0001384,ACCT-03966,2025-12-17,2025-11-16,prospecting,15256.16
OPP-0001385,ACCT-04084,2025-12-04,2025-07-15,closed_won,10961.8
OPP-0001386,ACCT-00835,2025-08-04,2025-02-20,negotiation,23197.4
OPP-0001387,ACCT-01712,2025-08-09,2026-01-31,proposal,13226.4
OPP-0001388,ACCT-03646,2025-03-17,2025-10-15,closed_won,13405.53
OPP-0001389,ACCT-03582,2025-01-19,2025-03-14,closed_won,3691.79
OPP-0001390,ACCT-05273,2025-07-17,2025-04-28,closed_lost,17767.19
OPP-0001391,ACCT-01732,2025-09-02,2025-07-31,proposal,3285.13
OPP-0001392,ACCT-01892,2025-03-07,2025-12-05,prospecting,19681.36
OPP-0001393,ACCT-01678,2025-08-10,2025-10-14,closed_lost,29357.88
OPP-0001394,ACCT-05605,2025-03-22,2025-02-11,proposal,20919.62
OPP-0001395,ACCT-00221,2025-08-23,2026-02-16,negotiation,12967.34
OPP-0001396,ACCT-02124,2025-03-04,2025-02-23,prospecting,18279.18
OPP-0001397,ACCT-00494,2025-04-24,2025-11-24,closed_lost,29739.29
OPP-0001398,ACCT-02435,2025-10-10,2026-01-02,closed_lost,17975.48
OPP-0001399,ACCT-02089,2025-03-14,2025-04-15,closed_won,957.11
OPP-0001400,ACCT-04952,2025-10-07,2025-04-26,negotiation,5921.95
OPP-0001401,ACCT-00130,2025-09-24,2025-04-19,negotiation,1503.18
OPP-0001402,ACCT-04139,2025-12-10,2025-11-11,prospecting,1200.35
OPP-0001403,ACCT-00568,2025-09-04,2025-05-30,negotiation,19878.94
OPP-0001404,ACCT-04671,2025-08-01,2025-04-30,prospecting,4082.79
OPP-0001405,ACCT-00384,2025-07-06,2025-05-01,closed_won,17277.15
OPP-0001406,ACCT-00768,2025-03-23,2025-09-21,closed_won,17768.99
OPP-0001407,ACCT-02722,2025-01-15,2026-02-22,proposal,20414.15
OPP-0001408,ACCT-01967,2025-03-30,2025-08-11,closed_won,12786.79
OPP-0001409,ACCT-02319,2025-02-25,2025-03-14,closed_won,84166.94
OPP-0001410,ACCT-03088,2025-11-15,2026-01-17,negotiation,36043.03
OPP-0001411,ACCT-02525,2025-08-25,2025-09-16,negotiation,23344.51
OPP-0001412,ACCT-00765,2025-12-03,2025-12-11,proposal,17013.81
OPP-0001413,ACCT-03355,2025-10-14,2026-01-15,proposal,24247.61
OPP-0001414,ACCT-01702,2025-03-30,2026-01-18,negotiation,12134.62
OPP-0001415,ACCT-00988,2025-11-20,2025-06-14,closed_won,35817.12
OPP-0001416,ACCT-02491,2025-10-26,2025-02-08,prospecting,34765.34
OPP-0001417,ACCT-00793,2025-10-02,2025-08-18,proposal,19454.31
OPP-0001418,ACCT-01355,2025-03-05,2025-02-18,closed_won,8650.71
OPP-0001419,ACCT-03920,2025-12-16,2025-09-05,proposal,19383.83
OPP-0001420,ACCT-05100,2025-04-23,2025-02-07,proposal,34107.42
OPP-0001421,ACCT-01536,2025-12-20,2025-12-22,closed_won,25029.13
OPP-0001422,ACCT-01476,2025-04-02,2025-03-11,prospecting,19717.22
OPP-0001423,ACCT-00920,2025-06-26,2025-07-13,negotiation,21967.47
OPP-0001424,ACCT-05469,2025-08-27,2025-07-11,proposal,9410.85
OPP-0001425,ACCT-04995,2025-02-16,2025-05-23,proposal,20329.31
OPP-0001426,ACCT-00180,2025-03-18,2025-10-24,prospecting,12623.77
OPP-0001427,ACCT-05800,2025-10-21,2025-12-13,proposal,14453.02
OPP-0001428,ACCT-03601,2025-05-14,2025-05-09,proposal,32394.92
OPP-0001429,ACCT-02748,2025-07-24,2025-05-05,closed_lost,9632.8
OPP-0001430,ACCT-03570,2025-12-16,2025-07-15,negotiation,18467.88
OPP-0001431,ACCT-01481,2025-06-29,2026-02-24,closed_lost,16999.15
OPP-0001432,ACCT-04974,2025-09-19,2025-10-02,proposal,13678.42
OPP-0001433,ACCT-03652,2025-09-23,2025-04-29,proposal,41151.31
OPP-0001434,ACCT-04972,2025-04-10,2025-07-13,closed_lost,17299.28
OPP-0001435,ACCT-02909,2025-03-15,2025-12-02,closed_lost,17507.15
OPP-0001436,ACCT-01550,2025-05-26,2025-07-05,prospecting,22063.79
OPP-0001437,ACCT-02994,2025-01-29,2025-05-08,closed_lost,10557.91
OPP-0001438,ACCT-02809,2025-09-04,2025-12-09,proposal,17494.8
OPP-0001439,ACCT-04299,2025-07-21,2025-02-28,closed_won,14584.02
OPP-0001440,ACCT-05147,2025-10-06,2026-01-10,proposal,20737.54
OPP-0001441,ACCT-03408,2025-05-13,2025-05-31,prospecting,19478.9
OPP-0001442,ACCT-00516,2025-09-28,2025-06-03,prospecting,20144.56
OPP-0001443,ACCT-05241,2025-06-01,2025-09-25,prospecting,29064.37
OPP-0001444,ACCT-03129,2025-03-14,2025-10-29,proposal,16600.52
OPP-0001445,ACCT-01051,2025-12-04,2025-04-13,prospecting,16500.31
OPP-0001446,ACCT-01112,2025-03-07,2025-08-01,closed_won,10484.11
OPP-0001447,ACCT-04713,2025-06-14,2025-04-19,negotiation,4275.88
OPP-0001448,ACCT-03766,2025-12-13,2025-06-22,prospecting,4104.65
OPP-0001449,ACCT-04153,2025-11-07,2026-01-11,proposal,14671.07
