order_id,customer_id,product_id,order_date,order_amount,status,currency,channel
ORD-0010895,CUST-02845,PROD-0325,2025-10-23,335.93,completed,USD,partner
ORD-0010896,CUST-00094,PROD-0438,2025-12-29,635.16,completed,USD,marketplace
ORD-0010897,CUST-03703,PROD-0084,2025-05-17,272.49,completed,USD,sales_led
ORD-0010898,CUST-00626,PROD-0266,2025-04-24,281.06,completed,USD,partner
ORD-0010899,CUST-03354,PROD-0031,2025-02-26,850.05,completed,USD,marketplace
ORD-0010900,CUST-04118,PROD-0214,2025-12-07,510.86,completed,USD,self_serve
ORD-0010901,CUST-00486,PROD-0488,2025-09-03,249.43,completed,USD,partner
ORD-0010902,CUST-00190,PROD-0256,2025-07-03,310.68,cancelled,USD,partner
ORD-0010903,CUST-04390,PROD-0487,2025-11-11,341.44,cancelled,USD,partner
ORD-0010904,CUST-02326,PROD-0371,2025-01-11,333.43,completed,USD,sales_led
ORD-0010905,CUST-02528,PROD-0145,2025-12-25,513.96,completed,USD,sales_led
ORD-0010906,CUST-01236,PROD-0500,2025-09-19,753.24,completed,USD,sales_led
ORD-0010907,CUST-02378,PROD-0355,2025-04-24,103.18,completed,EUR,self_serve
ORD-0010908,CUST-04163,PROD-0015,2025-05-21,153.91,completed,USD,sales_led
ORD-0010909,CUST-04220,PROD-0395,2025-10-22,10.75,completed,USD,marketplace
ORD-0010910,CUST-04015,PROD-0259,2025-11-17,44.54,completed,EUR,self_serve
ORD-0010911,CUST-01448,PROD-0488,2025-02-17,98.33,completed,GBP,partner
ORD-0010912,CUST-03830,PROD-0337,2025-05-31,684.42,completed,USD,sales_led
ORD-0010913,CUST-02250,PROD-0064,2025-07-08,519.9,completed,EUR,partner
ORD-0010914,CUST-01892,PROD-0203,2025-02-13,474.09,completed,GBP,marketplace
ORD-0010915,CUST-01631,PROD-0384,2025-04-28,642.87,completed,USD,partner
ORD-0010916,CUST-04628,PROD-0286,2025-09-04,395.73,completed,USD,marketplace
ORD-0010917,CUST-00867,PROD-0018,2025-04-18,137.58,completed,USD,self_serve
ORD-0010918,CUST-04480,PROD-0027,2025-05-06,993.1,completed,USD,marketplace
ORD-0010919,CUST-04561,PROD-0141,2025-02-21,267.34,completed,USD,self_serve
ORD-0010920,CUST-03255,PROD-0141,2025-08-15,173.76,completed,USD,self_serve
ORD-0010921,CUST-00133,PROD-0284,2025-01-12,392.04,cancelled,USD,partner
ORD-0010922,CUST-03063,PROD-0189,2025-04-17,778.02,completed,USD,marketplace
ORD-0010923,CUST-00578,PROD-0142,2025-12-17,24.81,completed,USD,partner
ORD-0010924,CUST-01685,PROD-0204,2025-05-03,293.14,completed,USD,sales_led
ORD-0010925,CUST-00377,PROD-0094,2025-10-04,206.32,pending,USD,self_serve
ORD-0010926,CUST-03680,PROD-0341,2025-07-10,55.55,completed,USD,partner
ORD-0010927,CUST-02420,PROD-0023,2025-03-12,45.03,completed,USD,marketplace
ORD-0010928,CUST-04693,PROD-0452,2025-07-07,470.76,completed,USD,partner
ORD-0010929,CUST-03419,PROD-0383,2025-06-24,50.27,completed,USD,sales_led
ORD-0010930,CUST-01582,PROD-0031,2025-12-30,8.55,completed,USD,partner
ORD-0010931,CUST-03876,PROD-0327,2025-12-16,586.42,cancelled,GBP,marketplace
ORD-0010932,CUST-01430,PROD-0225,2025-07-16,326.99,completed,USD,partner
ORD-0010933,CUST-01346,PROD-0293,2025-12-07,160.28,completed,USD,self_serve
ORD-0010934,CUST-01318,PROD-0199,2025-08-09,111.07,completed,GBP,marketplace
ORD-0010935,CUST-03554,PROD-0150,2025-02-05,142.1,completed,USD,marketplace
ORD-0010936,CUST-04916,PROD-0483,2025-11-09,112.89,completed,USD,marketplace
ORD-0010937,CUST-04269,PROD-0091,2025-09-25,713.54,completed,GBP,marketplace
ORD-0010938,CUST-02702,PROD-0353,2025-01-03,308.36,completed,USD,partner
ORD-0010939,CUST-00053,PROD-0253,2025-01-05,144.8,completed,USD,self_serve
ORD-0010940,CUST-04838,PROD-0478,2025-12-10,554.2,completed,USD,self_serve
ORD-0010941,CUST-01918,PROD-0238,2025-04-26,157.59,completed,EUR,sales_led
ORD-0010942,CUST-03087,PROD-0252,2025-05-03,396.57,completed,EUR,sales_led
ORD-0010943,CUST-02117,PROD-0442,2025-07-28,361.07,completed,EUR,self_serve
ORD-0010944,CUST-01468,PROD-0314,2025-10-29,13.39,cancelled,USD,self_serve
ORD-0010945,CUST-01517,PROD-0226,2025-07-24,443.46,completed,USD,sales_led
ORD-0010946,CUST-02932,PROD-0428,2025-08-05,186.12,completed,USD,self_serve
ORD-0010947,CUST-02148,PROD-0422,2025-01-23,265.44,completed,USD,sales_led
ORD-0010948,CUST-00778,PROD-0019,2025-11-08,162.91,completed,USD,partner
ORD-0010949,CUST-01890,PROD-0116,2025-03-04,317.44,cancelled,USD,marketplace
ORD-0010950,CUST-02241,PROD-0463,2025-05-20,205.99,pending,USD,sales_led
ORD-0010951,CUST-03129,PROD-0458,2025-08-01,21.79,completed,GBP,partner
ORD-0010952,CUST-02215,PROD-0239,2025-11-08,237.22,completed,USD,self_serve
ORD-0010953,CUST-00976,PROD-0185,2025-07-08,337.8,completed,USD,partner
ORD-0010954,CUST-02883,PROD-0481,2025-12-07,177.31,completed,USD,marketplace
ORD-0010955,CUST-04185,PROD-0021,2025-03-12,659.6,completed,USD,sales_led
ORD-0010956,CUST-01937,PROD-0005,2025-04-19,167.62,completed,USD,self_serve
ORD-0010957,CUST-03171,PROD-0319,2025-09-28,343.9,completed,USD,sales_led
ORD-0010958,CUST-02276,PROD-0047,2025-08-15,103.38,completed,USD,sales_led
ORD-0010959,CUST-01487,PROD-0099,2025-03-27,182.11,completed,USD,marketplace
ORD-0010960,CUST-04381,PROD-0038,2025-03-18,269.64,completed,USD,self_serve
ORD-0010961,CUST-04819,PROD-0467,2025-05-09,520.44,cancelled,USD,sales_led
ORD-0010962,CUST-00902,PROD-0028,2025-08-29,393.85,completed,USD,marketplace
ORD-0010963,CUST-03114,PROD-0458,2025-09-29,118.94,completed,USD,marketplace
ORD-0010964,CUST-04614,PROD-0067,2025-12-06,141.84,completed,GBP,partner
ORD-0010965,CUST-02687,PROD-0449,2025-09-08,169.0,completed,USD,self_serve
ORD-0010966,CUST-02693,PROD-0167,2025-08-25,431.06,pending,USD,self_serve
ORD-0010967,CUST-04799,PROD-0213,2025-05-05,102.74,completed,USD,marketplace
ORD-0010968,CUST-03145,PROD-0068,2025-09-26,412.18,completed,USD,sales_led
ORD-0010969,CUST-04245,PROD-0141,2025-08-05,865.91,completed,USD,self_serve
ORD-0010970,CUST-00522,PROD-0073,2025-11-17,278.85,cancelled,USD,sales_led
ORD-0010971,CUST-02949,PROD-0105,2025-02-06,163.39,completed,EUR,partner
ORD-0010972,CUST-00727,PROD-0225,2025-09-05,774.99,completed,USD,marketplace
ORD-0010973,CUST-01020,PROD-0244,2025-04-08,96.73,completed,USD,sales_led
ORD-0010974,CUST-03663,PROD-0314,2025-04-02,252.94,pending,USD,partner
ORD-0010975,CUST-04350,PROD-0459,2025-01-04,302.16,completed,USD,marketplace
ORD-0010976,CUST-04504,PROD-0023,2025-08-30,218.97,cancelled,USD,self_serve
ORD-0010977,CUST-03825,PROD-0137,2025-04-04,110.86,completed,USD,self_serve
ORD-0010978,CUST-02595,PROD-0288,2025-12-05,164.82,completed,USD,sales_led
ORD-0010979,CUST-02171,PROD-0236,2025-06-30,746.93,completed,USD,self_serve
ORD-0010980,CUST-00838,PROD-0291,2025-09-21,243.36,cancelled,USD,sales_led
ORD-0010981,CUST-03932,PROD-0147,2025-06-19,339.47,completed,USD,partner
ORD-0010982,CUST-03985,PROD-0161,2025-04-08,269.72,completed,USD,partner
ORD-0010983,CUST-00638,PROD-0356,2025-09-04,122.3,completed,USD,partner
ORD-0010984,CUST-04588,PROD-0095,2025-11-25,113.15,completed,USD,partner
ORD-0010985,CUST-01644,PROD-0043,2025-08-19,167.6,cancelled,EUR,marketplace
ORD-0010986,CUST-03351,PROD-0317,2025-12-04,169.55,pending,USD,self_serve
ORD-0010987,CUST-00639,PROD-0284,2025-04-20,495.45,completed,EUR,partner
ORD-0010988,CUST-00915,PROD-0391,2025-03-28,362.32,completed,USD,partner
ORD-0010989,CUST-03027,PROD-0328,2025-02-25,260.13,pending,USD,partner
ORD-0010990,CUST-02063,PROD-0143,2025-05-14,408.0,completed,USD,partner
ORD-0010991,CUST-00136,PROD-0238,2025-12-13,56.82,completed,USD,self_serve
ORD-0010992,CUST-04700,PROD-0255,2025-02-10,559.12,completed,USD,sales_led
ORD-0010993,CUST-04436,PROD-0051,2025-08-06,48.97,completed,EUR,marketplace
ORD-0010994,CUST-00958,PROD-0050,2025-12-05,187.6,completed,USD,marketplace
ORD-0010995,CUST-03250,PROD-0485,2025-07-21,74.64,completed,USD,sales_led
ORD-0010996,CUST-00854,PROD-0391,2025-07-30,234.57,completed,USD,sales_led
ORD-0010997,CUST-03587,PROD-0411,2025-09-30,24.02,completed,USD,self_serve
ORD-0010998,CUST-03509,PROD-0332,2025-04-29,104.91,completed,USD,self_serve
ORD-0010999,CUST-03730,PROD-0426,2025-08-15,365.67,completed,USD,self_serve
ORD-0011000,CUST-02716,PROD-0215,2025-04-10,214.33,cancelled,USD,partner
ORD-0011001,CUST-00120,PROD-0082,2025-11-26,98.62,completed,USD,self_serve
ORD-0011002,CUST-01024,PROD-0303,2025-07-26,10.98,completed,USD,marketplace
ORD-0011003,CUST-04955,PROD-0027,2025-05-28,379.11,pending,GBP,marketplace
ORD-0011004,CUST-03083,PROD-0478,2025-12-20,448.02,completed,USD,self_serve
ORD-0011005,CUST-01712,PROD-0306,2025-06-30,273.68,completed,USD,marketplace
ORD-0011006,CUST-04684,PROD-0281,2025-06-19,83.67,cancelled,USD,partner
ORD-0011007,CUST-02152,PROD-0354,2025-03-31,167.64,completed,USD,self_serve
ORD-0011008,CUST-04276,PROD-0214,2025-12-24,124.21,completed,USD,self_serve
ORD-0011009,CUST-04028,PROD-0319,2025-08-30,858.97,completed,EUR,marketplace
ORD-0011010,CUST-00033,PROD-0227,2025-09-28,111.44,completed,USD,marketplace
ORD-0011011,CUST-04657,PROD-0112,2025-11-25,173.1,completed,USD,marketplace
ORD-0011012,CUST-04384,PROD-0091,2025-09-15,216.35,cancelled,USD,marketplace
ORD-0011013,CUST-04962,PROD-0072,2025-12-16,898.92,completed,USD,marketplace
ORD-0011014,CUST-03135,PROD-0455,2025-02-26,322.32,completed,USD,marketplace
ORD-0011015,CUST-03492,PROD-0182,2025-06-21,113.87,cancelled,EUR,marketplace
ORD-0011016,CUST-01336,PROD-0276,2025-03-13,274.18,completed,USD,self_serve
ORD-0011017,CUST-00758,PROD-0098,2025-04-25,146.83,completed,USD,marketplace
ORD-0011018,CUST-00468,PROD-0198,2025-09-27,69.0,completed,USD,partner
ORD-0011019,CUST-00883,PROD-0240,2025-07-20,323.71,completed,USD,partner
ORD-0011020,CUST-04857,PROD-0469,2025-03-02,278.1,completed,USD,self_serve
ORD-0011021,CUST-01377,PROD-0450,2025-09-15,45.34,completed,USD,sales_led
ORD-0011022,CUST-00146,PROD-0276,2025-07-20,237.19,completed,USD,marketplace
ORD-0011023,CUST-03433,PROD-0156,2025-05-12,215.67,completed,USD,partner
ORD-0011024,CUST-00924,PROD-0074,2025-07-07,349.64,completed,USD,marketplace
ORD-0011025,CUST-02554,PROD-0476,2025-10-12,403.6,completed,EUR,self_serve
ORD-0011026,CUST-03357,PROD-0347,2025-09-22,152.66,completed,USD,sales_led
ORD-0011027,CUST-02867,PROD-0171,2025-03-11,202.27,completed,EUR,partner
ORD-0011028,CUST-03790,PROD-0484,2025-07-20,74.6,completed,USD,self_serve
ORD-0011029,CUST-00092,PROD-0343,2025-05-16,125.5,completed,USD,sales_led
ORD-0011030,CUST-01334,PROD-0414,2025-03-21,444.44,completed,USD,marketplace
ORD-0011031,CUST-02030,PROD-0133,2025-12-14,105.82,completed,EUR,partner
ORD-0011032,CUST-03686,PROD-0191,2025-10-13,163.85,completed,USD,self_serve
ORD-0011033,CUST-02710,PROD-0204,2025-11-16,49.86,completed,USD,self_serve
ORD-0011034,CUST-03826,PROD-0405,2025-10-14,295.54,pending,USD,sales_led
ORD-0011035,CUST-03708,PROD-0428,2025-10-17,230.81,completed,USD,self_serve
ORD-0011036,CUST-04014,PROD-0241,2025-01-15,489.77,pending,USD,marketplace
ORD-0011037,CUST-03040,PROD-0301,2025-12-29,129.77,cancelled,USD,partner
ORD-0011038,CUST-03770,PROD-0203,2025-07-17,139.05,completed,USD,partner
ORD-0011039,CUST-03397,PROD-0199,2025-04-28,284.03,completed,USD,partner
ORD-0011040,CUST-00164,PROD-0278,2025-01-30,154.5,completed,USD,partner
ORD-0011041,CUST-01406,PROD-0451,2025-01-06,346.69,completed,USD,sales_led
ORD-0011042,CUST-04462,PROD-0039,2025-02-12,274.2,completed,USD,partner
ORD-0011043,CUST-00458,PROD-0142,2025-04-28,256.08,cancelled,USD,sales_led
ORD-0011044,CUST-02814,PROD-0133,2025-01-21,264.44,completed,USD,marketplace
ORD-0011045,CUST-03831,PROD-0293,2025-04-04,74.36,completed,USD,self_serve
ORD-0011046,CUST-02156,PROD-0290,2025-10-05,22.02,completed,GBP,self_serve
ORD-0011047,CUST-00898,PROD-0453,2025-05-03,151.28,cancelled,EUR,marketplace
ORD-0011048,CUST-00123,PROD-0059,2025-07-27,231.49,completed,USD,marketplace
ORD-0011049,CUST-03301,PROD-0356,2025-09-24,445.91,pending,USD,partner
ORD-0011050,CUST-02955,PROD-0206,2025-07-04,285.47,completed,USD,marketplace
ORD-0011051,CUST-03455,PROD-0034,2025-06-30,119.37,pending,EUR,partner
ORD-0011052,CUST-00814,PROD-0414,2025-03-19,375.95,cancelled,USD,marketplace
ORD-0011053,CUST-02341,PROD-0003,2025-03-18,147.95,cancelled,USD,sales_led
ORD-0011054,CUST-02739,PROD-0447,2025-01-09,244.81,completed,USD,marketplace
ORD-0011055,CUST-04191,PROD-0135,2025-01-09,604.11,completed,USD,marketplace
ORD-0011056,CUST-00947,PROD-0092,2025-03-23,708.39,completed,USD,sales_led
ORD-0011057,CUST-03478,PROD-0153,2025-01-26,784.64,cancelled,USD,marketplace
ORD-0011058,CUST-03440,PROD-0473,2025-04-27,149.75,completed,USD,marketplace
ORD-0011059,CUST-02970,PROD-0403,2025-01-03,205.46,completed,USD,partner
ORD-0011060,CUST-00445,PROD-0234,2025-11-12,182.76,completed,USD,marketplace
ORD-0011061,CUST-00593,PROD-0171,2025-09-06,188.15,completed,USD,sales_led
ORD-0011062,CUST-03002,PROD-0077,2025-02-23,228.46,completed,USD,sales_led
ORD-0011063,CUST-03115,PROD-0266,2025-03-06,90.4,completed,USD,self_serve
ORD-0011064,CUST-03220,PROD-0376,2025-03-18,283.66,completed,EUR,sales_led
ORD-0011065,CUST-03868,PROD-0054,2025-03-11,276.09,completed,USD,sales_led
ORD-0011066,CUST-01977,PROD-0043,2025-02-20,148.15,pending,USD,self_serve
ORD-0011067,CUST-01481,PROD-0386,2025-03-25,709.95,completed,USD,partner
ORD-0011068,CUST-04586,PROD-0366,2025-10-13,529.06,pending,USD,marketplace
ORD-0011069,CUST-03463,PROD-0216,2025-07-19,174.72,completed,USD,marketplace
ORD-0011070,CUST-02633,PROD-0350,2025-02-22,91.54,completed,USD,self_serve
ORD-0011071,CUST-02791,PROD-0255,2025-03-03,180.47,completed,USD,self_serve
ORD-0011072,CUST-03753,PROD-0319,2025-02-06,276.74,pending,USD,marketplace
ORD-0011073,CUST-01551,PROD-0098,2025-11-01,356.67,completed,USD,sales_led
ORD-0011074,CUST-02223,PROD-0414,2025-07-06,43.9,completed,USD,partner
ORD-0011075,CUST-00216,PROD-0398,2025-06-17,450.42,completed,GBP,partner
ORD-0011076,CUST-03959,PROD-0412,2025-07-04,686.69,cancelled,USD,sales_led
ORD-0011077,CUST-02504,PROD-0084,2025-06-22,111.29,completed,USD,partner
ORD-0011078,CUST-04488,PROD-0221,2025-06-11,336.69,cancelled,USD,sales_led
ORD-0011079,CUST-01485,PROD-0147,2025-06-01,361.94,completed,USD,partner
ORD-0011080,CUST-02065,PROD-0259,2025-11-09,309.85,completed,USD,sales_led
ORD-0011081,CUST-00273,PROD-0214,2025-10-27,267.12,completed,USD,sales_led
ORD-0011082,CUST-04837,PROD-0209,2025-07-23,228.92,completed,USD,sales_led
ORD-0011083,CUST-01714,PROD-0456,2025-10-23,223.75,completed,USD,marketplace
ORD-0011084,CUST-00766,PROD-0307,2025-01-09,421.29,completed,USD,partner
ORD-0011085,CUST-03061,PROD-0482,2025-09-20,837.93,completed,USD,marketplace
ORD-0011086,CUST-04231,PROD-0262,2025-04-26,197.93,completed,USD,sales_led
ORD-0011087,CUST-00557,PROD-0375,2025-02-08,247.91,pending,USD,self_serve
ORD-0011088,CUST-02630,PROD-0149,2025-10-10,402.32,completed,USD,self_serve
ORD-0011089,CUST-02369,PROD-0236,2025-10-28,100.57,pending,USD,sales_led
ORD-0011090,CUST-00693,PROD-0212,2025-02-21,169.0,completed,USD,partner
ORD-0011091,CUST-01381,PROD-0383,2025-08-01,356.33,completed,USD,partner
ORD-0011092,CUST-03127,PROD-0283,2025-11-05,212.17,completed,USD,marketplace
ORD-0011093,CUST-04948,PROD-0162,2025-08-28,229.83,completed,USD,partner
ORD-0011094,CUST-00657,PROD-0401,2025-07-07,546.83,completed,GBP,sales_led
ORD-0011095,CUST-03151,PROD-0397,2025-04-04,148.28,completed,USD,sales_led
ORD-0011096,CUST-04438,PROD-0068,2025-05-01,222.26,completed,USD,partner
ORD-0011097,CUST-03781,PROD-0200,2025-11-06,95.88,completed,USD,marketplace
ORD-0011098,CUST-04080,PROD-0282,2025-03-22,229.41,completed,USD,partner
ORD-0011099,CUST-04583,PROD-0446,2025-02-07,157.24,completed,USD,marketplace
ORD-0011100,CUST-03272,PROD-0470,2025-04-28,136.0,completed,USD,sales_led
ORD-0011101,CUST-00188,PROD-0125,2025-05-10,333.68,completed,USD,partner
ORD-0011102,CUST-01165,PROD-0205,2025-01-20,160.62,completed,USD,marketplace
ORD-0011103,CUST-02068,PROD-0073,2025-07-11,408.8,completed,USD,self_serve
ORD-0011104,CUST-04815,PROD-0035,2025-07-23,204.29,pending,USD,partner
ORD-0011105,CUST-01048,PROD-0169,2025-11-26,111.94,completed,USD,sales_led
ORD-0011106,CUST-04266,PROD-0425,2025-04-04,653.08,completed,USD,partner
ORD-0011107,CUST-03173,PROD-0201,2025-04-16,190.3,completed,USD,partner
ORD-0011108,CUST-03577,PROD-0107,2025-11-16,298.57,completed,USD,sales_led
ORD-0011109,CUST-00524,PROD-0122,2025-06-08,57.13,completed,USD,marketplace
ORD-0011110,CUST-01827,PROD-0349,2025-02-22,337.95,completed,USD,sales_led
ORD-0011111,CUST-02321,PROD-0276,2025-07-31,309.96,completed,USD,partner
ORD-0011112,CUST-02421,PROD-0231,2025-06-19,273.95,completed,USD,marketplace
ORD-0011113,CUST-04388,PROD-0183,2025-07-20,726.91,completed,USD,marketplace
ORD-0011114,CUST-01691,PROD-0471,2025-09-22,51.3,cancelled,USD,sales_led
ORD-0011115,CUST-04344,PROD-0071,2025-12-02,304.89,completed,USD,partner
ORD-0011116,CUST-04247,PROD-0387,2025-10-02,294.77,completed,USD,sales_led
ORD-0011117,CUST-03211,PROD-0499,2025-10-12,751.81,completed,USD,partner
ORD-0011118,CUST-01545,PROD-0401,2025-03-22,223.42,completed,USD,partner
ORD-0011119,CUST-00495,PROD-0270,2025-11-18,239.48,completed,USD,partner
ORD-0011120,CUST-01192,PROD-0301,2025-12-14,367.36,completed,USD,partner
ORD-0011121,CUST-03034,PROD-0428,2025-02-09,201.74,completed,USD,self_serve
ORD-0011122,CUST-01072,PROD-0070,2025-12-13,255.43,pending,EUR,partner
ORD-0011123,CUST-04510,PROD-0405,2025-05-26,149.1,completed,USD,marketplace
ORD-0011124,CUST-02006,PROD-0085,2025-06-01,101.63,completed,USD,partner
ORD-0011125,CUST-01411,PROD-0073,2025-08-15,148.34,completed,GBP,marketplace
ORD-0011126,CUST-03115,PROD-0023,2025-06-17,289.4,completed,USD,sales_led
ORD-0011127,CUST-00780,PROD-0052,2025-06-24,260.93,completed,EUR,partner
ORD-0011128,CUST-04159,PROD-0315,2025-05-02,88.09,completed,USD,marketplace
ORD-0011129,CUST-02749,PROD-0046,2025-05-06,321.1,completed,USD,sales_led
ORD-0011130,CUST-04624,PROD-0346,2025-05-25,376.37,completed,USD,partner
ORD-0011131,CUST-04273,PROD-0047,2025-08-07,40.92,completed,USD,self_serve
ORD-0011132,CUST-00401,PROD-0103,2025-10-16,136.68,completed,GBP,sales_led
ORD-0011133,CUST-04491,PROD-0182,2025-02-20,135.84,completed,EUR,self_serve
ORD-0011134,CUST-00236,PROD-0430,2025-07-06,584.73,pending,USD,marketplace
ORD-0011135,CUST-03967,PROD-0077,2025-06-29,458.25,completed,USD,sales_led
ORD-0011136,CUST-01814,PROD-0177,2025-11-23,663.53,cancelled,USD,marketplace
ORD-0011137,CUST-01723,PROD-0055,2025-02-12,163.05,completed,USD,marketplace
ORD-0011138,CUST-04051,PROD-0110,2025-05-30,505.57,completed,USD,partner
ORD-0011139,CUST-01374,PROD-0268,2025-04-20,101.4,completed,USD,self_serve
ORD-0011140,CUST-04538,PROD-0376,2025-09-11,270.96,completed,USD,marketplace
ORD-0011141,CUST-00202,PROD-0263,2025-02-11,69.47,completed,EUR,self_serve
ORD-0011142,CUST-00843,PROD-0314,2025-09-26,390.06,completed,USD,partner
ORD-0011143,CUST-01789,PROD-0177,2025-12-24,221.64,completed,USD,partner
ORD-0011144,CUST-01429,PROD-0100,2025-05-03,115.76,completed,EUR,sales_led
ORD-0011145,CUST-04354,PROD-0330,2025-04-25,590.43,completed,USD,sales_led
ORD-0011146,CUST-04510,PROD-0417,2025-11-29,286.82,completed,USD,self_serve
ORD-0011147,CUST-02105,PROD-0301,2025-04-02,61.98,completed,USD,sales_led
ORD-0011148,CUST-02880,PROD-0053,2025-07-05,245.44,completed,USD,partner
ORD-0011149,CUST-01694,PROD-0499,2025-02-17,5.59,completed,USD,marketplace
ORD-0011150,CUST-02039,PROD-0096,2025-07-05,491.95,completed,EUR,self_serve
ORD-0011151,CUST-01683,PROD-0274,2025-10-26,328.42,completed,USD,marketplace
ORD-0011152,CUST-01218,PROD-0384,2025-01-19,566.0,completed,USD,self_serve
ORD-0011153,CUST-03472,PROD-0491,2025-10-02,297.41,completed,USD,self_serve
ORD-0011154,CUST-00565,PROD-0271,2025-11-07,425.77,completed,EUR,sales_led
ORD-0011155,CUST-01453,PROD-0459,2025-02-15,225.65,completed,USD,partner
ORD-0011156,CUST-00543,PROD-0217,2025-08-11,109.73,pending,USD,partner
ORD-0011157,CUST-02259,PROD-0040,2025-08-04,264.07,completed,USD,partner
ORD-0011158,CUST-03371,PROD-0076,2025-03-25,225.73,pending,USD,self_serve
ORD-0011159,CUST-02590,PROD-0459,2025-01-15,348.54,completed,USD,sales_led
ORD-0011160,CUST-03603,PROD-0045,2025-04-25,364.76,completed,USD,self_serve
ORD-0011161,CUST-02874,PROD-0462,2025-07-30,315.68,completed,USD,self_serve
ORD-0011162,CUST-01829,PROD-0218,2025-05-14,241.1,completed,USD,partner
ORD-0011163,CUST-04560,PROD-0478,2025-01-20,287.11,completed,USD,marketplace
ORD-0011164,CUST-03031,PROD-0492,2025-11-01,72.04,completed,USD,marketplace
ORD-0011165,CUST-00192,PROD-0040,2025-10-05,859.61,cancelled,USD,marketplace
ORD-0011166,CUST-00781,PROD-0312,2025-10-22,159.77,completed,USD,sales_led
ORD-0011167,CUST-03358,PROD-0015,2025-11-17,343.03,completed,USD,partner
ORD-0011168,CUST-00105,PROD-0159,2025-07-17,168.68,completed,USD,sales_led
ORD-0011169,CUST-00862,PROD-0474,2025-06-18,202.81,completed,USD,sales_led
ORD-0011170,CUST-00500,PROD-0500,2025-10-14,50.04,pending,USD,sales_led
ORD-0011171,CUST-04049,PROD-0069,2025-11-25,97.58,completed,EUR,self_serve
ORD-0011172,CUST-00530,PROD-0499,2025-07-27,287.34,completed,EUR,self_serve
ORD-0011173,CUST-01008,PROD-0092,2025-03-06,554.06,completed,EUR,marketplace
ORD-0011174,CUST-04924,PROD-0169,2025-02-24,782.84,cancelled,GBP,sales_led
ORD-0011175,CUST-00602,PROD-0261,2025-10-15,257.83,completed,USD,marketplace
ORD-0011176,CUST-01181,PROD-0109,2025-03-22,483.91,cancelled,USD,partner
ORD-0011177,CUST-04069,PROD-0032,2025-06-22,569.11,cancelled,USD,partner
ORD-0011178,CUST-00671,PROD-0098,2025-04-29,131.75,completed,GBP,marketplace
ORD-0011179,CUST-01149,PROD-0032,2025-10-20,68.42,completed,USD,partner
ORD-0011180,CUST-03977,PROD-0294,2025-03-25,345.39,pending,USD,partner
ORD-0011181,CUST-00002,PROD-0321,2025-06-28,39.06,completed,EUR,partner
ORD-0011182,CUST-01834,PROD-0158,2025-11-25,260.61,completed,USD,self_serve
ORD-0011183,CUST-01283,PROD-0419,2025-06-22,317.96,completed,EUR,marketplace
ORD-0011184,CUST-01032,PROD-0390,2025-03-13,681.5,completed,USD,sales_led
ORD-0011185,CUST-01963,PROD-0169,2025-04-27,94.47,cancelled,USD,self_serve
ORD-0011186,CUST-01102,PROD-0178,2025-02-05,75.93,completed,EUR,partner
ORD-0011187,CUST-03871,PROD-0200,2025-10-28,428.79,completed,USD,partner
ORD-0011188,CUST-00696,PROD-0305,2025-11-01,413.17,completed,USD,partner
ORD-0011189,CUST-01997,PROD-0421,2025-12-25,412.09,completed,EUR,sales_led
ORD-0011190,CUST-00400,PROD-0125,2025-02-21,374.63,completed,USD,partner
ORD-0011191,CUST-00529,PROD-0167,2025-04-04,163.68,completed,USD,self_serve
ORD-0011192,CUST-03401,PROD-0241,2025-01-02,154.98,completed,USD,marketplace
ORD-0011193,CUST-02259,PROD-0127,2025-06-26,355.49,completed,USD,sales_led
ORD-0011194,CUST-02200,PROD-0330,2025-09-05,576.87,completed,USD,marketplace
ORD-0011195,CUST-01357,PROD-0041,2025-04-17,434.42,completed,GBP,marketplace
ORD-0011196,CUST-00743,PROD-0496,2025-02-24,346.63,completed,USD,sales_led
ORD-0011197,CUST-04388,PROD-0141,2025-02-07,132.08,completed,USD,partner
ORD-0011198,CUST-03963,PROD-0153,2025-05-25,108.32,completed,USD,self_serve
ORD-0011199,CUST-02311,PROD-0136,2025-10-17,185.03,completed,GBP,partner
ORD-0011200,CUST-00096,PROD-0378,2025-04-29,484.74,completed,USD,self_serve
ORD-0011201,CUST-04491,PROD-0085,2025-08-31,1137.81,completed,GBP,self_serve
ORD-0011202,CUST-02154,PROD-0303,2025-12-18,169.49,completed,USD,sales_led
ORD-0011203,CUST-00948,PROD-0335,2025-01-28,372.58,cancelled,USD,sales_led
ORD-0011204,CUST-00637,PROD-0378,2025-02-05,188.48,completed,USD,sales_led
ORD-0011205,CUST-04981,PROD-0266,2025-09-27,318.22,completed,EUR,marketplace
ORD-0011206,CUST-00139,PROD-0307,2025-01-21,558.68,completed,GBP,self_serve
ORD-0011207,CUST-01856,PROD-0229,2025-06-24,477.64,completed,USD,sales_led
ORD-0011208,CUST-02754,PROD-0055,2025-10-11,474.57,completed,USD,partner
ORD-0011209,CUST-01468,PROD-0008,2025-10-10,277.12,completed,USD,self_serve
ORD-0011210,CUST-00778,PROD-0119,2025-05-02,30.21,completed,USD,self_serve
ORD-0011211,CUST-03222,PROD-0357,2025-02-11,245.12,completed,USD,self_serve
ORD-0011212,CUST-00343,PROD-0357,2025-07-25,278.23,cancelled,GBP,partner
